CS; p; issig
CyclomaticComplexity ; 0.411258479825366 ; 
NPathComplexity ; 0.416675185813698 ; 
ExcessiveMethodLength ; 0.415366774515673 ; 
ExcessiveClassLength ; 0.63712935313521 ; 
ExcessiveParameterList ; 0.367866223289643 ; 
ExcessivePublicCount ; 0.603004723376781 ; 
TooManyFields ; all the same value= ; 1
TooManyMethods ; 0.629250233871999 ; 
TooManyPublicMethods ; 0.452957688286838 ; 
ExcessiveClassComplexity ; 0.399821528796321 ; 
NumberOfChildren ; 0.64041550294904 ; 
DepthOfInheritance ; all 0 ; 0
CouplingBetweenObjects ; 0.64041550294904 ; 
DevelopmentCodeFragment ; 0.363681599252561 ; 
UnusedPrivateField ; 0.515294156288012 ; 
UnusedLocalVariable ; 0.601206757861471 ; 
UnusedPrivateMethod ; 0.477229739786172 ; 
UnusedFormalParameter ; 0.531367804679655 ; 
embed.JS ; 0.561251037016367 ; 
inline.JS ; 0.47365481067767 ; 
embed.CSS ; 0.978585438658499 ; 
inline.CSS ; 0.886372215372726 ; 
css.in.JS ; 0.651586621861362 ; 
css.in.JS..jquery ; 0.65794776254621 ; 
max.lines ; 0.818874840772207 ; 
max.lines.per.function ; 0.653142901534257 ; 
max.params ; 0.912483339861125 ; 
complexity ; 0.778106269799429 ; 
max.depth ; 0.402223473685683 ; 
max.nested.callbacks ; 0.661463223249938 ; 
