1;CS;phpmyadmin;phpmyadmin_sig;dokuwiki;dokuwiki sig _;opencart;opencart sig _;phpbb;phpbb sig _;prestashop;prestashop sig _;vanilla;vanilla sig _;dolibarr;dolibarr sig _;roundcubemail;roundcubemail sig _;openemr;openemr sig _;kanboard;kanboard sig _
2;CS; p; issig; p; issig; p; issig; p; issig; p; issig; p; issig; p; issig; p; issig; p; issig; p; issig
3;CyclomaticComplexity ; 0.35445197367924 ; ; 0.576314975402775 ; ; 0.411258479825366 ; ; 3.29837906793884e-05 ; *; 0.541680214264347 ; ; 0.964420934567262 ; ; 0.87226765031715 ; ; 0.936385946687604 ; ; 0.176919441188667 ; ; 0.0570445583322903 ; 
4;NPathComplexity ; 0.295656173444195 ; ; 0.726284386891869 ; ; 0.416675185813698 ; ; 2.42521246827889e-05 ; *; 0.824185384768633 ; ; 0.831995576579427 ; ; 0.687456047474579 ; ; 0.804478565654072 ; ; 0.149794347311446 ; ; 0.0110680777127303 ; *
5;ExcessiveMethodLength ; 0.764411379543094 ; ; 0.300525004156733 ; ; 0.415366774515673 ; ; 2.78257421426669e-05 ; *; 0.65560193716922 ; ; 0.769778893832229 ; ; 0.711289798787959 ; ; 0.947924139641417 ; ; 0.206282263367652 ; ; 0.112380759163571 ; 
6;ExcessiveClassLength ; 0.211236754110579 ; ; 0.314792424720376 ; ; 0.63712935313521 ; ; 0.000396220040562509 ; *; 0.119023554314966 ; ; 0.918949718576536 ; ; 0.975202527564436 ; ; 0.490948509173578 ; ; 0.0705146364151593 ; ; 0.258660522579062 ; 
7;ExcessiveParameterList ; 0.230750187240965 ; ; 0.0175254843338453 ; *; 0.367866223289643 ; ; 0.225121849439795 ; ; 0.0257329891709724 ; *; all 0 ; 0; 0.708967999355791 ; ; 0.396744408599337 ; ; 0.526524159185253 ; ; 2.79434283961958e-05 ; *
8;ExcessivePublicCount ; 0.926193222423784 ; ; 0.085336649732439 ; ; 0.603004723376781 ; ; 0.203206404800868 ; ; 0.16005426199369 ; ; 0.768092563173653 ; ; 0.948689121134571 ; ; 0.39674440859934 ; ; 0.246856958466026 ; ; all 0 ; 0
9;TooManyFields ; 0.168993318499866 ; ; 0.0429023017809894 ; *; all the same value= ; 1; 0.0277484159109343 ; *; 0.0283878836469171 ; *; 0.943877031046866 ; ; 0.890492776040894 ; ; 0.602295058475529 ; ; 0.231263598274865 ; ; 0.0362486246792264 ; *
10;TooManyMethods ; 0.867017089620558 ; ; 0.0506170374030799 ; ; 0.629250233871999 ; ; 0.142267058726631 ; ; 0.211723657686096 ; ; 0.990151790936004 ; ; 0.845172239863683 ; ; 0.566350921679632 ; ; 0.977004838796556 ; ; 0.473290062625181 ; 
11;TooManyPublicMethods ; 0.534693700350792 ; ; 0.617915295548415 ; ; 0.452957688286838 ; ; 0.00128729777082242 ; *; 0.308722322635982 ; ; 0.959142698357499 ; ; 0.762056827818729 ; ; 0.89519175892935 ; ; 0.340756879704705 ; ; 0.894705595410612 ; 
12;ExcessiveClassComplexity ; 0.199871818863206 ; ; 0.684151320700459 ; ; 0.399821528796321 ; ; 0.000305789353826487 ; *; 0.639218753383135 ; ; 0.877509983087447 ; ; 0.918302856085765 ; ; 0.807480851579875 ; ; 0.146531757650649 ; ; 0.254821403619215 ; 
13;NumberOfChildren ; 0.383415607267079 ; ; 6.58097497905789e-05 ; *; 0.64041550294904 ; ; 0.420056116830896 ; ; 0.00831481443966101 ; *; 0.937303707739965 ; ; 0.394198284805457 ; ; all the same value= ; 1; 0.411884546575843 ; ; 5.4838708836481e-05 ; *
14;DepthOfInheritance ; all 0 ; 0; all 0 ; 0; all 0 ; 0; all 0 ; 0; 0.890399958974304 ; ; all 0 ; 0; all 0 ; 0; all 0 ; 0; 0.964091918062726 ; ; all 0 ; 0
15;CouplingBetweenObjects ; 0.0056224865360487 ; *; 0.02269576503604 ; *; 0.64041550294904 ; ; 0.440886152271297 ; ; 0.00947365717860795 ; *; 0.360196891521193 ; ; 0.396662691605237 ; ; 0.909264441344561 ; ; 0.0868857758433223 ; ; 0.00190834537943272 ; *
16;DevelopmentCodeFragment ; 5.71201566983591e-05 ; *; 0.0396736513402607 ; *; 0.363681599252561 ; ; 0.0762061468528939 ; ; 0.558001245431895 ; ; 0.934243552773359 ; ; 0.398946270508239 ; ; 0.396744408599337 ; ; 0.830358584742179 ; ; all 0 ; 0
17;UnusedPrivateField ; 0.114773721425587 ; ; all 0 ; 0; 0.515294156288012 ; ; all 0 ; 0; 0.0643889944372272 ; ; 0.332067528297622 ; ; 0.788334928146163 ; ; 0.396744408599338 ; ; 0.000157084044417766 ; *; all 0 ; 0
18;UnusedLocalVariable ; 0.710880606040719 ; ; 0.0101154381971309 ; *; 0.601206757861471 ; ; 0.00273642498512119 ; *; 0.0644412468883338 ; ; 0.552754289065209 ; ; 0.790680465689786 ; ; 0.92347159703939 ; ; 0.96794300169359 ; ; 0.804367943524027 ; 
19;UnusedPrivateMethod ; 0.449790957375667 ; ; all 0 ; 0; 0.477229739786172 ; ; 0.763897457252554 ; ; 0.0429740065383485 ; *; 0.441717680697264 ; ; 0.922432527758601 ; ; 0.396744408599337 ; ; 0.121711466184029 ; ; 0.882782351071604 ; 
20;UnusedFormalParameter ; 0.466399469084846 ; ; 0.152158523288833 ; ; 0.531367804679655 ; ; 0.000820483135641596 ; *; 0.941196350515991 ; ; 0.857953774975902 ; ; 0.955278283917086 ; ; 0.601142473560538 ; ; 0.889596120405041 ; ; 0.00417895216427552 ; *
21;embed.JS ; 0.847257529084942 ; ; 0.00388844519843485 ; *; 0.561251037016367 ; ; 0.000995004393030072 ; *; 0.300902003656936 ; ; 0.727148569629951 ; ; 0.710729008345947 ; ; 0.829307111446423 ; ; 0.478551337901698 ; ; 0.176078489436547 ; 
22;inline.JS ; 0.867597949829662 ; ; 0.559757828955145 ; ; 0.47365481067767 ; ; 0.00146753886040439 ; *; 0.146793422885927 ; ; 0.594638936996064 ; ; 0.909258638971328 ; ; 0.741317884475042 ; ; 0.904448400386034 ; ; all 0 ; 0
23;embed.CSS ; 0.0638941221372138 ; ; 0.0653471030828627 ; ; 0.978585438658499 ; ; 0.335378825441262 ; ; 0.0425210719758757 ; *; 0.269548524994121 ; ; 0.236003336242383 ; ; 0.703243640378054 ; ; 0.547306894668033 ; ; 0.00780881414552947 ; *
24;inline.CSS ; 0.214020298640594 ; ; 0.0375816472913455 ; *; 0.886372215372726 ; ; 0.00024329639628898 ; *; 0.768805354253689 ; ; 0.181244672393988 ; ; 0.642872455483124 ; ; 0.789532284401738 ; ; 0.841798311224592 ; ; 0.00195922480279859 ; *
25;css.in.JS ; 0.0107882912998771 ; *; 0.0121173284090263 ; *; 0.651586621861362 ; ; 5.17404138796142e-05 ; *; 0.327551174766759 ; ; 0.896544172998895 ; ; 0.758639383989052 ; ; 0.388755153374034 ; ; 0.0782878020777917 ; ; 0.923602546716342 ; 
26;css.in.JS..jquery ; 0.0456950492793696 ; *; 0.454079380516928 ; ; 0.65794776254621 ; ; 0.318838704570651 ; ; 0.837241208736336 ; ; 0.650038779676204 ; ; 0.131180117295676 ; ; 0.53995258751865 ; ; 0.164603737569519 ; ; 0.968077183050444 ; 
27;max.lines ; 0.00758679824427638 ; *; 0.757962553035477 ; ; 0.818874840772207 ; ; 0.000994103332561929 ; *; 0.297813923151768 ; ; 0.884768929149178 ; ; 0.40848141849764 ; ; 0.398163798669583 ; ; 0.00135328675946501 ; *; 0.6283305192728 ; 
28;max.lines.per.function ; 0.0185125239584931 ; *; 0.709099296338105 ; ; 0.653142901534257 ; ; 0.0104485261215309 ; *; 0.789974199795668 ; ; 0.932028327121027 ; ; 0.962595023698431 ; ; 0.396890608660512 ; ; 0.0888695249971779 ; ; 0.0459646966455159 ; *
29;max.params ; 0.01902047962807 ; *; 0.847957665402638 ; ; 0.912483339861125 ; ; 0.24062166182119 ; ; 0.00623657765038007 ; *; 0.66038262271818 ; ; 0.132276491532063 ; ; 0.661318501040295 ; ; 0.053967188862079 ; ; 0.138799190845482 ; 
30;complexity ; 0.0209289223735802 ; *; 0.929992519772839 ; ; 0.778106269799429 ; ; 0.263969886028136 ; ; 0.0306130650299145 ; *; 0.760483277599867 ; ; 0.262438863831158 ; ; 0.584695092580358 ; ; 0.0556029249966408 ; ; 0.513114150609371 ; 
31;max.depth ; 0.0493840008808304 ; *; 0.402346125388362 ; ; 0.402223473685683 ; ; 0.308312451322235 ; ; 0.168171830147442 ; ; 0.806585080111862 ; ; 0.299823824820556 ; ; 0.379801663957424 ; ; 0.0249077045931564 ; *; 0.425885403820773 ; 
32;max.nested.callbacks ; 0.500352141831655 ; ; 0.622142297146879 ; ; 0.661463223249938 ; ; 0.33086052230522 ; ; 0.105880094945766 ; ; 0.874338160145112 ; ; 0.56179568539364 ; ; 0.54726786238046 ; ; 0.0589015810367588 ; ; 0.000219328757723076 ; *
