CS; p; issig
CyclomaticComplexity ; 0.176919441188667 ; 
NPathComplexity ; 0.149794347311446 ; 
ExcessiveMethodLength ; 0.206282263367652 ; 
ExcessiveClassLength ; 0.0705146364151593 ; 
ExcessiveParameterList ; 0.526524159185253 ; 
ExcessivePublicCount ; 0.246856958466026 ; 
TooManyFields ; 0.231263598274865 ; 
TooManyMethods ; 0.977004838796556 ; 
TooManyPublicMethods ; 0.340756879704705 ; 
ExcessiveClassComplexity ; 0.146531757650649 ; 
NumberOfChildren ; 0.411884546575843 ; 
DepthOfInheritance ; 0.964091918062726 ; 
CouplingBetweenObjects ; 0.0868857758433223 ; 
DevelopmentCodeFragment ; 0.830358584742179 ; 
UnusedPrivateField ; 0.000157084044417766 ; *
UnusedLocalVariable ; 0.96794300169359 ; 
UnusedPrivateMethod ; 0.121711466184029 ; 
UnusedFormalParameter ; 0.889596120405041 ; 
embed.JS ; 0.478551337901698 ; 
inline.JS ; 0.904448400386034 ; 
embed.CSS ; 0.547306894668033 ; 
inline.CSS ; 0.841798311224592 ; 
css.in.JS ; 0.0782878020777917 ; 
css.in.JS..jquery ; 0.164603737569519 ; 
max.lines ; 0.00135328675946501 ; *
max.lines.per.function ; 0.0888695249971779 ; 
max.params ; 0.053967188862079 ; 
complexity ; 0.0556029249966408 ; 
max.depth ; 0.0249077045931564 ; *
max.nested.callbacks ; 0.0589015810367588 ; 
