CS; p; issig
CyclomaticComplexity ; 0.35445197367924 ; 
NPathComplexity ; 0.295656173444195 ; 
ExcessiveMethodLength ; 0.764411379543094 ; 
ExcessiveClassLength ; 0.211236754110579 ; 
ExcessiveParameterList ; 0.230750187240965 ; 
ExcessivePublicCount ; 0.926193222423784 ; 
TooManyFields ; 0.168993318499866 ; 
TooManyMethods ; 0.867017089620558 ; 
TooManyPublicMethods ; 0.534693700350792 ; 
ExcessiveClassComplexity ; 0.199871818863206 ; 
NumberOfChildren ; 0.383415607267079 ; 
DepthOfInheritance ; all 0 ; 0
CouplingBetweenObjects ; 0.0056224865360487 ; *
DevelopmentCodeFragment ; 5.71201566983591e-05 ; *
UnusedPrivateField ; 0.114773721425587 ; 
UnusedLocalVariable ; 0.710880606040719 ; 
UnusedPrivateMethod ; 0.449790957375667 ; 
UnusedFormalParameter ; 0.466399469084846 ; 
embed.JS ; 0.847257529084942 ; 
inline.JS ; 0.867597949829662 ; 
embed.CSS ; 0.0638941221372138 ; 
inline.CSS ; 0.214020298640594 ; 
css.in.JS ; 0.0107882912998771 ; *
css.in.JS..jquery ; 0.0456950492793696 ; *
max.lines ; 0.00758679824427638 ; *
max.lines.per.function ; 0.0185125239584931 ; *
max.params ; 0.01902047962807 ; *
complexity ; 0.0209289223735802 ; *
max.depth ; 0.0493840008808304 ; *
max.nested.callbacks ; 0.500352141831655 ; 
