CS; p; issig
CyclomaticComplexity ; 0.0570445583322903 ; 
NPathComplexity ; 0.0110680777127303 ; *
ExcessiveMethodLength ; 0.112380759163571 ; 
ExcessiveClassLength ; 0.258660522579062 ; 
ExcessiveParameterList ; 2.79434283961958e-05 ; *
ExcessivePublicCount ; all 0 ; 0
TooManyFields ; 0.0362486246792264 ; *
TooManyMethods ; 0.473290062625181 ; 
TooManyPublicMethods ; 0.894705595410612 ; 
ExcessiveClassComplexity ; 0.254821403619215 ; 
NumberOfChildren ; 5.4838708836481e-05 ; *
DepthOfInheritance ; all 0 ; 0
CouplingBetweenObjects ; 0.00190834537943272 ; *
DevelopmentCodeFragment ; all 0 ; 0
UnusedPrivateField ; all 0 ; 0
UnusedLocalVariable ; 0.804367943524027 ; 
UnusedPrivateMethod ; 0.882782351071604 ; 
UnusedFormalParameter ; 0.00417895216427552 ; *
embed.JS ; 0.176078489436547 ; 
inline.JS ; all 0 ; 0
embed.CSS ; 0.00780881414552947 ; *
inline.CSS ; 0.00195922480279859 ; *
css.in.JS ; 0.923602546716342 ; 
css.in.JS..jquery ; 0.968077183050444 ; 
max.lines ; 0.6283305192728 ; 
max.lines.per.function ; 0.0459646966455159 ; *
max.params ; 0.138799190845482 ; 
complexity ; 0.513114150609371 ; 
max.depth ; 0.425885403820773 ; 
max.nested.callbacks ; 0.000219328757723076 ; *
