CS; p; issig
CyclomaticComplexity ; 0.541680214264347 ; 
NPathComplexity ; 0.824185384768633 ; 
ExcessiveMethodLength ; 0.65560193716922 ; 
ExcessiveClassLength ; 0.119023554314966 ; 
ExcessiveParameterList ; 0.0257329891709724 ; *
ExcessivePublicCount ; 0.16005426199369 ; 
TooManyFields ; 0.0283878836469171 ; *
TooManyMethods ; 0.211723657686096 ; 
TooManyPublicMethods ; 0.308722322635982 ; 
ExcessiveClassComplexity ; 0.639218753383135 ; 
NumberOfChildren ; 0.00831481443966101 ; *
DepthOfInheritance ; 0.890399958974304 ; 
CouplingBetweenObjects ; 0.00947365717860795 ; *
DevelopmentCodeFragment ; 0.558001245431895 ; 
UnusedPrivateField ; 0.0643889944372272 ; 
UnusedLocalVariable ; 0.0644412468883338 ; 
UnusedPrivateMethod ; 0.0429740065383485 ; *
UnusedFormalParameter ; 0.941196350515991 ; 
embed.JS ; 0.300902003656936 ; 
inline.JS ; 0.146793422885927 ; 
embed.CSS ; 0.0425210719758757 ; *
inline.CSS ; 0.768805354253689 ; 
css.in.JS ; 0.327551174766759 ; 
css.in.JS..jquery ; 0.837241208736336 ; 
max.lines ; 0.297813923151768 ; 
max.lines.per.function ; 0.789974199795668 ; 
max.params ; 0.00623657765038007 ; *
complexity ; 0.0306130650299145 ; *
max.depth ; 0.168171830147442 ; 
max.nested.callbacks ; 0.105880094945766 ; 
