CS; p; issig
CyclomaticComplexity ; 0.771784754071206 ; 
NPathComplexity ; 0.924402213620201 ; 
ExcessiveMethodLength ; 0.110674736366175 ; 
ExcessiveClassLength ; 0.00578864785007269 ; *
ExcessiveParameterList ; 0.730616111523102 ; 
ExcessivePublicCount ; 0.322873528090331 ; 
TooManyFields ; 0.774063082899108 ; 
TooManyMethods ; 0.325368768188454 ; 
TooManyPublicMethods ; 0.0059716099951695 ; *
ExcessiveClassComplexity ; 0.00751735777539926 ; *
NumberOfChildren ; 0.00038669413082146 ; *
DepthOfInheritance ; all 0 ; 0
CouplingBetweenObjects ; 0.0356290848641828 ; *
DevelopmentCodeFragment ; 1.11066130840404e-05 ; *
UnusedPrivateField ; 0.782106978321226 ; 
UnusedLocalVariable ; 0.413571198897812 ; 
UnusedPrivateMethod ; 0.788878317029557 ; 
UnusedFormalParameter ; 0.211924513389696 ; 
embed.JS ; 0.0970452679777545 ; 
inline.JS ; 0.014968540305593 ; *
embed.CSS ; 0.818928636888204 ; 
inline.CSS ; 0.276782565938945 ; 
css.in.JS ; 0.691130133215206 ; 
css.in.JS..jquery ; 0.824948434356966 ; 
max.lines ; 0.782260263808283 ; 
max.lines.per.function ; 0.958881287081906 ; 
max.params ; 0.747194583933463 ; 
complexity ; 0.829895107633936 ; 
max.depth ; 0.878527654912024 ; 
max.nested.callbacks ; 0.0682632208246688 ; 
