CS; p; issig
CyclomaticComplexity ; 0.0937073846457856 ; 
NPathComplexity ; 0.0557462830880794 ; 
ExcessiveMethodLength ; 0.0588921457744766 ; 
ExcessiveClassLength ; 0.15060783393225 ; 
ExcessiveParameterList ; 0.0623759048079308 ; 
ExcessivePublicCount ; 0.159332618469721 ; 
TooManyFields ; 0.0936154362599426 ; 
TooManyMethods ; 0.132330900756944 ; 
TooManyPublicMethods ; 0.0740340527390411 ; 
ExcessiveClassComplexity ; 0.107905060434652 ; 
NumberOfChildren ; 0.0315762735694034 ; *
DepthOfInheritance ; all 0 ; 0
CouplingBetweenObjects ; 0.544623117030559 ; 
DevelopmentCodeFragment ; 0.58743766203122 ; 
UnusedPrivateField ; 0.320913188435062 ; 
UnusedLocalVariable ; 0.0726082214379725 ; 
UnusedPrivateMethod ; 0.284282800335707 ; 
UnusedFormalParameter ; 0.148650890434483 ; 
embed.JS ; 0.0587687843509004 ; 
inline.JS ; 0.113218047164983 ; 
embed.CSS ; 0.981804404383067 ; 
inline.CSS ; 0.052589905825146 ; 
css.in.JS ; 0.379257451714184 ; 
css.in.JS..jquery ; 0.16010225785596 ; 
max.lines ; 0.165900626840043 ; 
max.lines.per.function ; 0.818631676117763 ; 
max.params ; 0.229657376939459 ; 
complexity ; 0.319896046538046 ; 
max.depth ; 0.680424281832353 ; 
max.nested.callbacks ; 0.794217275997643 ; 
