CS; p; issig
CyclomaticComplexity ; 0.560078280885019 ; 
NPathComplexity ; 0.759240398341344 ; 
ExcessiveMethodLength ; 0.0958608176445245 ; 
ExcessiveClassLength ; 0.00242463501160375 ; *
ExcessiveParameterList ; 0.869414528808945 ; 
ExcessivePublicCount ; 0.168842717550471 ; 
TooManyFields ; 0.837331090728643 ; 
TooManyMethods ; 0.139356062625833 ; 
TooManyPublicMethods ; 0.00392402632612509 ; *
ExcessiveClassComplexity ; 0.00364380315615139 ; *
NumberOfChildren ; 0.00261681449089527 ; *
DepthOfInheritance ; all 0 ; 0
CouplingBetweenObjects ; 0.00687656425842254 ; *
DevelopmentCodeFragment ; 3.89716977984677e-05 ; *
UnusedPrivateField ; 0.787648367937901 ; 
UnusedLocalVariable ; 0.925835652210265 ; 
UnusedPrivateMethod ; 0.549643362587409 ; 
UnusedFormalParameter ; 0.490369669143578 ; 
embed.JS ; 0.197444318274167 ; 
inline.JS ; 0.0515328915627519 ; 
embed.CSS ; 0.996546265438466 ; 
inline.CSS ; 0.36329325440639 ; 
css.in.JS ; 0.574598246930004 ; 
css.in.JS..jquery ; 0.840408369459002 ; 
max.lines ; 0.605722441125174 ; 
max.lines.per.function ; 0.895926080381323 ; 
max.params ; 0.598970854287514 ; 
complexity ; 0.684051217860422 ; 
max.depth ; 0.50841272429292 ; 
max.nested.callbacks ; 0.113924796548586 ; 
