CS; p; issig
CyclomaticComplexity ; 0.53608512906947 ; 
NPathComplexity ; 0.827359778205943 ; 
ExcessiveMethodLength ; 0.590993224799296 ; 
ExcessiveClassLength ; 0.0945302284532793 ; 
ExcessiveParameterList ; 0.0118103644069771 ; *
ExcessivePublicCount ; 0.133386054890963 ; 
TooManyFields ; 0.0150795003636871 ; *
TooManyMethods ; 0.249480655841758 ; 
TooManyPublicMethods ; 0.28355169108822 ; 
ExcessiveClassComplexity ; 0.591132614507764 ; 
NumberOfChildren ; 0.00289138620256145 ; *
DepthOfInheritance ; 0.814899249079705 ; 
CouplingBetweenObjects ; 0.00348625973500659 ; *
DevelopmentCodeFragment ; 0.573092632787049 ; 
UnusedPrivateField ; 0.072997579916267 ; 
UnusedLocalVariable ; 0.0790241651309144 ; 
UnusedPrivateMethod ; 0.0272449475483118 ; *
UnusedFormalParameter ; 0.989274492380428 ; 
embed.JS ; 0.301964508677099 ; 
inline.JS ; 0.125173939173733 ; 
embed.CSS ; 0.0185913939040354 ; *
inline.CSS ; 0.67170850830464 ; 
css.in.JS ; 0.354724632045955 ; 
css.in.JS..jquery ; 0.942195888180046 ; 
max.lines ; 0.303457993838422 ; 
max.lines.per.function ; 0.861203085579409 ; 
max.params ; 0.00292100669431818 ; *
complexity ; 0.0195349961414693 ; *
max.depth ; 0.111081328114693 ; 
max.nested.callbacks ; 0.0839445193696049 ; 
