1;CS;phpmyadmin;phpmyadmin_sig;dokuwiki;dokuwiki sig _;opencart;opencart sig _;phpbb;phpbb sig _;prestashop;prestashop sig _;vanilla;vanilla sig _;dolibarr;dolibarr sig _;roundcubemail;roundcubemail sig _;openemr;openemr sig _;kanboard;kanboard sig _
2;CS; p; issig; p; issig; p; issig; p; issig; p; issig; p; issig; p; issig; p; issig; p; issig; p; issig
3;CyclomaticComplexity ; 0.560078280885019 ; ; 0.742076520235842 ; ; 0.356683028517619 ; ; 4.1732503486494e-05 ; *; 0.53608512906947 ; ; 0.0522962075908484 ; ; 0.0937073846457856 ; ; 0.823849484978675 ; ; 0.185624653723406 ; ; 0.297583950062108 ; 
4;NPathComplexity ; 0.759240398341344 ; ; 0.610728596256834 ; ; 0.357487183682483 ; ; 4.52538086016121e-05 ; *; 0.827359778205943 ; ; 0.0395880817434834 ; *; 0.0557462830880794 ; ; 0.934281086494889 ; ; 0.175043868379692 ; ; 0.689164581553163 ; 
5;ExcessiveMethodLength ; 0.0958608176445245 ; ; 0.872557989356806 ; ; 0.435322046868535 ; ; 4.31275519634624e-05 ; *; 0.590993224799296 ; ; 0.0285800305312949 ; *; 0.0588921457744766 ; ; 0.743783456885488 ; ; 0.223062028378146 ; ; 0.0267869598227614 ; *
6;ExcessiveClassLength ; 0.00242463501160375 ; *; 0.881194672118034 ; ; 0.276450238386911 ; ; 0.00017526139934844 ; *; 0.0945302284532793 ; ; 0.0443247382202691 ; *; 0.15060783393225 ; ; 0.606739358452621 ; ; 0.0795894279549939 ; ; 0.992603025993001 ; 
7;ExcessiveParameterList ; 0.869414528808945 ; ; 0.111997126564004 ; ; 0.598789387539475 ; ; 0.119211952006703 ; ; 0.0118103644069771 ; *; all 0 ; 0; 0.0623759048079308 ; ; 0.610522229860574 ; ; 0.654103309844162 ; ; 0.66965429646446 ; 
8;ExcessivePublicCount ; 0.168842717550471 ; ; 0.340864437126022 ; ; 0.436215307714492 ; ; 0.11323375708939 ; ; 0.133386054890963 ; ; 0.0980028331916841 ; ; 0.159332618469721 ; ; 0.610522229860578 ; ; 0.30780835040879 ; ; all 0 ; 0
9;TooManyFields ; 0.837331090728643 ; ; 0.261435319673078 ; ; all the same value= ; 1; 0.0117961127672249 ; *; 0.0150795003636871 ; *; 0.0457949954280366 ; *; 0.0936154362599426 ; ; 0.602236712708689 ; ; 0.297456602190872 ; ; 0.702899864421436 ; 
10;TooManyMethods ; 0.139356062625833 ; ; 0.201919295327425 ; ; 0.463374263296081 ; ; 0.0841363855416255 ; ; 0.249480655841758 ; ; 0.046156942631963 ; *; 0.132330900756944 ; ; 0.700974910698628 ; ; 0.969280182004632 ; ; 0.25982584792216 ; 
11;TooManyPublicMethods ; 0.00392402632612509 ; *; 0.726171697872967 ; ; 0.380130160558012 ; ; 0.000593890712347742 ; *; 0.28355169108822 ; ; 0.0604450547558081 ; ; 0.0740340527390411 ; ; 0.764929298972091 ; ; 0.344613456191218 ; ; 0.083609150106976 ; 
12;ExcessiveClassComplexity ; 0.00364380315615139 ; *; 0.592606857819898 ; ; 0.378749152709365 ; ; 0.000157716725172273 ; *; 0.591132614507764 ; ; 0.0930576830462284 ; ; 0.107905060434652 ; ; 0.77282292711101 ; ; 0.14614002421665 ; ; 0.485797547141107 ; 
13;NumberOfChildren ; 0.00261681449089527 ; *; 0.00126708014355839 ; *; 0.328047583368872 ; ; 0.291262242411058 ; ; 0.00289138620256145 ; *; 0.0841045349531356 ; ; 0.0315762735694034 ; *; all the same value= ; 1; 0.322562456582563 ; ; 0.424348565617743 ; 
14;DepthOfInheritance ; all 0 ; 0; all 0 ; 0; all 0 ; 0; all 0 ; 0; 0.814899249079705 ; ; all 0 ; 0; all 0 ; 0; all 0 ; 0; 0.757210691069528 ; ; all 0 ; 0
15;CouplingBetweenObjects ; 0.00687656425842254 ; *; 0.0976964604273238 ; ; 0.328047583368872 ; ; 0.315773825159101 ; ; 0.00348625973500659 ; *; 0.345599030141045 ; ; 0.544623117030559 ; ; 0.798511538671168 ; ; 0.0958624042004907 ; ; 0.265304714067906 ; 
16;DevelopmentCodeFragment ; 3.89716977984677e-05 ; *; 0.0185041900073694 ; *; 0.476574104398545 ; ; 0.127586892863425 ; ; 0.573092632787049 ; ; 0.0523993850163533 ; ; 0.58743766203122 ; ; 0.610522229860574 ; ; 0.932794648832778 ; ; all 0 ; 0
17;UnusedPrivateField ; 0.787648367937901 ; ; all 0 ; 0; 0.54923200579723 ; ; all 0 ; 0; 0.072997579916267 ; ; 0.301239447137462 ; ; 0.320913188435062 ; ; 0.610522229860575 ; ; 0.000574409177784817 ; *; all 0 ; 0
18;UnusedLocalVariable ; 0.925835652210265 ; ; 0.0121414192936117 ; *; 0.264105336311945 ; ; 0.00464614385748573 ; *; 0.0790241651309144 ; ; 0.0701620629608408 ; ; 0.0726082214379725 ; ; 0.858079297349867 ; ; 0.977862487333332 ; ; 0.668029156297554 ; 
19;UnusedPrivateMethod ; 0.549643362587409 ; ; all 0 ; 0; 0.474586810198795 ; ; 0.676631295138777 ; ; 0.0272449475483118 ; *; 0.624640754054849 ; ; 0.284282800335707 ; ; 0.610522229860574 ; ; 0.155509403311145 ; ; 0.990082699939322 ; 
20;UnusedFormalParameter ; 0.490369669143578 ; ; 0.604011224333347 ; ; 0.370680675418483 ; ; 0.000423177541775706 ; *; 0.989274492380428 ; ; 0.100892307247923 ; ; 0.148650890434483 ; ; 0.546909774909572 ; ; 0.876302905715685 ; ; 0.528693187707165 ; 
21;embed.JS ; 0.197444318274167 ; ; 0.0318587689357861 ; *; 0.337808462180283 ; ; 0.00283324520109284 ; *; 0.301964508677099 ; ; 0.10109237429645 ; ; 0.0587687843509004 ; ; 0.891207080232785 ; ; 0.584886645145717 ; ; 0.688328047402484 ; 
22;inline.JS ; 0.0515328915627519 ; ; 0.448830446387297 ; ; 0.711803219605423 ; ; 0.00551854278004044 ; *; 0.125173939173733 ; ; 0.0142435613294031 ; *; 0.113218047164983 ; ; 0.879691779621184 ; ; 0.937252541339872 ; ; all 0 ; 0
23;embed.CSS ; 0.996546265438466 ; ; 0.01255662149159 ; *; 0.685940054037222 ; ; 0.238960947181384 ; ; 0.0185913939040354 ; *; 0.0853917924657794 ; ; 0.981804404383067 ; ; 0.917608442116466 ; ; 0.662692737312813 ; ; 0.192282838984377 ; 
24;inline.CSS ; 0.36329325440639 ; ; 0.106848856742415 ; ; 0.538939686250526 ; ; 0.000462451627218986 ; *; 0.67170850830464 ; ; 0.660313563504455 ; ; 0.052589905825146 ; ; 0.724057477809763 ; ; 0.877181324088848 ; ; 0.314662081030211 ; 
25;css.in.JS ; 0.574598246930004 ; ; 0.0446896447332027 ; *; 0.392844900846251 ; ; 0.000102433985775105 ; *; 0.354724632045955 ; ; 0.0538357979295315 ; ; 0.379257451714184 ; ; 0.610527765883649 ; ; 0.108064517001983 ; ; 0.0416521002244365 ; *
26;css.in.JS..jquery ; 0.840408369459002 ; ; 0.970311471952467 ; ; 0.561409366382863 ; ; 0.182952038659956 ; ; 0.942195888180046 ; ; 0.0182224197115085 ; *; 0.16010225785596 ; ; 0.703925859741069 ; ; 0.201430931572824 ; ; 0.019652912131761 ; *
27;max.lines ; 0.605722441125174 ; ; 0.28263541106928 ; ; 0.266726691789584 ; ; 0.000552373390279424 ; *; 0.303457993838422 ; ; 0.0251751871853606 ; *; 0.165900626840043 ; ; 0.611517279059747 ; ; 0.00239378489525956 ; *; 0.017594004929881 ; *
28;max.lines.per.function ; 0.895926080381323 ; ; 0.577211680170416 ; ; 0.288634426719323 ; ; 0.00408276655368886 ; *; 0.861203085579409 ; ; 0.0316639689114738 ; *; 0.818631676117763 ; ; 0.596818178881634 ; ; 0.110940883395732 ; ; 0.957193660657004 ; 
29;max.params ; 0.598970854287514 ; ; 0.664096273095716 ; ; 0.415482559493436 ; ; 0.127788881044877 ; ; 0.00292100669431818 ; *; 0.176718926910285 ; ; 0.229657376939459 ; ; 0.941321959848098 ; ; 0.070740426854937 ; ; 0.110343324491503 ; 
30;complexity ; 0.684051217860422 ; ; 0.424933714984489 ; ; 0.344321071089587 ; ; 0.141636484431622 ; ; 0.0195349961414693 ; *; 0.115398507644585 ; ; 0.319896046538046 ; ; 0.88020521225904 ; ; 0.0746009280913462 ; ; 0.0090862161169683 ; *
31;max.depth ; 0.50841272429292 ; ; 0.964773413189526 ; ; 0.774616658838048 ; ; 0.170797060259435 ; ; 0.111081328114693 ; ; 0.0927485207355865 ; ; 0.680424281832353 ; ; 0.646056698393615 ; ; 0.0412925570974764 ; *; 0.0656765271483803 ; 
