Id;Version;Date;Age;VersionAge; CyclomaticComplexity; NPathComplexity;ExcessiveMethodLength;ExcessiveClassLength;ExcessiveParameterList;ExcessivePublicCount;TooManyFields;TooManyMethods;TooManyPublicMethods;ExcessiveClassComplexity;NumberOfChildren;DepthOfInheritance;CouplingBetweenObjects;DevelopmentCodeFragment;UnusedPrivateField;UnusedLocalVariable;UnusedPrivateMethod;UnusedFormalParameter; embed JS;inline JS;embed CSS;inline CSS;css in JS;css in JS: jquery; max-lines;max-lines-per-function;max-params;complexity;max-depth;max-nested-callbacks;PHP;HTML;JavaScript;CSS;HTML_template;HTML_diff;Client;SUM
1;1.0.0;2014-02-17;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;4;0;1;0;0;0;0;2;0;0;2;0;0;0;0;2365;337;145;439;0;337;921;3472
2;1.0.1;2014-02-22;5;5;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;1;0;0;0;0;2;0;0;2;0;0;0;0;2542;338;145;439;0;338;922;3691
3;1.0.2;2014-02-28;11;6;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;3;0;0;0;0;2912;421;157;498;0;421;1076;4216
4;1.0.3;2014-03-15;26;15;1;0;0;0;0;0;0;0;7;0;0;0;0;0;0;3;0;1;0;0;0;0;2;0;0;3;0;0;0;0;4248;534;176;564;0;534;1274;5879
5;1.0.4;2014-05-04;76;50;1;0;1;0;0;0;1;0;8;1;0;0;2;0;0;4;0;11;0;0;0;0;5;0;0;3;0;0;0;0;6230;653;216;682;0;653;1551;8909
6;1.0.5;2014-05-27;99;23;1;0;1;0;0;0;0;0;8;1;1;0;1;0;0;2;0;10;0;0;0;0;8;3;0;4;34;81;4;1;7587;801;169;816;0;801;1786;10563
7;1.0.6;2014-06-30;133;34;1;0;1;0;0;0;0;0;9;1;1;0;0;0;0;2;0;10;0;0;0;0;8;3;0;5;40;97;5;1;8748;803;182;1422;0;803;2407;12671
8;1.0.7;2014-08-20;184;51;2;1;2;0;0;0;0;0;9;2;1;0;1;0;0;4;0;10;0;0;0;0;9;4;0;6;40;104;5;1;11277;912;202;1446;0;912;2560;15791
9;1.0.8;2014-09-19;214;30;1;0;2;1;0;0;0;1;9;4;1;0;0;0;0;4;0;0;0;0;0;0;10;4;0;6;40;104;5;1;13438;1072;212;1556;0;1072;2840;20104
10;1.0.9;2014-11-02;258;44;2;0;2;0;0;0;0;0;11;2;1;0;0;0;0;10;0;1;0;0;0;0;10;4;1;6;40;104;5;1;16809;1216;224;1624;0;1216;3064;24050
11;1.0.10;2014-12-07;293;35;2;0;2;0;0;0;0;0;10;4;1;0;0;0;0;9;0;3;0;0;0;0;23;16;1;18;136;275;22;2;17862;1409;874;3404;0;1409;5687;28705
