Id;Version;Date;Age;VersionAge; CyclomaticComplexity; NPathComplexity;ExcessiveMethodLength;ExcessiveClassLength;ExcessiveParameterList;ExcessivePublicCount;TooManyFields;TooManyMethods;TooManyPublicMethods;ExcessiveClassComplexity;NumberOfChildren;DepthOfInheritance;CouplingBetweenObjects;DevelopmentCodeFragment;UnusedPrivateField;UnusedLocalVariable;UnusedPrivateMethod;UnusedFormalParameter; embed JS;inline JS;embed CSS;inline CSS;css in JS;css in JS: jquery; max-lines;max-lines-per-function;max-params;complexity;max-depth;max-nested-callbacks;PHP;HTML;JavaScript;CSS;HTML_template;HTML_diff;Client;SUM
1;2;2010-07-21;0;0;167;91;35;6;0;3;2;8;26;39;2;0;1;0;0;144;12;88;7;25;2;56;17;47;6;124;32;50;30;1;30997;4210;5868;4255;9;2304;14333;44125
2;2.0.1;2010-08-04;14;14;168;91;34;6;0;3;2;8;26;39;2;0;1;0;0;143;12;91;7;25;2;56;17;47;7;128;32;50;30;1;31261;4213;6024;4261;10;2306;14498;44555
4;2.0.3;2010-08-11;21;7;169;90;33;6;0;3;2;8;26;39;2;0;1;0;0;145;12;91;8;25;2;58;17;47;7;130;32;50;30;1;31700;4264;6113;4267;10;2357;14644;45121
7;2.0.6;2010-09-01;42;21;171;90;33;6;0;3;2;8;27;40;2;0;1;2;0;150;12;91;8;25;2;55;17;47;7;130;32;50;30;1;32020;4271;6146;4643;10;2364;15060;45857
10;2.0.9;2010-09-15;56;14;174;91;34;6;0;4;2;8;28;40;2;0;1;2;0;148;12;91;8;25;2;55;17;46;7;129;32;50;30;1;32429;4399;6163;4640;10;2492;15202;46408
11;2.0.10;2010-09-30;71;15;176;91;34;6;0;4;2;8;28;40;2;0;1;2;0;149;12;91;8;25;2;55;17;46;7;129;32;50;30;1;32736;4366;6165;4680;10;2459;15211;46724
12;2.0.11;2010-10-06;77;6;176;91;35;6;0;4;2;8;28;40;2;0;1;2;0;150;12;92;8;25;2;55;17;46;7;129;32;50;30;1;32990;4348;6173;4996;46;2405;15517;47284
14;2.0.13;2010-10-27;98;21;183;96;35;6;0;4;2;9;29;40;2;0;1;3;0;155;12;96;11;25;3;55;18;46;7;135;32;52;30;1;33542;4655;6457;5631;88;2670;16743;49000
15;2.0.14;2010-11-09;111;13;192;102;39;7;0;5;2;9;29;43;2;0;2;4;0;161;12;118;13;25;6;56;22;54;8;154;36;62;30;1;35424;4832;7399;5951;89;2846;18182;52304
16;2.0.15;2010-11-25;127;16;195;103;41;8;0;5;2;9;31;44;3;0;2;4;0;161;12;124;13;25;6;56;22;55;8;154;36;62;30;1;35842;4836;7417;6085;92;2847;18338;52875
17;2.0.16;2010-12-02;134;7;196;103;41;8;0;5;2;9;31;44;3;0;2;4;0;161;12;124;13;25;6;56;22;55;8;154;36;62;30;1;35844;4836;7417;6085;92;2847;18338;52877
20;2.0.17.2;2011-01-18;181;47;204;110;45;8;0;5;2;9;31;47;3;0;2;4;0;194;12;127;14;25;6;65;41;98;9;172;65;118;60;1;38135;5155;8317;6470;93;2839;19942;56772
21;2.0.17.3;2011-01-19;182;1;204;110;45;8;0;5;2;9;31;47;3;0;2;4;0;194;12;127;14;25;6;65;41;98;9;172;65;118;60;1;38134;5155;8317;6470;93;2839;19942;56771
22;2.0.17.4;2011-01-25;188;6;204;110;45;8;0;5;2;9;31;47;3;0;2;4;0;189;12;127;14;25;6;65;29;89;9;172;40;80;30;1;38170;5151;8337;6490;93;2835;19978;56843
24;2.0.17.6;2011-01-26;189;1;204;110;44;8;0;5;2;9;32;47;3;0;2;4;0;188;12;127;14;25;6;65;29;89;9;173;40;80;30;1;38194;5155;8344;6489;93;2839;19988;56877
26;2.0.17.8;2011-01-31;194;5;209;114;45;8;0;5;2;9;32;48;3;0;2;4;0;192;12;130;14;25;6;65;29;89;9;173;40;80;30;1;38467;5166;8344;6489;93;2850;19999;57161
27;2.0.17.9;2011-03-22;244;50;209;114;45;8;0;5;2;9;32;48;3;0;2;4;0;192;12;130;14;25;6;65;29;89;9;173;40;80;30;1;38475;5166;8344;6489;93;2850;19999;57169
28;2.0.17.10;2011-05-23;306;62;209;114;45;8;0;5;2;9;32;48;3;0;2;4;0;192;12;130;14;25;6;65;29;89;9;173;40;80;30;1;38478;5166;8344;6489;93;2850;19999;57172
29;2.0.16.1;2011-05-24;307;1;196;103;41;8;0;5;2;9;31;44;3;0;2;4;0;161;12;124;13;25;6;56;22;55;8;154;36;62;30;1;35848;4836;7417;6085;92;2847;18338;52881
30;2.0.18;2011-11-03;470;163;271;161;59;13;0;5;3;11;44;60;4;0;4;4;0;222;14;143;15;26;10;55;28;91;9;195;45;104;18;1;47084;5614;9168;7347;92;3299;22129;67896
31;2.0.18.1;2011-11-08;475;5;271;161;59;13;0;5;3;11;44;60;4;0;4;4;0;222;14;143;15;26;10;55;28;91;9;195;45;104;18;1;47099;5614;9168;7347;92;3299;22129;67911
32;2.0.18.3;2012-03-05;593;118;271;161;60;13;0;5;3;11;44;60;4;0;4;4;0;222;14;143;15;26;10;55;28;91;9;196;45;104;18;2;47120;5615;9167;7347;92;3300;22129;67932
33;2.0.18.4;2012-03-26;614;21;271;162;60;13;0;5;3;11;44;60;4;0;4;4;0;222;14;143;15;26;10;55;28;91;9;196;45;104;18;2;47129;5615;9167;7347;92;3300;22129;67941
34;2.0.18.5;2012-04-11;630;16;271;162;60;13;0;5;3;11;45;60;4;0;4;4;0;222;14;143;15;26;10;55;28;91;9;196;45;104;18;2;47160;5614;9167;7347;92;3299;22128;67971
35;2.0.18.6;2013-03-22;975;345;271;163;60;13;0;5;3;11;45;60;4;0;4;4;0;222;14;143;15;26;10;55;28;91;9;196;45;104;18;2;47137;5614;9167;7347;92;3299;22128;67959
37;2.0.18.8;2013-04-05;989;14;271;163;60;13;0;5;3;11;45;60;4;0;4;4;0;222;14;143;15;26;10;55;28;91;9;196;45;104;18;2;47143;5614;9167;7347;92;3299;22128;67965
38;2.0.18.9;2013-11-26;1224;235;271;163;60;13;0;5;3;11;45;60;4;0;4;4;0;222;14;143;15;26;10;55;28;91;9;197;45;104;18;2;47166;5612;9175;7347;92;3297;22134;67994
39;2.0.18.10;2013-12-22;1250;26;271;163;60;13;0;5;3;11;45;60;4;0;4;4;0;222;14;143;15;26;10;55;28;91;9;197;45;104;18;2;47134;5612;9142;7347;92;3297;22101;67929
40;2.0.18.11;2014-04-21;1370;120;271;163;60;13;0;5;3;11;45;60;4;0;4;4;0;224;14;143;15;26;10;55;28;91;9;197;45;104;18;2;47107;5611;9142;7347;92;3296;22100;67901
41;2.1;2014-04-28;1377;7;324;193;65;14;0;6;5;15;51;62;5;0;6;8;0;253;8;193;20;26;25;67;60;104;21;388;214;311;242;3;54815;7136;19687;11192;251;4647;38015;92352
42;2.1.1;2014-08-02;1473;96;326;195;65;14;0;6;5;15;51;63;5;0;6;8;0;255;8;195;21;27;24;67;60;104;21;389;214;311;242;3;55030;7275;19779;11196;251;4752;38250;92717
43;2.1.2;2014-09-05;1507;34;326;195;65;14;0;6;5;15;51;63;5;0;6;8;0;255;8;195;21;27;24;67;60;104;21;389;214;311;242;3;55037;7275;19778;11196;251;4752;38249;92723
