Id;Version;Date;Age;VersionAge; CyclomaticComplexity; NPathComplexity;ExcessiveMethodLength;ExcessiveClassLength;ExcessiveParameterList;ExcessivePublicCount;TooManyFields;TooManyMethods;TooManyPublicMethods;ExcessiveClassComplexity;NumberOfChildren;DepthOfInheritance;CouplingBetweenObjects;DevelopmentCodeFragment;UnusedPrivateField;UnusedLocalVariable;UnusedPrivateMethod;UnusedFormalParameter; embed JS;inline JS;embed CSS;inline CSS;css in JS;css in JS: jquery; max-lines;max-lines-per-function;max-params;complexity;max-depth;max-nested-callbacks;PHP;HTML;JavaScript;CSS;HTML_template;HTML_diff;Client;SUM
44;2.1.3;2014-09-09;1511;4;326;195;65;14;0;6;5;15;51;63;5;0;6;8;0;255;8;195;21;27;24;67;60;104;21;389;214;311;242;3;55037;7275;19778;11196;251;4752;38249;92723
45;2.1.6;2014-11-21;1584;73;326;196;66;14;0;6;5;15;51;63;5;0;6;8;0;253;8;197;21;27;24;67;60;104;21;389;214;311;242;3;55094;7261;19778;11196;251;4738;38235;92766
46;2.1.7;2015-01-09;1633;49;325;196;66;14;0;6;5;15;51;63;5;0;6;8;0;253;8;197;21;27;24;67;60;104;21;389;214;311;242;3;55104;7259;19778;11196;251;4736;38233;92774
47;2.1.8;2015-01-15;1639;6;325;196;66;14;0;6;5;15;51;63;5;0;6;8;0;254;8;198;21;27;24;67;60;104;21;389;214;311;242;3;55127;7258;19778;11196;251;4735;38232;92796
49;2.1.8p2;2015-01-16;1640;1;325;196;66;14;0;6;5;15;51;63;5;0;6;8;0;254;8;198;21;27;24;67;60;104;21;389;214;311;242;3;55137;7255;19778;11196;251;4732;38229;92803
50;2.1.9;2015-03-18;1701;61;325;196;66;14;0;6;5;15;51;63;5;0;6;8;0;254;8;198;21;27;24;67;60;104;21;389;214;311;242;3;55157;7253;19778;11196;251;4730;38227;92821
51;2.1.10;2015-05-04;1748;47;325;196;66;14;0;6;5;15;51;63;5;0;6;8;0;254;8;198;21;27;24;67;60;104;21;389;214;311;242;3;55169;7253;19778;11196;251;4730;38227;92833
52;2.1.11;2015-06-12;1787;39;325;196;66;14;0;6;5;15;51;63;5;0;6;8;0;254;8;198;17;1;23;32;60;104;21;389;214;311;242;3;54945;4999;19511;11196;251;4394;35706;90355
53;2.1.12;2015-10-15;1912;125;325;196;66;14;0;6;5;15;51;63;5;0;6;8;0;247;8;198;17;1;23;32;60;104;21;389;214;311;242;3;54993;4997;19511;11196;251;4392;35704;90401
54;2.1.12p3;2015-10-21;1918;6;326;197;66;14;0;6;5;15;51;63;5;0;6;8;0;247;8;198;17;1;23;32;60;104;21;389;214;311;242;3;55068;4998;19511;11196;251;4393;35705;90477
55;2.1.13p1;2015-11-02;1930;12;327;197;67;14;0;6;5;15;51;63;5;0;6;8;0;247;8;198;17;1;23;32;60;104;21;389;214;311;242;3;55127;4998;19511;11196;251;4393;35705;90536
56;2.2;2015-11-11;1939;9;370;232;96;20;0;8;6;21;58;74;5;0;9;8;0;246;7;187;18;1;28;36;103;283;33;801;328;609;255;15;68829;6517;42046;14078;252;5070;62641;132776
57;2.2.1;2016-05-07;2117;178;370;232;96;20;0;8;6;21;58;74;5;0;9;8;0;246;7;187;18;1;28;36;103;283;33;801;328;609;255;15;68840;6523;42046;14078;252;5076;62647;132793
58;2.3;2016-11-18;2312;195;383;232;95;20;0;8;6;21;60;77;5;0;12;7;0;225;7;203;17;2;30;78;103;289;32;805;328;608;253;15;71905;7005;42204;13799;344;5462;63008;144397
59;2.5;2017-12-23;2712;400;446;256;104;25;0;12;8;22;75;90;5;0;21;13;6;234;11;246;34;2;14;148;152;359;42;1123;651;1077;296;18;89669;13129;52427;20415;340;5055;85971;195718
60;2.5.1;2018-01-25;2745;33;446;257;104;25;0;12;8;22;75;90;5;0;21;13;6;234;11;246;34;2;14;148;152;359;42;1123;651;1077;296;18;89714;13129;52427;20415;340;5055;85971;195764
61;2.6;2018-05-15;2855;110;452;262;109;26;0;13;8;23;76;97;5;0;26;13;6;243;24;244;34;2;14;150;155;359;41;1123;1309;1785;403;28;92982;13169;53171;30098;340;5095;96438;206189
62;2.6.1;2018-08-17;2949;94;452;263;109;26;0;13;8;23;76;97;5;0;26;13;6;242;24;244;34;2;14;150;155;359;41;1123;1309;1785;403;28;93100;13169;53171;30098;340;5095;96438;206322
63;2.6.3;2018-09-24;2987;38;452;263;109;26;0;13;8;24;76;97;5;0;26;13;6;244;24;244;34;2;14;150;155;359;41;1123;1309;1785;403;28;93150;13169;53171;30098;340;5095;96438;206372
64;2.6.4;2018-10-29;3022;35;452;264;109;26;0;13;8;24;76;97;5;0;26;12;6;242;24;244;34;2;14;150;155;359;41;1123;1309;1785;403;28;93176;13169;53171;30098;340;5095;96438;206398
65;2.8;2019-02-07;3123;101;469;277;115;27;0;13;8;26;78;102;6;0;38;12;7;252;13;255;32;2;14;184;161;357;41;1106;722;1169;322;19;102185;14391;51819;32217;795;6048;98427;256195
66;2.8.1;2019-03-15;3159;36;469;277;115;27;0;13;8;26;78;103;6;0;38;12;7;252;13;254;32;2;14;184;161;357;41;1107;722;1169;322;19;102191;14390;51833;32217;795;6047;98440;256249
67;2.8.2;2019-04-16;3191;32;469;278;115;27;0;13;8;26;79;104;6;0;40;12;7;254;13;255;32;2;15;183;161;310;40;1092;722;1166;322;19;104015;14463;51415;32167;819;6094;98045;272369
68;2.8.3;2019-04-23;3198;7;469;278;115;27;0;13;8;26;78;103;6;0;38;12;7;253;13;254;32;2;14;184;161;357;41;1107;722;1169;322;19;102167;14407;51833;32217;812;6047;98457;256245
69;2.8.4;2019-06-04;3240;42;469;278;115;27;0;13;8;26;78;103;6;0;38;12;7;253;13;254;32;2;14;184;161;357;41;1107;722;1169;322;19;102167;14407;51833;32217;812;6047;98457;256245
70;3;2019-06-10;3246;6;467;278;115;27;0;13;8;26;79;104;6;0;40;12;7;254;12;249;32;2;15;183;161;310;40;1091;723;1166;322;19;104225;14502;51354;32286;848;6107;98142;274233
71;3.0.1;2019-06-11;3247;1;467;278;115;27;0;13;8;26;79;104;6;0;40;12;7;254;12;249;32;2;15;183;161;310;40;1091;723;1166;322;19;104225;14502;51354;32286;848;6107;98142;274233
72;3.0.2;2019-06-20;3256;9;467;278;115;27;0;13;8;27;79;104;7;0;41;12;7;255;12;249;32;2;15;183;161;310;40;1091;723;1166;322;19;104390;14547;51354;32286;980;6144;98187;274499
73;3.1;2019-07-10;3276;20;467;279;115;27;0;13;8;27;80;104;7;0;41;12;7;255;12;249;32;2;15;182;161;314;40;1089;723;1166;322;19;104498;14552;51504;33891;981;6148;99947;277064
74;3.2;2019-08-29;3326;50;469;278;116;27;0;13;8;27;81;105;8;0;43;12;7;257;12;249;33;2;15;210;161;314;38;1070;720;1166;322;19;106191;14620;51593;34229;1004;6193;100442;285728
75;3.3;2019-10-28;3386;60;473;279;116;28;0;13;8;27;84;106;8;0;45;12;7;259;11;252;33;2;16;206;161;314;38;1070;720;1166;322;21;108028;14783;51599;33590;1195;6165;99972;289964
