Id;Version;Date;Age;VersionAge; CyclomaticComplexity; NPathComplexity;ExcessiveMethodLength;ExcessiveClassLength;ExcessiveParameterList;ExcessivePublicCount;TooManyFields;TooManyMethods;TooManyPublicMethods;ExcessiveClassComplexity;NumberOfChildren;DepthOfInheritance;CouplingBetweenObjects;DevelopmentCodeFragment;UnusedPrivateField;UnusedLocalVariable;UnusedPrivateMethod;UnusedFormalParameter; embed JS;inline JS;embed CSS;inline CSS;css in JS;css in JS: jquery; max-lines;max-lines-per-function;max-params;complexity;max-depth;max-nested-callbacks;PHP;HTML;JavaScript;CSS;HTML_template;HTML_diff;Client;SUM
69;8.0.0;2018-08-14;4554;52;1312;1008;626;60;99;38;92;18;73;197;5;0;6;4;3;2682;3;759;278;140;13;607;6;0;1;47;5;2;0;1;442700;16081;9431;3940;0;15771;29452;523197
70;8.0.1;2018-09-02;4573;19;1312;1008;626;60;99;38;92;18;73;198;5;0;6;4;3;2684;3;756;278;140;13;607;6;0;1;47;5;2;0;1;443008;16081;9431;3940;0;15771;29452;523513
71;8.0.2;2018-09-19;4590;17;1312;1008;626;60;99;38;92;18;73;198;5;0;6;4;3;2685;3;756;278;140;13;607;6;0;1;47;5;2;0;1;443121;16081;9431;3940;0;15771;29452;523626
72;8.0.3;2018-11-05;4637;47;1314;1009;626;60;99;38;92;18;73;198;5;0;6;4;3;2689;3;756;278;140;13;607;6;0;1;47;5;2;0;1;443503;16083;9432;3940;0;15773;29455;524013
73;8.0.4;2018-12-23;4685;48;1312;1008;627;60;99;38;92;18;73;198;5;0;6;4;3;2679;3;753;278;140;13;607;6;0;1;47;5;2;0;1;443791;16083;9442;3940;0;15773;29465;524026
74;9.0.0;2019-02-01;4725;40;1369;1005;654;69;103;38;97;19;75;208;5;0;7;4;3;2793;6;824;294;182;17;647;7;1;1;48;5;7;0;1;460187;18023;10466;4093;0;17595;32582;543960
75;9.0.1;2019-03-05;4757;32;1370;1005;654;69;103;38;97;19;75;208;5;0;7;4;3;2786;6;822;294;186;17;646;7;1;1;48;5;7;0;1;460666;18046;10571;4197;0;17618;32814;544540
76;9.0.2;2019-04-07;4790;33;1371;1006;654;69;103;38;97;19;75;208;5;0;7;4;3;2784;6;822;294;186;17;647;7;1;1;48;5;7;0;1;461092;18053;10571;4197;0;17625;32821;544976
77;9.0.3;2019-05-09;4822;32;1371;1007;654;69;103;38;97;19;75;209;5;0;7;4;3;2783;6;822;294;186;17;647;7;1;1;47;5;7;0;1;461178;18056;10583;4197;0;17628;32836;545062
78;10.0.0;2019-06-30;4874;52;1432;1057;684;75;108;42;98;20;77;222;5;0;9;4;6;2777;20;858;308;196;22;667;7;1;5;143;13;47;0;4;483885;19339;18904;11918;0;18911;50161;684595
79;10.0.1;2019-08-04;4909;35;1434;1061;683;76;108;42;98;20;77;222;5;0;9;4;6;2774;17;857;311;196;21;663;7;1;5;143;13;47;0;4;484317;19412;18931;11918;0;18984;50261;685102
80;10.0.2;2019-09-11;4947;38;1436;1061;685;76;108;42;98;20;77;222;5;0;9;4;6;2770;9;857;312;195;20;663;7;1;5;143;13;47;0;4;484923;19429;18986;11918;0;19001;50333;685735
81;10.0.3;2019-10-23;4989;42;1437;1061;686;76;108;42;98;20;77;222;5;0;9;4;6;2762;9;857;311;192;20;662;7;1;5;143;13;47;0;4;485412;19507;18110;11919;0;19079;49536;686303
82;10.0.4;2019-11-27;5024;35;1437;1061;686;76;108;42;98;20;77;222;5;0;9;4;6;2762;9;857;311;192;20;662;7;1;5;143;13;47;0;4;485567;19504;18110;11919;0;19076;49533;686455
83;10.0.5;2019-12-24;5051;27;1437;1061;686;76;108;42;98;20;77;222;5;0;9;4;6;2756;9;857;311;192;20;662;7;1;5;143;13;47;0;4;485735;19508;18110;11919;0;19080;49537;686624
