Id;Version;Date;Age;VersionAge; CyclomaticComplexity; NPathComplexity;ExcessiveMethodLength;ExcessiveClassLength;ExcessiveParameterList;ExcessivePublicCount;TooManyFields;TooManyMethods;TooManyPublicMethods;ExcessiveClassComplexity;NumberOfChildren;DepthOfInheritance;CouplingBetweenObjects;DevelopmentCodeFragment;UnusedPrivateField;UnusedLocalVariable;UnusedPrivateMethod;UnusedFormalParameter; embed JS;inline JS;embed CSS;inline CSS;css in JS;css in JS: jquery; max-lines;max-lines-per-function;max-params;complexity;max-depth;max-nested-callbacks;PHP;HTML;JavaScript;CSS;HTML_template;HTML_diff;Client;SUM
1;1.5.5.1;2013-04-28;0;0;323;277;217;7;0;0;1;0;4;72;2;0;0;0;6;11;3;14;271;390;33;296;270;595;23;716;561;940;354;17;65010;38067;36180;6345;32716;1356;80592;145754
2;1.5.6;2013-08-01;95;95;430;356;285;12;0;2;1;2;23;104;2;0;0;35;11;34;5;29;363;626;34;625;274;604;23;773;612;1000;380;17;92435;54831;42436;6865;49285;1551;104132;190621
3;1.5.6.1;2014-01-09;256;1;429;354;286;14;0;2;1;2;23;102;2;0;0;36;11;31;5;27;293;589;3;503;274;604;23;767;611;1000;380;17;91891;49854;41215;5892;48216;1638;96961;183965
4;1.5.6.2;2014-04-10;347;91;431;357;285;14;0;2;1;2;23;102;2;0;0;36;11;30;5;27;293;590;3;508;274;604;24;769;611;1000;380;17;92121;49999;41340;5892;48361;1638;97231;184358
5;1.5.6.3;2014-04-15;352;2;431;357;285;14;0;2;1;2;23;102;2;0;0;37;11;30;5;27;293;590;3;508;274;604;24;769;611;1000;380;17;92138;49999;41340;5892;48361;1638;97231;184384
6;1.5.6.4;2014-04-24;361;9;431;357;285;14;0;2;1;2;23;102;2;0;0;37;11;28;5;25;293;590;3;508;274;604;24;769;611;1000;380;17;92142;49999;41340;5892;48361;1638;97231;184402
7;2.0.0.0;2014-10-01;521;3;506;405;316;12;1;2;1;2;32;128;2;0;0;105;11;27;5;33;301;330;2;390;86;135;15;584;365;563;144;2;106700;65327;32150;31282;63464;1854;128759;245797
8;2.0.1.0;2014-11-30;581;60;526;425;323;13;1;2;1;2;34;129;2;0;0;106;11;26;5;28;293;312;2;406;88;157;20;687;363;570;139;4;108334;66059;36541;31555;64211;1839;134155;253196
9;2.0.1.1;2014-12-06;587;4;526;425;323;13;1;2;1;2;34;128;2;0;0;106;11;26;5;28;293;312;2;407;88;157;20;687;363;570;139;4;108344;66053;36543;31568;64210;1834;134164;253185
10;2.0.2.0;2015-03-30;701;114;555;439;337;14;2;2;1;2;36;139;2;0;0;127;11;29;5;26;308;310;2;434;87;177;21;728;339;542;125;4;114817;69203;39257;44943;67321;1873;153403;278207
11;2.0.3.0;2015-05-20;752;5;562;444;343;14;2;2;1;2;36;139;2;0;0;129;10;30;5;26;313;312;2;440;87;177;21;728;339;542;125;4;116416;70006;39388;44943;68107;1890;154337;280699
12;2.0.3.1;2015-05-27;759;7;562;444;343;14;2;2;1;2;36;139;2;0;0;129;10;30;5;26;313;312;2;440;87;177;21;728;339;542;125;4;116441;70034;39388;44944;68131;1894;154366;280785
13;2.1.0.0;2015-09-27;882;6;547;434;337;15;2;2;1;2;36;137;2;0;0;116;12;34;5;22;309;313;2;441;90;175;21;722;339;545;125;4;115934;70300;39503;35066;68502;1789;144869;268635
14;2.1.0.1;2015-10-06;891;9;547;434;337;15;2;2;1;2;36;137;2;0;0;116;12;34;5;22;309;313;2;441;90;175;21;722;339;545;125;4;115959;70304;39503;35066;68505;1790;144873;268669
15;2.1.0.2;2015-12-30;976;7;547;434;337;15;2;2;1;2;36;137;2;0;0;116;12;34;5;22;309;313;2;441;90;175;21;722;339;545;125;4;115959;70304;39503;35066;68505;1790;144873;268672
16;2.2.0.0;2016-03-02;1039;63;576;458;354;15;2;2;1;2;35;143;2;0;0;123;9;39;6;62;341;320;5;461;84;189;21;773;340;550;125;4;122158;74210;46139;23896;72254;1947;144245;276344
17;2.3.0.0;2016-07-30;1189;8;630;489;381;16;2;2;1;2;36;153;2;0;0;149;8;53;6;42;382;324;12;503;223;475;25;1311;486;849;180;8;132343;80213;74599;27848;77792;1998;182660;323546
18;2.3.0.1;2016-07-31;1190;1;630;489;381;16;2;2;1;2;36;153;2;0;0;149;8;53;6;42;382;324;12;503;223;475;25;1311;486;849;180;8;132353;80212;74599;27848;77792;1997;182659;323555
19;2.3.0.2;2016-08-01;1191;9;630;489;381;16;2;2;1;2;36;153;2;0;0;149;8;53;6;42;382;324;12;503;223;475;25;1311;486;849;180;8;132332;80192;74599;27848;77772;1997;182639;323514
20;3.0.0.0;2017-06-19;1513;322;689;521;364;18;2;3;1;3;42;164;5;0;7;153;5;69;6;139;392;338;13;545;222;495;35;4000;722;993;154;344;139104;83663;162403;28283;80968;2272;274349;423137
23;3.0.1.1;2017-07-04;1528;10;696;529;371;19;2;3;1;3;45;168;5;0;7;155;6;73;6;137;402;338;14;550;303;568;37;4184;746;1195;166;346;141925;85587;175573;28744;82901;2263;289904;440567
24;3.0.1.2;2017-07-07;1531;3;696;529;371;19;2;3;1;3;45;168;5;0;7;155;6;74;6;137;403;338;14;550;304;568;37;4184;746;1195;166;346;141922;85617;176149;28744;82931;2263;290510;441179
25;3.0.2.0;2017-07-17;1541;11;701;533;375;19;2;3;1;3;45;168;5;0;7;155;6;74;6;139;407;338;14;554;305;568;37;4184;747;1201;168;346;142947;86161;176192;28746;83454;2284;291099;442754
26;3.0.3.0;2019-01-02;2075;534;722;542;381;20;2;5;1;6;49;172;5;0;7;156;6;73;6;166;427;337;28;550;305;568;38;4187;747;1201;168;346;147693;89325;177829;28921;86603;2299;296075;450928
27;3.0.3.1;2019-01-04;2077;12;722;542;381;20;2;5;1;6;49;172;5;0;7;156;6;73;6;166;427;337;28;550;305;568;38;4187;747;1201;168;346;147693;89325;177829;28921;86603;2299;296075;450928
28;3.0.3.2;2019-04-09;2172;95;724;545;383;20;2;5;1;6;49;172;5;0;7;156;6;73;6;164;429;337;29;551;305;568;38;4187;747;1201;168;346;148204;89437;177907;28920;86715;2299;296264;451552
