Id;Version;Date;Age;VersionAge; CyclomaticComplexity; NPathComplexity;ExcessiveMethodLength;ExcessiveClassLength;ExcessiveParameterList;ExcessivePublicCount;TooManyFields;TooManyMethods;TooManyPublicMethods;ExcessiveClassComplexity;NumberOfChildren;DepthOfInheritance;CouplingBetweenObjects;DevelopmentCodeFragment;UnusedPrivateField;UnusedLocalVariable;UnusedPrivateMethod;UnusedFormalParameter; embed JS;inline JS;embed CSS;inline CSS;css in JS;css in JS: jquery; max-lines;max-lines-per-function;max-params;complexity;max-depth;max-nested-callbacks;PHP;HTML;JavaScript;CSS;HTML_template;HTML_diff;Client;SUM
11;3.5.3;2005-04-16;1160;57;64;44;28;3;8;2;1;2;6;5;0;1;0;0;0;71;0;27;6;11;0;22;2;0;1;4;2;2;0;0;14630;189;479;263;0;189;931;15514
12;3.5.4;2005-07-15;1250;90;64;44;28;3;8;2;1;2;6;6;0;1;0;0;0;71;0;27;6;11;0;22;2;0;1;4;2;2;0;0;14643;189;479;263;0;189;931;15527
13;3.5.5;2005-08-12;1278;28;64;44;28;3;8;2;1;2;6;6;0;1;0;0;0;71;0;27;6;11;0;22;2;0;1;4;2;2;0;0;14675;189;479;263;0;189;931;15559
14;3.5.6;2005-10-18;1345;67;64;44;28;3;8;2;1;2;6;6;0;1;0;0;0;71;0;27;6;11;0;22;2;0;1;4;2;2;0;0;14675;189;479;263;0;189;931;15559
15;4.0.1;2005-11-23;1381;36;71;47;32;3;8;2;1;2;8;8;0;3;0;0;0;109;0;30;7;11;1;21;0;0;0;0;0;0;0;0;17807;162;118;308;0;162;588;18344
16;4.1.1;2007-03-24;1867;486;80;55;37;3;11;2;1;2;11;9;1;3;0;0;0;140;0;30;17;20;1;24;39;0;1;6;3;1;0;0;23955;256;705;333;0;256;1294;25322
17;4.1.2;2007-06-01;1936;69;80;55;37;3;11;2;1;2;11;9;1;3;0;0;0;140;0;30;17;20;1;24;39;0;1;6;3;1;0;0;23913;258;705;333;0;258;1296;25282
18;4.1.3;2007-07-11;1976;40;80;55;37;3;11;2;1;2;11;9;1;3;0;0;0;115;0;30;17;20;1;24;39;0;1;6;3;1;0;0;23899;260;705;333;0;260;1298;25270
19;4.2.1;2008-08-02;2364;388;103;64;41;3;19;2;1;3;12;10;1;4;0;0;0;132;0;48;23;37;1;122;141;0;17;182;50;38;15;0;28150;3070;15038;836;0;2527;18944;48720
20;4.2.2;2008-12-18;2502;138;103;64;41;3;20;2;1;4;12;10;1;4;0;0;0;132;0;50;23;37;1;122;141;0;17;182;50;38;15;0;28157;3070;15038;836;0;2527;18944;48727
21;4.2.3;2010-03-23;2962;460;103;64;41;3;20;2;1;4;12;10;1;4;0;0;0;132;0;50;23;37;1;122;141;0;17;182;50;38;15;0;28166;3070;15038;839;0;2527;18947;48739
22;5.0.0;2010-11-29;3213;251;112;68;44;2;15;1;1;2;7;4;0;1;1;0;0;115;0;11;20;20;1;114;8;6;0;13;1;1;0;0;23583;190;693;757;0;190;1640;25089
23;5.0.1;2010-12-13;3227;14;112;68;44;2;15;1;1;2;7;4;0;1;1;0;0;115;0;11;20;20;1;114;8;6;0;13;1;1;0;0;23582;190;693;757;0;190;1640;25088
24;5.0.2;2011-01-03;3248;21;112;68;45;2;15;1;1;2;7;5;0;2;1;0;0;115;0;11;20;20;1;114;8;6;0;13;1;1;0;0;23747;190;693;758;0;190;1641;25254
25;5.0.3;2011-10-03;3521;273;112;68;45;2;15;1;1;2;7;5;0;2;1;0;0;114;0;11;20;20;1;114;8;6;0;13;1;1;0;0;23763;190;696;758;0;190;1644;25273
26;5.0.4;2012-03-22;3692;171;111;68;46;2;15;2;1;2;7;5;0;2;1;0;0;116;0;11;20;20;1;114;8;6;0;13;1;1;0;0;23891;190;696;758;0;190;1644;25401
27;5.1.0;2013-04-14;4080;388;112;68;60;2;15;2;1;2;7;5;0;4;1;0;0;112;0;11;21;17;1;76;8;6;0;13;1;1;0;0;24208;197;726;761;0;197;1684;25738
28;5.6.0;2018-11-12;6118;2038;114;68;60;2;15;2;1;2;7;5;0;7;1;0;0;111;0;11;22;17;1;76;8;6;0;13;1;1;0;0;24535;215;730;1082;0;215;2027;26416
29;7.12.0;2019-09-28;6438;320;114;68;61;2;15;2;1;2;7;5;0;7;1;0;0;111;0;10;22;17;1;76;8;6;0;13;1;1;0;0;24779;215;730;1082;0;215;2027;26660
