Id;Version;Date;Age;VersionAge; CyclomaticComplexity; NPathComplexity;ExcessiveMethodLength;ExcessiveClassLength;ExcessiveParameterList;ExcessivePublicCount;TooManyFields;TooManyMethods;TooManyPublicMethods;ExcessiveClassComplexity;NumberOfChildren;DepthOfInheritance;CouplingBetweenObjects;DevelopmentCodeFragment;UnusedPrivateField;UnusedLocalVariable;UnusedPrivateMethod;UnusedFormalParameter; embed JS;inline JS;embed CSS;inline CSS;css in JS;css in JS: jquery; max-lines;max-lines-per-function;max-params;complexity;max-depth;max-nested-callbacks;PHP;HTML;JavaScript;CSS;HTML_template;HTML_diff;Client;SUM
1;0.1.0;2002-02-11;0;0;4;2;1;0;0;0;0;0;2;1;0;0;0;0;0;7;0;6;1;0;0;0;0;0;0;0;0;0;0;0;783;106;7;0;0;106;113;889
2;0.5.0;2002-12-14;306;306;6;4;1;1;0;2;0;1;5;2;0;0;0;0;0;83;0;28;3;0;0;6;3;0;2;13;9;2;0;0;3625;297;869;202;0;185;1368;4939
3;0.6.0;2002-12-24;316;10;8;5;2;1;1;2;0;1;5;2;0;0;0;0;0;88;0;28;3;0;0;8;3;0;2;13;9;2;0;0;4198;301;869;107;0;189;1277;5421
4;0.6.5;2003-01-17;340;24;11;5;2;1;1;1;1;1;5;3;0;1;0;0;0;108;0;22;3;1;1;8;3;0;2;13;9;2;0;0;5042;262;871;107;0;150;1240;6226
5;3.0.1;2003-08-13;548;208;34;18;5;1;1;2;1;2;7;4;0;1;0;0;0;43;0;21;3;8;1;11;2;0;1;3;2;2;0;0;8085;168;416;193;0;168;777;8841
6;3.2.1;2003-12-03;660;112;40;25;15;2;1;2;1;2;6;4;0;2;0;0;0;58;0;17;5;10;1;12;2;0;1;3;2;2;0;0;10179;174;441;207;0;174;822;10960
7;3.3.1;2004-03-07;755;95;41;25;16;2;1;2;1;2;5;4;0;2;0;0;0;39;0;17;6;10;0;12;2;0;1;4;2;2;0;0;11005;181;479;207;0;181;867;11825
8;3.4.1;2004-07-01;871;116;54;33;20;2;7;3;1;3;7;5;0;2;0;0;0;48;0;28;6;11;0;13;2;0;1;4;2;2;0;0;12730;183;479;207;0;183;869;13552
9;3.5.1;2004-12-13;1036;165;64;44;28;3;8;2;1;2;6;5;0;1;0;0;0;70;0;27;6;11;0;22;2;0;1;4;2;2;0;0;14603;187;479;263;0;187;929;15485
10;3.5.2;2005-02-18;1103;67;64;44;28;3;8;2;1;2;6;5;0;1;0;0;0;70;0;27;6;11;0;22;2;0;1;4;2;2;0;0;14620;189;479;263;0;189;931;15504
