Id;Version;Date;Age;VersionAge; CyclomaticComplexity; NPathComplexity;ExcessiveMethodLength;ExcessiveClassLength;ExcessiveParameterList;ExcessivePublicCount;TooManyFields;TooManyMethods;TooManyPublicMethods;ExcessiveClassComplexity;NumberOfChildren;DepthOfInheritance;CouplingBetweenObjects;DevelopmentCodeFragment;UnusedPrivateField;UnusedLocalVariable;UnusedPrivateMethod;UnusedFormalParameter; embed JS;inline JS;embed CSS;inline CSS;css in JS;css in JS: jquery; max-lines;max-lines-per-function;max-params;complexity;max-depth;max-nested-callbacks;PHP;HTML;JavaScript;CSS;HTML_template;HTML_diff;Client;SUM
1;2.0.0;2002-04-04;0;0;35;28;20;0;5;0;0;0;6;4;0;0;0;1;0;75;0;42;11;41;6;152;0;0;0;1;0;1;0;0;55796;7643;217;132;6847;428;7992;66174
2;2.0.1;2002-05-20;46;46;35;28;19;0;5;0;0;0;6;4;0;0;0;1;0;77;0;45;11;42;7;155;0;0;0;1;0;1;0;0;58950;8134;217;132;7293;473;8483;69813
3;2.0.2;2002-08-08;126;80;35;28;20;0;5;0;0;0;6;4;0;0;0;1;0;76;0;45;11;42;7;159;0;0;0;1;0;1;0;0;59542;8141;217;132;7295;478;8490;69760
4;2.0.3;2002-09-28;177;51;35;28;20;0;5;0;0;0;6;4;0;0;0;1;0;77;0;45;11;42;8;183;0;0;0;1;0;1;0;0;69088;9134;217;132;8189;577;9483;80301
5;2.0.4;2003-01-15;286;109;36;28;20;0;5;0;0;0;6;4;0;0;0;1;0;76;0;45;11;43;9;233;0;0;0;2;0;1;0;0;81192;10898;247;132;8869;813;11277;94173
6;2.0.5;2003-06-15;437;151;37;29;21;0;5;0;0;0;6;5;0;0;0;1;0;73;0;46;11;43;10;258;0;0;0;2;0;1;0;0;89957;11602;248;132;9405;894;11982;103681
7;2.0.6;2003-08-03;486;49;37;29;21;0;5;0;0;0;6;5;0;0;0;1;0;75;0;46;11;43;11;258;0;0;0;2;0;1;0;0;90707;11662;248;132;9405;937;12042;104491
8;2.0.7;2004-03-13;709;223;37;29;21;0;5;0;0;0;6;5;0;0;0;1;0;76;0;46;11;43;12;74;0;0;0;2;0;1;0;0;31384;6653;248;132;4780;614;7033;40159
9;2.0.8;2004-03-25;721;12;37;29;21;0;5;0;0;0;6;5;0;0;0;1;0;77;0;46;11;43;13;74;0;0;0;2;0;1;0;0;32116;6700;248;132;4780;651;7080;40938
10;2.0.8a;2004-03-28;724;3;37;29;21;0;5;0;0;0;6;5;0;0;0;1;0;77;0;46;11;43;13;74;0;0;0;2;0;1;0;0;32116;6701;248;132;4780;651;7081;40939
11;2.0.9;2004-07-11;829;105;37;29;21;0;5;0;0;0;6;5;0;0;0;1;0;79;0;46;11;43;14;74;0;0;0;2;0;1;0;0;32863;6756;248;132;4780;688;7136;41741
12;2.0.10;2004-07-17;835;6;37;28;21;0;5;0;0;0;6;5;0;0;0;1;0;81;0;46;11;43;15;74;0;0;0;2;0;1;0;0;33598;6807;248;132;4780;725;7187;42527
13;2.0.11;2004-11-18;959;124;37;28;22;0;5;0;0;0;6;5;0;0;0;1;0;81;0;46;11;43;16;74;0;0;0;2;0;1;0;0;34784;6860;248;132;4784;764;7240;43766
14;2.0.12;2005-02-21;1054;95;37;28;22;0;5;0;0;0;6;5;0;0;0;1;0;72;0;46;11;43;7;78;0;0;0;2;0;1;0;0;29026;6544;248;132;4787;431;6924;37692
15;2.0.13;2005-02-27;1060;6;37;28;22;0;5;0;0;0;6;5;0;0;0;1;0;72;0;46;11;43;7;78;0;0;0;2;0;1;0;0;29026;6551;248;132;4787;431;6931;37699
16;2.0.14;2005-04-18;1110;50;37;28;22;0;5;0;0;0;5;4;0;0;0;0;0;71;0;46;11;43;7;78;0;0;0;2;0;1;0;0;28688;6565;248;132;4787;429;6945;37375
17;2.0.15;2005-05-13;1135;25;37;28;22;0;5;0;0;0;5;4;0;0;0;0;0;71;0;46;11;43;7;78;0;0;0;2;0;1;0;0;28784;6586;248;132;4787;429;6966;37495
