Id;Version;Date;Age;VersionAge; CyclomaticComplexity; NPathComplexity;ExcessiveMethodLength;ExcessiveClassLength;ExcessiveParameterList;ExcessivePublicCount;TooManyFields;TooManyMethods;TooManyPublicMethods;ExcessiveClassComplexity;NumberOfChildren;DepthOfInheritance;CouplingBetweenObjects;DevelopmentCodeFragment;UnusedPrivateField;UnusedLocalVariable;UnusedPrivateMethod;UnusedFormalParameter; embed JS;inline JS;embed CSS;inline CSS;css in JS;css in JS: jquery; max-lines;max-lines-per-function;max-params;complexity;max-depth;max-nested-callbacks;PHP;HTML;JavaScript;CSS;HTML_template;HTML_diff;Client;SUM
21;1.3.2;2017-10-30;1304;56;316;200;83;15;1;6;13;13;37;53;1;0;5;5;0;78;4;67;40;131;17;72;71;137;13;464;50;197;17;0;107788;6366;19408;13541;0;2276;39315;154595
22;1.3.3;2017-11-08;1313;9;316;200;83;15;1;6;13;13;37;53;1;0;5;5;0;78;4;67;40;131;17;72;71;137;13;464;50;197;17;0;107819;6366;19410;13541;0;2276;39317;154626
23;1.3.4;2018-01-14;1380;67;316;200;83;15;1;6;13;13;37;53;1;0;5;5;0;79;4;67;40;131;17;72;71;137;13;464;50;197;17;0;110129;6564;19396;13545;0;2474;39505;157126
24;1.3.5;2018-03-15;1440;60;317;200;83;15;1;6;13;13;37;53;1;0;5;5;0;79;4;67;41;131;17;72;71;137;13;464;50;197;17;0;110137;6566;19408;13545;0;2474;39519;157139
25;1.3.6;2018-04-11;1467;27;319;202;83;15;1;6;13;13;37;53;1;0;5;5;0;80;4;67;41;131;17;72;71;137;13;464;50;197;17;0;110158;6566;19408;13545;0;2474;39519;157160
26;1.3.7;2018-07-27;1574;107;319;202;83;15;1;6;13;13;37;53;1;0;5;5;0;80;4;67;41;131;17;72;71;137;13;464;50;197;17;0;110199;6566;19408;13546;0;2474;39520;157202
27;1.3.8;2018-10-26;1665;91;319;203;83;15;1;6;13;13;37;53;1;0;5;5;0;79;4;67;41;131;17;72;71;137;13;464;50;197;17;0;110205;6566;19411;13546;0;2474;39523;157211
28;1.3.9;2019-03-31;1821;156;319;203;83;15;1;6;13;13;37;53;1;0;5;5;0;78;4;67;41;131;17;72;71;137;13;465;50;198;17;0;110207;6566;19409;13546;0;2474;39521;157211
29;1.3.10;2019-08-28;1971;150;319;204;83;15;1;6;13;13;37;52;1;0;5;5;0;78;4;67;41;131;17;72;71;137;13;465;50;198;17;0;110234;6566;19411;13546;0;2474;39523;157247
30;1.4.0;2019-11-09;2044;73;344;218;90;16;1;6;14;14;39;54;1;0;6;5;0;44;4;95;43;174;19;87;77;153;13;497;57;212;18;0;58133;7257;21829;15442;0;1271;44528;118352
31;1.4.1;2019-11-22;2057;13;346;218;90;16;1;6;14;14;39;54;1;0;6;5;0;44;4;95;43;174;19;87;77;153;13;496;57;213;18;0;58172;7257;21833;15447;0;1271;44537;118419
