1;CS;phpmyadmin;phpmyadmin_sig;dokuwiki;dokuwiki sig _;opencart;opencart sig _;phpbb;phpbb sig _;prestashop;prestashop sig _;vanilla;vanilla sig _;dolibarr;dolibarr sig _;roundcubemail;roundcubemail sig _;openemr;openemr sig _;kanboard;kanboard sig _;;total sig;;51;;;;
25;css.in.JS ;0.137740677;  ;0.223274008;  ;0.562101064;  ;0.399829832;  ;0.190815538;  ;0.264871751;  ;0.281445634;  ;0.282813969;  ;0.345050442;  ;0.257562146;  ;;                    ;;0;                    ;;                    ;
26;css.in.JS..jquery ;0.160867922; * ;0.439819081;  ;0.544496651;  ;0.281813629;  ;0.136613544;  ;0.225884759;  ;0.336870521;  ;0.281047044;  ;0.529931379;  ;0.063039032;  ;; *                   ;*;1; #                   ;•; |                   ;|
27;max.lines ;0.114264074;  ;0.31412697;  ;0.624889784; * ;0.546225144;  ;0.210550712;  ;0.239978598;  ;0.119018245;  ;0.215358805;  ;0.478289795;  ;0.145090333;  ;;     *               ;*;1;     #               ;•;     |               ;|
28;max.lines.per.function ;0.170338284;  ;0.117412329; * ;0.266112186;  ;0.620844906;  ;0.142069445;  ;0.211833227;  ;0.330698863; * ;0.262688236;  ;0.656880196;  ;0.086921295;  ;;   *          *       ;**;2;   #          #       ;••;   |          |       ;||
29;max.params ;0.22328016; * ;0.117412329; * ;0.6163914; * ;0.469501736;  ;0.165271303;  ;0.273318692;  ;0.322847147; * ;0.178188068;  ;0.466696696; * ;0.075236333;  ;; *  *  *        *    *   ;*****;5; #  #  #        #    #   ;•••••; |  |  |        |    |   ;|||||
30;complexity ;0.160322253;  ;0.117412329; * ;0.626650921; * ;0.531794656;  ;0.147262441;  ;0.140132318;  ;0.329467504;  ;0.129507677;  ;0.656880196;  ;0.118195017;  ;;   *  *               ;**;2;   #  #               ;••;   |  |               ;||
31;max.depth ;0.135373726; * ;0.272062734; * ;0.624889784;  ;0.35443181; * ;0.13825597;  ;0.219371701;  ;0.390534339; * ;0.197836548; * ;0.565680129;  ;0.118195017;  ;; *  *    *      *  *     ;*****;5; #  #    #      #  #     ;•••••; |  |    |      |  |     ;|||||
32;max.nested.callbacks ;0.162488558; * ;0.15335938;  ;0.373902507;  ;0.281813629;  ;0.198550019;  ;0.264344134;  ;0.215751603;  ;0.243205338; * ;0.523629448;  ;0.190213438;  ;; *              *     ;**;2; #              #     ;••; |              |     ;||
33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;CS; te2; issig2; te2; issig2; te2; issig2; te2; issig2; te2; issig2; te2; issig2; te2; issig2; te2; issig2; te2; issig2; te2; issig2;;;;;;;;
36;CyclomaticComplexity ;0.082409438; ;0.465979865; ;0.496389551; ;0.475576654; ;0.219026558; ;0.084186934; ;0.112314937; ;0.224834142; ;0.661023292; ;0.116140224; ;;;;;;;;
37;NPathComplexity ;0.057400854; ;0.465979865; ;0.389530599; ;0.475576654; ;0.207222306; ;0.176712338; ;0.187274374; ;0.224834142; ;0.394876567; ;0.106485538; ;;;;;;;;
38;ExcessiveMethodLength ;0.054359503; ;0.31987803; ;0.459053527; ;0.475576654; ;0.193046939; ;0.147842143; ;0.294274347; ;0.224834142; ;0.079862268; ;0.165625087; ;;;;;;;;
39;ExcessiveClassLength ;0.084830063; ;0.473875928; ;0.332094402; ;0.420094776; ;0.185624953; ;0.190898574; ;0.161781014; ;0.223951136; ;0.634340129; ;0.037807493; ;;;;;;;;
40;ExcessiveParameterList ;0.060180362; ;0.09673346; ;0.381598056; ;0.517649958; ;0.23635104; ;0; ;0.268111592; ;0.159999104; ;0.608123358; ;0.063874855; ;;;;;;;;
41;ExcessivePublicCount ;0.05915964; ;0.215977009; ;0.483966981; ;0.353445705; ;0.147242878; ;0.137491432; ;0.199040898; ;0.154227937; ;0.513241654; ;0; ;;;;;;;;
42;TooManyFields ;0.085088927; ;0.21936956; ;0; ;0.59988868; ;0.225610289; ;0.236423758; ;0.380944234; *;0.214079779; ;0.513241654; ;0.093421913; *;;;;;;;;
43;TooManyMethods ;0.177711247; ;0.364287091; ;0.483966981; ;0.351856985; ;0.112549526; ;0.135809633; ;0.196161937; ;0.214079779; ;0.440391438; ;0.160698801; ;;;;;;;;
44;TooManyPublicMethods ;0.110051617; ;0.401161567; ;0.459053527; ;0.583426771; ;0.150273876; ;0.151626123; ;0.143531317; ;0.214079779; ;0.631446058; ;0.238877572; *;;;;;;;;
45;ExcessiveClassComplexity ;0.129196952; ;0.462150447; ;0.196310296; ;0.420656259; ;0.177399761; ;0.179144287; ;0.246911541; ;0.266488717; ;0.511789254; ;0.131890168; ;;;;;;;;
46;NumberOfChildren ;0.125382624; ;0.474946874; ;0; ;0.283407912; ;0.077355225; ;0.208362068; ;0.189380739; ;0; ;0.389427362; ;0.180831649; ;;;;;;;;
47;DepthOfInheritance ;0; ;0; ;0; ;0; ;0.111441998; *;0; ;0; ;0; ;0.167187999; ;0; ;;;;;;;;
48;CouplingBetweenObjects ;0.100540568; ;0.462998887; ;0; ;0.423989682; ;0.202921605; ;0.112740277; ;0.118552256; ;0.214079779; ;0.594770942; ;0.219144679; ;;;;;;;;
49;DevelopmentCodeFragment ;0.075375674; ;0.500468151; ;0.413928822; ;0.475576654; ;0.241033333; ;0.115183111; ;0.277267759; ;0.154227937; ;0.252892011; ;0; ;;;;;;;;
50;UnusedPrivateField ;0.139837638; ;0; ;0.406619085; ;0; ;0.142142467; ;0.13087461; ;0.123716551; ;0.122687295; ;0.46275747; ;0; ;;;;;;;;
51;UnusedLocalVariable ;0.119541324; ;0.307757141; ;0.498604173; ;0.562695275; ;0.188159096; ;0.241338099; ;0.102335854; ;0.266488717; ;0.513160267; ;0.19015639; ;;;;;;;;
52;UnusedPrivateMethod ;0.090817108; ;0; ;0.379064796; ;0.144045929; ;0.1435257; ;0.090589866; ;0.136776844; ;0.159999104; ;0.506255179; ;0.034332007; ;;;;;;;;
53;UnusedFormalParameter ;0.133157555; ;0.236422651; ;0.370811534; ;0.611394471; ;0.240309421; ;0.131229192; ;0.303753364; ;0.154227937; ;0.413120771; ;0.37550482; *;;;;;;;;
54;embed.JS ;0.12419783; ;0.234174409; ;0.42825337; ;0.578993505; ;0.116269401; ;0.254967591; ;0.10384939; ;0.356940528; ;0.307870323; ;0.148381445; ;;;;;;;;
55;inline.JS ;0.206444886; ;0.379088169; ;0.221328444; ;0.392065292; ;0.223316479; ;0.110003273; ;0.119059722; ;0.338355925; ;0.307870323; ;0; ;;;;;;;;
56;embed.CSS ;0.155333048; ;0.379088169; ;0.438473998; ;0.289379322; ;0.160696958; ;0.145782858; ;0.266703807; ;0.365113575; ;0.434667752; ;0.096542245; ;;;;;;;;
57;inline.CSS ;0.187808347; ;0.264665737; ;0.379064796; ;0.254949664; ;0.230727744; ;0.135765801; ;0.228765404; ;0.328165773; ;0.477093738; ;0.07013305; ;;;;;;;;
58;css.in.JS ;0.091793151; ;0.377552748; ;0.473172873; ;0.380761886; ;0.214449934; ;0.120031262; ;0.182468859; ;0.192387502; ;0.316208265; ;0.299386118; *;;;;;;;;
59;css.in.JS..jquery ;0.105616087; ;0.302341662; ;0.255441737; ;0.339526047; ;0.153204055; ;0.195262135; ;0.306127736; ;0.365113575; ;0.287805057; ;0.212066683; ;;;;;;;;
60;max.lines ;0.083753209; ;0.290069285; ;0.37039804; ;0.392352404; ;0.115383574; ;0.182468818; ;0.091408226; ;0.129901388; ;0.460724181; ;0.096383205; ;;;;;;;;
61;max.lines.per.function ;0.117102432; ;0.078074605; ;0.321349226; ;0.374786411; ;0.098900821; ;0.201172717; ;0.260308492; ;0.32576986; ;0.434667752; ;0.079759849; ;;;;;;;;
62;max.params ;0.143578524; ;0.078074605; ;0.305739312; ;0.186598919; ;0.162587754; ;0.209426316; ;0.312492552; ;0.276577716; ;0.102608584; ;0.077304679; ;;;;;;;;
63;complexity ;0.098625757; ;0.078074605; ;0.564956978; ;0.506512498; ;0.157652234; ;0.161692228; ;0.246694097; ;0.174818455; ;0.519928778; ;0.066740241; ;;;;;;;;
64;max.depth ;0.087413827; ;0.130368614; ;0.459053527; ;0.177060398; ;0.155179606; ;0.275536172; ;0.241614945; ;0.17314103; ;0.350810846; ;0.066740241; ;;;;;;;;
65;max.nested.callbacks ;0.087249695; ;0.167655043; ;0.605437832; ;0.331649416; ;0.219387583; ;0.232848624; ;0.292522152; ;0.238586963; ;0.370932437; ;0.082911124; ;;;;;;;;
