CS; r^2; p; issig
CyclomaticComplexity ; 0.000281118474222931 ; 0.897086606124982 ; 
NPathComplexity ; 0.000454988895472078 ; 0.869292778838367 ; 
ExcessiveMethodLength ; 0.00019216559142161 ; 0.914839572953121 ; 
ExcessiveClassLength ; 0.0202329659272582 ; 0.270094408575695 ; 
ExcessiveParameterList ; 0.0943003686372372 ; 0.0151930147128956 ; *
ExcessivePublicCount ; 0.00898930678239314 ; 0.463551918385622 ; 
TooManyFields ; 0.0125790489684278 ; 0.385454271145634 ; 
TooManyMethods ; 0.0119536077144661 ; 0.397605480050025 ; 
TooManyPublicMethods ; 0.00206919620109083 ; 0.725536783171429 ; 
ExcessiveClassComplexity ; 4.69540681587492e-06 ; 0.986664076017073 ; 
NumberOfChildren ; 0.213221031662074 ; 0.000158245373805281 ; *
DepthOfInheritance ; 0.0104922628336144 ; 0.428231637346728 ; 
CouplingBetweenObjects ; 0.0938332453335788 ; 0.0154601210114356 ; *
DevelopmentCodeFragment ; 0.0376186247915261 ; 0.130913582890726 ; 
UnusedPrivateField ; 0.12834468345106 ; 0.00424935323009075 ; *
UnusedLocalVariable ; 0.0480971369176547 ; 0.0867809455950257 ; 
UnusedPrivateMethod ; 0.105746909225194 ; 0.00991080584162451 ; *
UnusedFormalParameter ; 0.000137615746243767 ; 0.927895424780049 ; 
embed.JS ; 0.013108975543552 ; 0.375562632030693 ; 
inline.JS ; 0.0169099594109608 ; 0.313756940898948 ; 
embed.CSS ; 0.151327677017079 ; 0.00177928195508076 ; *
inline.CSS ; 0.0105224977766438 ; 0.427563443402993 ; 
css.in.JS ; 0.025216732280645 ; 0.217662159047832 ; 
css.in.JS..jquery ; 0.000995819431996789 ; 0.807632938367559 ; 
max.lines ; 0.0063660557862897 ; 0.537599895245031 ; 
max.lines.per.function ; 0.000625638894352364 ; 0.846980283773028 ; 
max.params ; 0.235256920951575 ; 6.46141266330463e-05 ; *
complexity ; 0.189509567466224 ; 0.000406045507750808 ; *
max.depth ; 0.0731298427857334 ; 0.0335216661556684 ; *
max.nested.callbacks ; 0.127899957132193 ; 0.00432107860007023 ; *
