1;CS;phpmyadmin;phpmyadmin_sig;dokuwiki;dokuwiki sig _;opencart;opencart sig _;phpbb;phpbb sig _;prestashop;prestashop sig _;vanilla;vanilla sig _;dolibarr;dolibarr sig _;roundcubemail;roundcubemail sig _;openemr;openemr sig _;kanboard;kanboard sig _
2;CS; r^2; issig; r^2; issig; r^2; issig; r^2; issig; r^2; issig; r^2; issig; r^2; issig; r^2; issig; r^2; issig; r^2; issig
3;CyclomaticComplexity ; 0.0151636728637464 ; ; 0.19681483881711 ; *; 0.0164033268328742 ; ; 0.35448293222973 ; *; 0.000281118474222931 ; ; 0.00561275121194083 ; ; 0.0122472109655213 ; ; 0.000162912463629645 ; ; 0.0617164779938065 ; ; 0.00247746722289666 ; 
4;NPathComplexity ; 0.00976344581742565 ; ; 0.224388194080333 ; *; 0.00306793922751741 ; ; 0.323075792495732 ; *; 0.000454988895472078 ; ; 0.0118741928526525 ; ; 0.0896138100439604 ; *; 0.000848896916076968 ; ; 0.0103270459020712 ; ; 0.157143941319785 ; *
5;ExcessiveMethodLength ; 0.0217730185410689 ; *; 0.112626961995147 ; ; 0.0113104006466365 ; ; 0.310357370570158 ; *; 0.00019216559142161 ; ; 0.149698814223782 ; *; 0.0596252258592039 ; *; 9.50242464925753e-05 ; ; 0.0119799483434042 ; ; 0.0656051334814565 ; *
6;ExcessiveClassLength ; 0.0705252620684326 ; *; 0.00961512619872278 ; ; 0.0202688477972575 ; ; 0.361825443585368 ; *; 0.0202329659272582 ; ; 0.0469402806258188 ; ; 0.00379709666120469 ; ; 0.00310487666784264 ; ; 7.1487611309288e-05 ; ; 0 ; unique <=2
7;ExcessiveParameterList ; 1.50149542223753e-05 ; ; 0 ; unique <=2; 0.00525784049185849 ; ; 0.120521258044816 ; ; 0.0943003686372372 ; *; 0 ; ; 0.065139682002831 ; *; 0 ; unique <=2; 0.00128565270038756 ; ; 0.242112359090855 ; *
8;ExcessivePublicCount ; 0.0187876949866741 ; ; 0.0476673358409617 ; ; 0.0111715071697222 ; ; 0.0708732865794429 ; ; 0.00898930678239314 ; ; 0.00177362342119378 ; ; 0.0442462400658413 ; ; 0 ; unique <=2; 0.000926962350387531 ; ; 0 ; 
9;TooManyFields ; 0.0327381842917611 ; *; 0.0403817957441422 ; ; 1 ; ; 0.211801688936969 ; *; 0.0125790489684278 ; ; 0.00119525158821827 ; ; 0.0355023201258924 ; ; 0.000722952740067447 ; ; 0.00531374536095846 ; ; 0 ; unique <=2
10;TooManyMethods ; 0.000774291768246959 ; ; 0.0134650385089385 ; ; 0.0130460948871993 ; ; 0.0921975307561121 ; ; 0.0119536077144661 ; ; 0.0690809207634457 ; *; 0.013695687706062 ; ; 0.00332390333520601 ; ; 0.0361157520192061 ; ; 0 ; unique <=2
11;TooManyPublicMethods ; 0.022301970895259 ; *; 0.20320781938534 ; *; 0.00396765157624136 ; ; 0.145002808150329 ; *; 0.00206919620109083 ; ; 0.00741922392930097 ; ; 0.000390028964378437 ; ; 3.95998872497791e-05 ; ; 0.0212796282521664 ; ; 0.169195079511187 ; *
12;ExcessiveClassComplexity ; 0.0999850140394791 ; *; 0.190148640087763 ; *; 1.38629323558704e-05 ; ; 0.366558284310811 ; *; 4.69540681587492e-06 ; ; 5.43883012665044e-05 ; ; 0.00910999853031778 ; ; 6.3090857766851e-06 ; ; 0.0109017817135642 ; ; 0.0747806631934259 ; *
13;NumberOfChildren ; 0.0325477149220257 ; *; 0 ; unique <=2; 0 ; unique <=2; 0.0297239272025527 ; ; 0.213221031662074 ; *; 0.00177694067455317 ; ; 0.0158240064597491 ; ; 1 ; ; 0.00052557382697448 ; ; 0.069608962606494 ; *
14;DepthOfInheritance ; 0 ; ; 0 ; ; 0 ; ; 0 ; ; 0.0104922628336144 ; ; 0 ; ; 0 ; ; 0 ; ; 0 ; unique <=2; 0 ; 
15;CouplingBetweenObjects ; 0.148076566950865 ; *; 0 ; unique <=2; 0 ; unique <=2; 0.0273567431126405 ; ; 0.0938332453335788 ; *; 0.00724309847113256 ; ; 0.0164617534069683 ; ; 0.00188971611550926 ; ; 0.0037006232077259 ; ; 0.131267946063907 ; *
16;DevelopmentCodeFragment ; 0.127631197360008 ; *; 0.231415312864593 ; *; 0.00219207046415378 ; ; 0.0876867996955126 ; ; 0.0376186247915261 ; ; 5.41033073784584e-09 ; ; 0.0441529965954488 ; ; 0 ; unique <=2; 0.071971294284563 ; ; 0 ; 
17;UnusedPrivateField ; 0.0330920922424162 ; *; 0 ; ; 0.00815527064511952 ; ; 0 ; ; 0.12834468345106 ; *; 0.0178691741843153 ; ; 0.00124799808357596 ; ; 0 ; unique <=2; 0.27703246639908 ; *; 0 ; 
18;UnusedLocalVariable ; 0.010947305313723 ; ; 0.102083064282447 ; ; 0.0138076235356037 ; ; 0.0559135656093637 ; ; 0.0480971369176547 ; ; 0.00195266851785289 ; ; 0.0484892031517117 ; ; 0.01039804425508 ; ; 9.52025482155346e-05 ; ; 0.0946106307102576 ; *
19;UnusedPrivateMethod ; 0.00268925044617529 ; ; 0 ; ; 0.0170117299280658 ; ; 0 ; unique <=2; 0.105746909225194 ; *; 0.00232170915766212 ; ; 0.00240022307167446 ; ; 0 ; unique <=2; 0.0561133262059666 ; ; 0 ; unique <=2
20;UnusedFormalParameter ; 0.0483756780813396 ; *; 0.146927333138827 ; *; 0.00529835285430958 ; ; 0.340174049141841 ; *; 0.000137615746243767 ; ; 6.31565717893582e-05 ; ; 0.0561292290125793 ; *; 0.00171523160187011 ; ; 0.0329189624387948 ; ; 0.0197469024039355 ; 
21;embed.JS ; 0.00138095230100256 ; ; 0.128610481851414 ; *; 0.0152825672275124 ; ; 0.00318690070294018 ; ; 0.013108975543552 ; ; 0.00620965377044048 ; ; 0.100752613355517 ; *; 0.0692161140224299 ; ; 0.176572020530392 ; ; 0.053628530336249 ; 
22;inline.JS ; 0.00162841704664758 ; ; 0.00368442205050048 ; ; 0.003343075165847 ; ; 0.0202950001404671 ; ; 0.0169099594109608 ; ; 0.00551944252160552 ; ; 0.0806675781291129 ; *; 0.050948222182952 ; ; 0.214186359588849 ; ; 0 ; 
