CS; r^2; p; issig
CyclomaticComplexity ; 0.0617164779938065 ; 0.320212206027079 ; 
NPathComplexity ; 0.0103270459020712 ; 0.688247164722332 ; 
ExcessiveMethodLength ; 0.0119799483434042 ; 0.665498040057376 ; 
ExcessiveClassLength ; 7.1487611309288e-05 ; 0.973437952263751 ; 
ExcessiveParameterList ; 0.00128565270038756 ; 0.887674419318248 ; 
ExcessivePublicCount ; 0.000926962350387531 ; 0.904542323895579 ; 
TooManyFields ; 0.00531374536095846 ; 0.773768840018589 ; 
TooManyMethods ; 0.0361157520192061 ; 0.450058212338154 ; 
TooManyPublicMethods ; 0.0212796282521664 ; 0.563554815621102 ; 
ExcessiveClassComplexity ; 0.0109017817135642 ; 0.680113018954531 ; 
NumberOfChildren ; 0.00052557382697448 ; 0.928054597125532 ; 
DepthOfInheritance ; 0 ; 0 ; unique <=2
CouplingBetweenObjects ; 0.0037006232077259 ; 0.810497565405373 ; 
DevelopmentCodeFragment ; 0.071971294284563 ; 0.281762631558717 ; 
UnusedPrivateField ; 0.27703246639908 ; 0.0248395491977198 ; *
UnusedLocalVariable ; 9.52025482155346e-05 ; 0.969348875130235 ; 
UnusedPrivateMethod ; 0.0561133262059666 ; 0.343933165630359 ; 
UnusedFormalParameter ; 0.0329189624387948 ; 0.471205704780732 ; 
embed.JS ; 0.176572020530392 ; 0.0825249978255639 ; 
inline.JS ; 0.214186359588849 ; 0.0531115895098202 ; 
embed.CSS ; 0.0888094885523205 ; 0.229709584563264 ; 
inline.CSS ; 0.315888490069351 ; 0.0151980277886441 ; *
css.in.JS ; 0.0344234322841961 ; 0.46106997470952 ; 
css.in.JS..jquery ; 0.254991669627585 ; 0.0325642355177259 ; *
max.lines ; 0.016277603586101 ; 0.61390877197768 ; 
max.lines.per.function ; 0.00418892979709926 ; 0.798610626187716 ; 
max.params ; 0.123212083306756 ; 0.153222355213602 ; 
complexity ; 0.0142794435929197 ; 0.636724867213888 ; 
max.depth ; 1.30777259755406e-07 ; 0.998863722039796 ; 
max.nested.callbacks ; 0.0858895481132683 ; 0.237896121869113 ; 
