1;CS;phpmyadmin;phpmyadmin_p;dokuwiki;dokuwiki p _;opencart;opencart p _;phpbb;phpbb p _;prestashop;prestashop p _;vanilla;vanilla p _;dolibarr;dolibarr p _;roundcubemail;roundcubemail p _;openemr;openemr p _;kanboard;kanboard p _
2;CS; r^2; p; r^2; p; r^2; p; r^2; p; r^2; p; r^2; p; r^2; p; r^2; p; r^2; p; r^2; p
3;CyclomaticComplexity ; 0.0151636728637464 ; 0.100543049702177 ; 0.19681483881711 ; 0.0124242083044114 ; 0.0164033268328742 ; 0.532944532827697 ; 0.35448293222973 ; 0.000518814785434744 ; 0.000281118474222931 ; 0.897086606124982 ; 0.00561275121194083 ; 0.559517146492699 ; 0.0122472109655213 ; 0.361746812324052 ; 0.000162912463629645 ; 0.945668119987382 ; 0.0617164779938065 ; 0.320212206027079 ; 0.00247746722289666 ; 0.693765640662901 
4;NPathComplexity ; 0.00976344581742565 ; 0.188190528764585 ; 0.224388194080333 ; 0.00710694542694624 ; 0.00306793922751741 ; 0.788125579619398 ; 0.323075792495732 ; 0.00104930013681959 ; 0.000454988895472078 ; 0.869292778838367 ; 0.0118741928526525 ; 0.395253637590709 ; 0.0896138100439604 ; 0.0118186587679966 ; 0.000848896916076968 ; 0.876357877136442 ; 0.0103270459020712 ; 0.688247164722332 ; 0.157143941319785 ; 0.00107920086548204 
5;ExcessiveMethodLength ; 0.0217730185410689 ; 0.0487068728208746 ; 0.112626961995147 ; 0.064936974694718 ; 0.0113104006466365 ; 0.60509824200654 ; 0.310357370570158 ; 0.00138480323559473 ; 0.00019216559142161 ; 0.914839572953121 ; 0.149698814223782 ; 0.00173339919648103 ; 0.0596252258592039 ; 0.0416356446249811 ; 9.50242464925753e-05 ; 0.958492419501859 ; 0.0119799483434042 ; 0.665498040057376 ; 0.0656051334814565 ; 0.0394510745829308 
6;ExcessiveClassLength ; 0.0705252620684326 ; 0.000327055411872468 ; 0.00961512619872278 ; 0.599730035668561 ; 0.0202688477972575 ; 0.487817047553372 ; 0.361825443585368 ; 0.000438193201453346 ; 0.0202329659272582 ; 0.270094408575695 ; 0.0469402806258188 ; 0.088092090620449 ; 0.00379709666120469 ; 0.612327507948404 ; 0.00310487666784264 ; 0.765912419454441 ; 7.1487611309288e-05 ; 0.973437952263751 ; 0 ; 0 
7;ExcessiveParameterList ; 1.50149542223753e-05 ; 0.958943196598672 ; 0 ; 0 ; 0.00525784049185849 ; 0.724827192739789 ; 0.120521258044816 ; 0.0601595091876465 ; 0.0943003686372372 ; 0.0151930147128956 ; 0 ; 0 ; 0.065139682002831 ; 0.0329766868470222 ; 0 ; 0 ; 0.00128565270038756 ; 0.887674419318248 ; 0.242112359090855 ; 3.14185489535058e-05 
8;ExcessivePublicCount ; 0.0187876949866741 ; 0.0673029679608286 ; 0.0476673358409617 ; 0.23802075373241 ; 0.0111715071697222 ; 0.607335782911681 ; 0.0708732865794429 ; 0.155025838032306 ; 0.00898930678239314 ; 0.463551918385622 ; 0.00177362342119378 ; 0.743120047741723 ; 0.0442462400658413 ; 0.0804949532098835 ; 0 ; 0 ; 0.000926962350387531 ; 0.904542323895579 ; 0 ; 0 
9;TooManyFields ; 0.0327381842917611 ; 0.015356840566914 ; 0.0403817957441422 ; 0.278373169154 ; 1 ;  all cs=1 ; 0.211801688936969 ; 0.0104967282300776 ; 0.0125790489684278 ; 0.385454271145634 ; 0.00119525158821827 ; 0.787933256138851 ; 0.0355023201258924 ; 0.118268581073941 ; 0.000722952740067447 ; 0.88583329031236 ; 0.00531374536095846 ; 0.773768840018589 ; 0 ; 0 
10;TooManyMethods ; 0.000774291768246959 ; 0.711567822130299 ; 0.0134650385089385 ; 0.53418314316141 ; 0.0130460948871993 ; 0.578492791520622 ; 0.0921975307561121 ; 0.102845001192468 ; 0.0119536077144661 ; 0.397605480050025 ; 0.0690809207634457 ; 0.0374214340649699 ; 0.013695687706062 ; 0.334634016925562 ; 0.00332390333520601 ; 0.758032818912383 ; 0.0361157520192061 ; 0.450058212338154 ; 0 ; 0 
11;TooManyPublicMethods ; 0.022301970895259 ; 0.0460191773259106 ; 0.20320781938534 ; 0.0109264387064106 ; 0.00396765157624136 ; 0.759839839400894 ; 0.145002808150329 ; 0.037893347994065 ; 0.00206919620109083 ; 0.725536783171429 ; 0.00741922392930097 ; 0.502071923536214 ; 0.000390028964378437 ; 0.871090165540674 ; 3.95998872497791e-05 ; 0.973198106840775 ; 0.0212796282521664 ; 0.563554815621102 ; 0.169195079511187 ; 0.000664209682925649 
