1;CS;phpmyadmin;phpmyadmin_sig;dokuwiki;dokuwiki sig _;opencart;opencart sig _;phpbb;phpbb sig _;prestashop;prestashop sig _;vanilla;vanilla sig _;dolibarr;dolibarr sig _;roundcubemail;roundcubemail sig _;openemr;openemr sig _;kanboard;kanboard sig _
2;CS; te; issig; te; issig; te; issig; te; issig; te; issig; te; issig; te; issig; te; issig; te; issig; te; issig
3;CyclomaticComplexity ; 0.113779195019002 ;  ; 0.82102118932 ; * ; 0.525845443290666 ;  ; 0.454978697491352 ;  ; 0.213883083312944 ;  ; 0.188726292926775 ; * ; 0.122370369028686 ;  ; 0.167024468365269 ;  ; 0.321874121422219 ;  ; 0.18445467884728 ;  
4;NPathComplexity ; 0.110404157853731 ;  ; 0.82102118932 ; * ; 0.233674090320796 ;  ; 0.454978697491352 ;  ; 0.143677312420784 ;  ; 0.134114413438858 ; * ; 0.130693046482732 ;  ; 0.167024468365269 ;  ; 0.326073414795443 ;  ; 0.145325469731434 ;  
5;ExcessiveMethodLength ; 0.137431298783987 ; * ; 0.746852489587671 ; * ; 0.523944543680388 ;  ; 0.454978697491352 ;  ; 0.208687151907628 ;  ; 0.185945741758312 ;  ; 0.215288770998225 ;  ; 0.167024468365269 ;  ; 0.399537071568617 ;  ; 0.161972543141853 ;  
6;ExcessiveClassLength ; 0.0999580664241172 ;  ; 0.751950458686582 ; * ; 0.488497220557262 ;  ; 0.421522840536488 ;  ; 0.185656772152139 ;  ; 0.214786219256628 ;  ; 0.126220585548869 ;  ; 0.188878316414517 ;  ; 0.321874121422219 ;  ; 0 ; unique <=2 
7;ExcessiveParameterList ; 0.112174929289425 ; * ; 0 ; unique <=2 ; 0.409583888560223 ;  ; 0.590094069162513 ;  ; 0.370461766740707 ; * ; 0 ;  ; 0.144190663616851 ;  ; 0 ; unique <=2 ; 0.400321742026512 ;  ; 0.223642138082234 ;  
8;ExcessivePublicCount ; 0.103968760088817 ;  ; 0.813873178139101 ; * ; 0.437537683013777 ;  ; 0.660894771505818 ; * ; 0.157930032749442 ;  ; 0.184933862724066 ;  ; 0.193231144766049 ;  ; 0 ; unique <=2 ; 0.323616429603007 ;  ; 0 ;  
9;TooManyFields ; 0.111411757611549 ;  ; 0.715397994972094 ; * ; 1 ;  ; 0.756373528082443 ;  ; 0.144620815931537 ;  ; 0.209857515985569 ;  ; 0.274517233240709 ;  ; 0.165202434735256 ;  ; 0.302494975350597 ;  ; 0 ; unique <=2 
10;TooManyMethods ; 0.181648743944225 ;  ; 0.637867334473351 ; * ; 0.437537683013777 ;  ; 0.652286527758419 ; * ; 0.163782300684998 ;  ; 0.195867072806965 ;  ; 0.142316455370154 ;  ; 0.165202434735256 ;  ; 0.37539327864909 ; * ; 0 ; unique <=2 
11;TooManyPublicMethods ; 0.164936964645608 ; * ; 0.82102118932 ; * ; 0.523944543680388 ;  ; 0.632460622187991 ;  ; 0.126315865575829 ;  ; 0.147488849058018 ;  ; 0.120460449990177 ;  ; 0.165202434735256 ;  ; 0.383861396346258 ;  ; 0.143570595810373 ;  
12;ExcessiveClassComplexity ; 0.119920800643133 ;  ; 0.671913260464017 ; * ; 0.514910766701806 ;  ; 0.507177454514137 ;  ; 0.147572220968681 ;  ; 0.12272300772896 ;  ; 0.109581680711185 ;  ; 0.145005985477021 ;  ; 0.412666146367416 ;  ; 0.209998576841253 ;  
13;NumberOfChildren ; 0.197137007831675 ; * ; 0 ; unique <=2 ; 0 ; unique <=2 ; 0.340626130835994 ;  ; 0.230110368060247 ;  ; 0.186817842807006 ;  ; 0.18691962689179 ;  ; 1 ;  ; 0.19297780108208 ;  ; 0.182177365749686 ;  
14;DepthOfInheritance ; 0 ;  ; 0 ;  ; 0 ;  ; 0 ;  ; 0.086268048709264 ;  ; 0 ;  ; 0 ;  ; 0 ;  ; 0 ; unique <=2 ; 0 ;  
15;CouplingBetweenObjects ; 0.116206087585669 ;  ; 0 ; unique <=2 ; 0 ; unique <=2 ; 0.340626130835994 ;  ; 0.286384953702153 ;  ; 0.131284337842299 ;  ; 0.185404751362929 ;  ; 0.165202434735256 ;  ; 0.365367757678303 ;  ; 0.216459890763312 ;  
16;DevelopmentCodeFragment ; 0.195103665178315 ; * ; 0.423055132440211 ;  ; 0.465116046659389 ;  ; 0.454978697491352 ;  ; 0.282148022270612 ;  ; 0.193497369353741 ;  ; 0.232099451181599 ;  ; 0 ; unique <=2 ; 0.307632247879359 ;  ; 0 ;  
17;UnusedPrivateField ; 0.169828777889378 ; * ; 0 ;  ; 0.525845443290666 ;  ; 0 ;  ; 0.311641280556944 ; * ; 0.165539561313972 ;  ; 0.151200103360703 ;  ; 0 ; unique <=2 ; 0.208136219965784 ;  ; 0 ;  
18;UnusedLocalVariable ; 0.145683157987644 ;  ; 0.349665302222557 ;  ; 0.336242326699175 ;  ; 0.531814652619886 ;  ; 0.106785103645777 ;  ; 0.264371670776848 ;  ; 0.123479671909951 ;  ; 0.145005985477021 ;  ; 0.409723443984133 ;  ; 0.248125067021851 ;  
19;UnusedPrivateMethod ; 0.147170548068882 ;  ; 0 ;  ; 0.525845443290666 ; * ; 0 ; unique <=2 ; 0.268614549790722 ;  ; 0.195502795604223 ;  ; 0.177368017971033 ;  ; 0 ; unique <=2 ; 0.232718348038476 ;  ; 0 ; unique <=2 
20;UnusedFormalParameter ; 0.18622290765748 ;  ; 0.365906500679628 ;  ; 0.440648799802401 ;  ; 0.40425169303406 ;  ; 0.19063545364641 ;  ; 0.171129117309848 ; * ; 0.158781754956273 ;  ; 0.1561266101366 ;  ; 0.363612358136427 ; * ; 0.244015604455663 ;  
21;embed.JS ; 0.176775493634213 ;  ; 0.51044213126818 ;  ; 0.344018109456998 ;  ; 0.596295835914896 ;  ; 0.159106078879699 ;  ; 0.336440238214299 ;  ; 0.123092177035391 ;  ; 0.345182669641685 ;  ; 0.290777673018828 ;  ; 0.201107847423095 ;  
22;inline.JS ; 0.284356546740938 ; * ; 0.38760543069172 ;  ; 0.525845443290666 ; * ; 0.549653823145221 ; * ; 0.15063701554214 ;  ; 0.175307230330758 ;  ; 0.111449592116882 ;  ; 0.284060449368336 ;  ; 0.290777673018828 ;  ; 0 ;  
23;embed.CSS ; 0.233075408396274 ; * ; 0 ; unique <=2 ; 0.406419133976119 ;  ; 0.360636081031937 ; * ; 0.175404225031962 ;  ; 0.128948654367467 ;  ; 0.159680663051995 ;  ; 0.281047044372054 ;  ; 0.290777673018828 ;  ; 0.133065585362638 ;  
24;inline.CSS ; 0.272169450394065 ; * ; 0.660106052292784 ; * ; 0.523944543680388 ;  ; 0.652495196686899 ; * ; 0.208929702150739 ;  ; 0.151364794186924 ;  ; 0.15032845289857 ;  ; 0.194415014832163 ;  ; 0.409723443984133 ;  ; 0.135060968365214 ;  
25;css.in.JS ; 0.141219156463257 ;  ; 0.420214569970193 ;  ; 0.576541822624337 ;  ; 0.49875246214515 ;  ; 0.151404823578158 ;  ; 0.300394016214288 ;  ; 0.320136325415269 ; * ; 0.282813969181477 ;  ; 0.482487213070482 ;  ; 0.279008704744542 ;  
26;css.in.JS..jquery ; 0.114758938109871 ;  ; 0.330053088671697 ;  ; 0.514910766701806 ;  ; 0.340626130835994 ;  ; 0.230457098001281 ;  ; 0.270389067562352 ;  ; 0.316717287058689 ;  ; 0.281047044372054 ;  ; 0.37539327864909 ;  ; 0.199505181722869 ;  
27;max.lines ; 0.152270949002234 ;  ; 0.232503854758286 ;  ; 0.523944543680388 ; * ; 0.625445776284479 ;  ; 0.195832007129085 ;  ; 0.273431067700224 ;  ; 0.110120491302895 ;  ; 0.215358804879954 ;  ; 0.290777673018828 ;  ; 0.185884488075205 ;  
28;max.lines.per.function ; 0.161543874836504 ;  ; 0.103121705494659 ; * ; 0.357837029924909 ;  ; 0.560516824525066 ;  ; 0.129983290739484 ;  ; 0.177938253059084 ;  ; 0.304258748794022 ;  ; 0.262688235883497 ;  ; 0.428238085102564 ;  ; 0.106681345107616 ;  
29;max.params ; 0.253081641900373 ; * ; 0.103121705494659 ; * ; 0.525845443290666 ; * ; 0.575579566205461 ;  ; 0.240286531207086 ;  ; 0.339925414274798 ; * ; 0.291923622887039 ;  ; 0.178188068126899 ;  ; 0.387269297423725 ;  ; 0.210516437052686 ;  
30;complexity ; 0.205228595882413 ; * ; 0.103121705494659 ; * ; 0.525845443290666 ; * ; 0.740452110502321 ; * ; 0.219248127790106 ;  ; 0.164657583382729 ;  ; 0.316312117406118 ;  ; 0.129507676616352 ;  ; 0.461524346492655 ;  ; 0.253015805193998 ;  
31;max.depth ; 0.139410014446999 ; * ; 0.198665332076719 ; * ; 0.523944543680388 ;  ; 0 ; unique <=2 ; 0.17737662343556 ;  ; 0.147048667775411 ;  ; 0.331768889452032 ; * ; 0.197836547515317 ; * ; 0.457558749693063 ;  ; 0.253015805193998 ;  
32;max.nested.callbacks ; 0.140991567400639 ; * ; 0 ; unique <=2 ; 0.455869955983462 ;  ; 0.374168620034651 ;  ; 0.326890943506081 ; * ; 0.183708576143902 ;  ; 0.218381421295585 ;  ; 0.243205337784913 ; * ; 0.31075576021369 ;  ; 0.198571454789784 ;  
33;;;;;;;;;;;;;;;;;;;;;
34;;;;;;;;;;;;;;;;;;;;;
35;CS; te2; issig2; te2; issig2; te2; issig2; te2; issig2; te2; issig2; te2; issig2; te2; issig2; te2; issig2; te2; issig2; te2; issig2
36;CyclomaticComplexity ; 0.136749203047879 ; ; 0.47674370391004 ; ; 0.496389550870554 ; ; 0.386828454844591 ; ; 0.156318428877232 ; ; 0.0959427182804985 ; ; 0.175546331359382 ; ; 0.224834142017831 ; ; 0.653505228128493 ; ; 0.121702711221739 ; 
37;NPathComplexity ; 0.0615041409814486 ; ; 0.47674370391004 ; ; 0.43804219414742 ; ; 0.386828454844591 ; ; 0.149172500222288 ; ; 0.0928915322127315 ; ; 0.200165236092553 ; ; 0.224834142017831 ; ; 0.714309514593255 ; *; 0.183449338899494 ; 
38;ExcessiveMethodLength ; 0.0606981098479233 ; ; 0.335171714729201 ; ; 0.457152627317038 ; ; 0.386828454844591 ; ; 0.12611747089018 ; ; 0.156488516619214 ; ; 0.281012401401065 ; ; 0.224834142017831 ; ; 0.568925557039042 ; ; 0.306121722778832 ; *
39;ExcessiveClassLength ; 0.118761197042291 ; ; 0.514795612566398 ; ; 0.276260272387597 ; ; 0.348537163545637 ; ; 0.253941024195844 ; ; 0.199286554645099 ; ; 0.219234682009312 ; ; 0.223951136351348 ; ; 0.782407951537772 ; *; 0 ; 
40;ExcessiveParameterList ; 0.0804093645923261 ; ; 0 ; ; 0.408283570499298 ; ; 0.577336123785965 ; ; 0.247487848764623 ; ; 0 ; ; 0.282545247286529 ; ; 0 ; ; 0.565109015385884 ; ; 0.0784584950149211 ; 
41;ExcessivePublicCount ; 0.0702502527776955 ; ; 0.312930338698578 ; ; 0.494051237711493 ; ; 0.284124023722158 ; ; 0.165053547206239 ; ; 0.148208520889296 ; ; 0.201117769919466 ; ; 0 ; ; 0.546965981283584 ; ; 0 ; 
42;TooManyFields ; 0.0505985554977707 ; ; 0.319675759894061 ; ; 0 ; ; 0.562006851540408 ; ; 0.246317824633319 ; ; 0.163154196086076 ; ; 0.2772463499795 ; ; 0.214079779477751 ; ; 0.476262409494104 ; ; 0 ; 
43;TooManyMethods ; 0.144233240412985 ; ; 0.391944398141183 ; ; 0.494051237711493 ; ; 0.281951211274593 ; ; 0.105142250505662 ; ; 0.129374822786996 ; ; 0.269251341332789 ; ; 0.214079779477751 ; ; 0.434427458222129 ; ; 0 ; 
44;TooManyPublicMethods ; 0.152621753675408 ; ; 0.47674370391004 ; ; 0.457152627317038 ; ; 0.521741155643491 ; ; 0.143016174544432 ; ; 0.123089760084512 ; ; 0.136680407762131 ; ; 0.214079779477751 ; ; 0.514064123981653 ; ; 0.241486689433017 ; 
45;ExcessiveClassComplexity ; 0.183167999248513 ; ; 0.480516768896376 ; ; 0.173653985967823 ; ; 0.346036497858303 ; ; 0.174409586223807 ; ; 0.0845051847176654 ; ; 0.213982402289628 ; ; 0.266488716924387 ; ; 0.692530751726646 ; ; 0.225920941921526 ; 
46;NumberOfChildren ; 0.115044983413646 ; ; 0 ; ; 0 ; ; 0.312518314234571 ; ; 0.0870635925996341 ; ; 0.180404864703499 ; ; 0.146262306500279 ; ; 0 ; ; 0.511445229000238 ; ; 0.260951629530904 ; 
47;DepthOfInheritance ; 0 ; ; 0 ; ; 0 ; ; 0 ; ; 0.112922972962556 ; *; 0 ; ; 0 ; ; 0 ; ; 0 ; ; 0 ; 
48;CouplingBetweenObjects ; 0.11207702747943 ; ; 0 ; ; 0 ; ; 0.353639983308913 ; ; 0.209133539854527 ; ; 0.119556643054503 ; ; 0.118005905009573 ; ; 0.214079779477751 ; ; 0.58690464432415 ; ; 0.329039344031883 ; *
49;DevelopmentCodeFragment ; 0.0916092102093961 ; ; 0.423347404541281 ; ; 0.423174912310792 ; ; 0.386828454844591 ; ; 0.227849459324466 ; ; 0.122689620939816 ; ; 0.323526834536354 ; *; 0 ; ; 0.259256956334868 ; ; 0 ; 
50;UnusedPrivateField ; 0.140322978930611 ; ; 0 ; ; 0.562642342412322 ; ; 0 ; ; 0.163330584641095 ; ; 0.12735425038177 ; ; 0.106182605661276 ; ; 0 ; ; 0.286233119466815 ; ; 0 ; 
51;UnusedLocalVariable ; 0.138274749741963 ; ; 0.240010106963697 ; ; 0.473541920405466 ; ; 0.472606560551933 ; ; 0.218776764884215 ; ; 0.229527137592721 ; ; 0.13357195173913 ; ; 0.266488716924387 ; ; 0.626209831846242 ; ; 0.204952014443773 ; 
52;UnusedPrivateMethod ; 0.122877263872841 ; ; 0 ; ; 0.465471656577635 ; ; 0 ; ; 0.160518176868288 ; ; 0.156577455925956 ; ; 0.228444530615352 ; ; 0 ; ; 0.169156048459797 ; ; 0 ; 
53;UnusedFormalParameter ; 0.121170866240247 ; ; 0.183066848578899 ; ; 0.408059131363897 ; ; 0.558938408667744 ; ; 0.252372071658515 ; ; 0.115602103688469 ; ; 0.225933477581832 ; ; 0.154227937342878 ; ; 0.130339182208825 ; ; 0.26913307618586 ; 
54;embed.JS ; 0.19750200942117 ; ; 0.332609046613135 ; ; 0.337954662899035 ; ; 0.511704177956405 ; ; 0.134470884524744 ; ; 0.262049613238524 ; ; 0.0916637931453639 ; ; 0.356940528020982 ; ; 0.348968503581672 ; ; 0.158694084118169 ; 
55;inline.JS ; 0.162213080753992 ; ; 0.323305935198219 ; ; 0.379252601541944 ; ; 0.393651189435991 ; ; 0.242682202264842 ; ; 0.171638342008358 ; ; 0.143123828867366 ; ; 0.338355924679891 ; ; 0.348968503581672 ; ; 0 ; 
56;embed.CSS ; 0.158161845266441 ; ; 0 ; ; 0.462932688673837 ; ; 0.213916451043774 ; ; 0.152446013443771 ; ; 0.154932281779515 ; ; 0.189814490402855 ; ; 0.365113575386738 ; ; 0.318448394863283 ; ; 0.184861438732261 ; 
57;inline.CSS ; 0.148710524568325 ; ; 0.266126882163573 ; ; 0.377163896300744 ; ; 0.280790684724783 ; ; 0.251014519308088 ; ; 0.205038926358282 ; ; 0.176520905955266 ; ; 0.328165773373247 ; ; 0.550561348720323 ; ; 0.154273560579287 ; 
58;css.in.JS ; 0.114890245082562 ; ; 0.37864506808767 ; ; 0.499191345996997 ; ; 0.354032352166348 ; ; 0.222282927213773 ; ; 0.177640887337297 ; ; 0.188331155114089 ; ; 0.192387501706322 ; ; 0.53335874108569 ; ; 0.40005749683664 ; *
59;css.in.JS..jquery ; 0.104012111428177 ; ; 0.178974586989168 ; ; 0.173653985967823 ; ; 0.345916111607418 ; ; 0.228073625205932 ; ; 0.185288685789502 ; ; 0.258061889312007 ; ; 0.365113575386738 ; ; 0.57226605722199 ; ; 0.204910158595104 ; 
60;max.lines ; 0.116738300255908 ; ; 0.267689117228913 ; ; 0.45680490108016 ; ; 0.430280662149716 ; ; 0.135098753370342 ; ; 0.247854972607873 ; ; 0.0985540860846136 ; ; 0.129901387640602 ; ; 0.329464252233451 ; ; 0.104162116915684 ; 
61;max.lines.per.function ; 0.112076036298411 ; ; 0.0744269682845527 ; ; 0.505520926970709 ; ; 0.443110835207596 ; ; 0.118856990386905 ; ; 0.194890162921203 ; ; 0.251298687258738 ; ; 0.325769859549006 ; ; 0.347710430435798 ; ; 0.0855300117441038 ; 
62;max.params ; 0.175122999666631 ; ; 0.0744269682845527 ; ; 0.463663469561183 ; ; 0.408968189096898 ; ; 0.270608612321306 ; ; 0.181331053067793 ; ; 0.301753102694499 ; ; 0.276577715835334 ; ; 0.538252432772118 ; ; 0.148006140174854 ; 
63;complexity ; 0.121010905748308 ; ; 0.0744269682845527 ; ; 0.564956977717972 ; ; 0.434956030621077 ; ; 0.176172572255058 ; ; 0.172197271079748 ; ; 0.206322155065246 ; ; 0.174818455251712 ; ; 0.522327513408577 ; ; 0.136817513001362 ; 
64;max.depth ; 0.0903288403502204 ; ; 0.206273732013737 ; ; 0.457152627317038 ; ; 0 ; ; 0.173506890925989 ; ; 0.140290349219298 ; ; 0.242386558089647 ; ; 0.173141030458969 ; ; 0.397624970647069 ; ; 0.136817513001362 ; 
65;max.nested.callbacks ; 0.110155005185398 ; ; 0 ; ; 0.694871846676322 ; *; 0.302483034267745 ; ; 0.239938619031606 ; ; 0.249356427923892 ; ; 0.330262385372283 ; *; 0.238586962612637 ; ; 0.220260166335602 ; ; 0.181846859396665 ; 
