CyclomaticComplexity ; 0.324205516228228 ; 
NPathComplexity ; 0.225073616933461 ; 
ExcessiveMethodLength ; 0.257126377792535 ; 
ExcessiveClassLength ; 0.337597389665434 ; 
ExcessiveParameterList ; 0.685727418226784 ; 
ExcessivePublicCount ; 0.199391381179616 ; 
TooManyFields ; 0.338346874063022 ; 
TooManyMethods ; 0.451864550231237 ; 
TooManyPublicMethods ; 0.224575425579285 ; 
ExcessiveClassComplexity ; 0.253792737704821 ; 
NumberOfChildren ; 0.38004266270588 ; 
DepthOfInheritance ; 0.265841591238625 ; 
CouplingBetweenObjects ; 0.752997361344304 ; 
DevelopmentCodeFragment ; 0.93786026973636 ; 
UnusedPrivateField ; 0.986342748219636 ; 
UnusedLocalVariable ; 0.677323197219722 ; 
UnusedPrivateMethod ; 0.921662741546964 ; 
UnusedFormalParameter ; 0.111935124171174 ; 
embed.JS ; 0.629000379171614 ; 
inline.JS ; 0.311410036011702 ; 
embed.CSS ; 0.955237011507753 ; 
inline.CSS ; 0.849405421196993 ; 
css.in.JS ; 0.68718694733656 ; 
css.in.JS..jquery ; 0.680264542250631 ; 
max.lines ; 0.795609630074085 ; 
max.lines.per.function ; 0.779887160716299 ; 
max.params ; 0.976804556283429 ; 
complexity ; 0.928599205116963 ; 
max.depth ; 0.848826047130239 ; 
max.nested.callbacks ; 0.98117704923383 ; 
