CS; p; issig
CyclomaticComplexity ; 0.749482280763611 ; 
NPathComplexity ; 0.596273424026205 ; 
ExcessiveMethodLength ; 0.400983990227489 ; 
ExcessiveClassLength ; 0.701258667420267 ; 
ExcessiveParameterList ; 0.755808850275773 ; 
ExcessivePublicCount ; 0.818410952779207 ; 
TooManyFields ; all the same value= ; 1
TooManyMethods ; 0.797138596733188 ; 
TooManyPublicMethods ; 0.777765787934966 ; 
ExcessiveClassComplexity ; 0.98908468743966 ; 
NumberOfChildren ; 0.452871404986107 ; 
DepthOfInheritance ; all 0 ; 0
CouplingBetweenObjects ; 0.381524894508953 ; 
DevelopmentCodeFragment ; 0.764062346263924 ; 
UnusedPrivateField ; 0.487359131114973 ; 
UnusedLocalVariable ; 0.334095154925633 ; 
UnusedPrivateMethod ; 0.48464730112894 ; 
UnusedFormalParameter ; 0.479467999141218 ; 
embed.JS ; 0.47332066374335 ; 
inline.JS ; 0.57850745427841 ; 
embed.CSS ; 0.976616578496698 ; 
inline.CSS ; 0.516417687300489 ; 
css.in.JS ; 0.951005145952173 ; 
css.in.JS..jquery ; 0.886939760225153 ; 
max.lines ; 0.396151611128561 ; 
max.lines.per.function ; 0.444260699758905 ; 
max.params ; 0.448346144292193 ; 
complexity ; 0.487806693540696 ; 
max.depth ; 0.542375543150291 ; 
max.nested.callbacks ; 0.41594668148983 ; 
