CS; p; issig
CyclomaticComplexity ; 0.283588383197691 ; 
NPathComplexity ; 0.968118473275928 ; 
ExcessiveMethodLength ; 0.0103836723890284 ; *
ExcessiveClassLength ; 0.933628447007941 ; 
ExcessiveParameterList ; 0.83687847783192 ; 
ExcessivePublicCount ; all 0 ; 0
TooManyFields ; 0.601537923700259 ; 
TooManyMethods ; 0.319326989371364 ; 
TooManyPublicMethods ; 0.718940758847364 ; 
ExcessiveClassComplexity ; 0.230086575793502 ; 
NumberOfChildren ; 0.59233631429129 ; 
DepthOfInheritance ; all 0 ; 0
CouplingBetweenObjects ; 0.409071266777326 ; 
DevelopmentCodeFragment ; all 0 ; 0
UnusedPrivateField ; all 0 ; 0
UnusedLocalVariable ; 0.418121359764559 ; 
UnusedPrivateMethod ; 0.777677552886253 ; 
UnusedFormalParameter ; 0.93102478595332 ; 
embed.JS ; 0.737275662950503 ; 
inline.JS ; all 0 ; 0
embed.CSS ; 0.350556075996441 ; 
inline.CSS ; 0.197022530914195 ; 
css.in.JS ; 0.731162419477752 ; 
css.in.JS..jquery ; 0.148604999265854 ; 
max.lines ; 0.478611142384581 ; 
max.lines.per.function ; 0.514949049761973 ; 
max.params ; 0.386402483202499 ; 
complexity ; 0.43607205540275 ; 
max.depth ; 0.407585060020775 ; 
max.nested.callbacks ; 0.318174367465724 ; 
