id;version1;version2;date1;date2;count
2;2.0.1;2.2.0;2006-02-24;2007-12-26;0
3;2.2.0;2.4.0;2007-12-26;2008-08-22;0
4;2.4.0;2.4.1;2008-08-22;2008-10-31;0
5;2.4.1;2.5.0;2008-10-31;2008-12-29;0
6;2.5.0;2.6.0;2008-12-29;2009-04-25;0
7;2.6.0;2.6.1;2009-04-25;2009-06-14;0
8;2.6.1;2.7.0;2009-06-14;2009-12-04;0
9;2.7.0;2.7.1;2009-12-04;2009-12-30;0
10;2.7.1;2.8.0;2009-12-30;2010-03-16;0
11;2.8.0;2.8.1;2010-03-16;2010-05-02;0
12;2.8.1;2.9.0;2010-05-02;2010-09-29;0
13;2.9.0;3.0.0;2010-09-29;2011-04-11;0
14;3.0.0;3.0.1;2011-04-11;2011-07-10;0
15;3.0.1;3.1.0;2011-07-10;2012-01-01;3
16;3.1.0;3.1.1;2012-01-01;2012-03-01;6
17;3.1.1;3.2.0;2012-03-01;2012-07-11;20
18;3.2.0;3.2.1;2012-07-11;2012-08-29;12
19;3.2.1;3.2.2;2012-08-29;2012-09-12;3
20;3.2.2;3.2.3;2012-09-12;2012-12-05;14
21;3.2.3;3.3.0;2012-12-05;2013-02-20;30
22;3.3.0;3.3.1;2013-02-20;2013-03-18;15
23;3.3.1;3.3.2;2013-03-18;2013-05-22;51
24;3.3.2;3.3.3;2013-05-22;2013-07-24;29
25;3.3.3;3.4.0;2013-07-24;2013-08-04;5
26;3.4.0;3.4.1;2013-08-04;2013-10-13;16
27;3.4.1;3.4.2;2013-10-13;2014-01-05;26
28;3.4.2;3.5.0;2014-01-05;2014-02-03;4
29;3.5.0;3.5.1;2014-02-03;2014-03-09;10
30;3.5.1;3.5.2;2014-03-09;2014-04-13;13
31;3.5.2;3.5.3;2014-04-13;2014-05-31;18
32;3.5.3;3.5.4;2014-05-31;2014-07-15;28
33;3.5.4;3.6.0;2014-07-15;2014-08-16;8
34;3.6.0;3.6.1;2014-08-16;2014-10-04;18
35;3.6.1;3.6.2;2014-10-04;2014-12-27;48
36;3.6.2;3.6.3;2014-12-27;2015-04-19;133
37;3.6.3;3.7.0;2015-04-19;2015-04-20;2
38;3.7.0;3.7.1;2015-04-20;2015-06-01;95
39;3.7.1;3.8.0;2015-06-01;2015-09-13;230
40;3.8.0;3.8.1;2015-09-13;2015-10-11;72
41;3.8.1;3.8.2;2015-10-11;2015-11-08;66
42;3.8.2;3.8.3;2015-11-08;2015-12-27;99
43;3.8.3;3.8.4;2015-12-27;2016-03-12;132
44;3.8.4;3.9.0;2016-03-12;2016-03-13;1
45;3.9.0;3.9.1;2016-03-13;2016-04-23;89
46;3.9.1;3.9.2;2016-04-23;2016-06-06;79
47;3.9.2;3.9.3;2016-06-06;2016-07-17;66
48;3.9.3;4.0.0;2016-07-17;2016-09-03;83
49;4.0.0;4.0.1;2016-09-03;2016-10-02;48
50;4.0.1;4.0.2;2016-10-02;2016-10-31;37
51;4.0.2;4.0.3;2016-10-31;2016-12-26;94
52;4.0.3;4.0.4;2016-12-26;2017-01-24;50
53;4.0.4;5.0.0;2017-01-24;2017-03-12;72
54;5.0.0;5.0.1;2017-03-12;2017-04-03;56
55;5.0.1;5.0.2;2017-04-03;2017-05-06;83
56;5.0.2;5.0.3;2017-05-06;2017-06-01;43
57;5.0.3;5.0.4;2017-06-01;2017-06-26;53
58;5.0.4;5.0.5;2017-06-26;2017-08-26;78
59;5.0.5;6.0.0;2017-08-26;2017-09-04;10
60;6.0.0;6.0.1;2017-09-04;2017-09-20;41
61;6.0.1;6.0.2;2017-09-20;2017-10-07;71
62;6.0.2;6.0.3;2017-10-07;2017-10-29;49
63;6.0.3;6.0.4;2017-10-29;2017-12-05;54
64;6.0.4;6.0.5;2017-12-05;2018-01-26;68
65;6.0.5;7.0.0;2018-01-26;2018-02-18;39
66;7.0.0;7.0.1;2018-02-18;2018-03-23;75
67;7.0.1;7.0.2;2018-03-23;2018-05-12;104
68;7.0.2;7.0.3;2018-05-12;2018-06-23;59
69;7.0.3;8.0.0;2018-06-23;2018-08-14;66
70;8.0.0;8.0.1;2018-08-14;2018-09-02;36
71;8.0.1;8.0.2;2018-09-02;2018-09-19;50
72;8.0.2;8.0.3;2018-09-19;2018-11-05;86
73;8.0.3;8.0.4;2018-11-05;2018-12-23;80
74;8.0.4;9.0.0;2018-12-23;2019-02-01;41
75;9.0.0;9.0.1;2019-02-01;2019-03-05;38
76;9.0.1;9.0.2;2019-03-05;2019-04-07;47
77;9.0.2;9.0.3;2019-04-07;2019-05-09;45
78;9.0.3;10.0.0;2019-05-09;2019-06-30;80
79;10.0.0;10.0.1;2019-06-30;2019-08-04;78
80;10.0.1;10.0.2;2019-08-04;2019-09-11;58
81;10.0.2;10.0.3;2019-09-11;2019-10-23;77
82;10.0.3;10.0.4;2019-10-23;2019-11-27;57
83;10.0.4;10.0.5;2019-11-27;2019-12-24;42
84;10.0.5;next;2019-12-24;2020-01-05;15
