CS; p; issig
CyclomaticComplexity ; 0.996986596337253 ; 
NPathComplexity ; 0.889276395593817 ; 
ExcessiveMethodLength ; 0.654508716084268 ; 
ExcessiveClassLength ; 0.586828117290854 ; 
ExcessiveParameterList ; 0.14293358756488 ; 
ExcessivePublicCount ; 0.238896175378435 ; 
TooManyFields ; 0.171200316059854 ; 
TooManyMethods ; 0.0558045960138922 ; 
TooManyPublicMethods ; 0.932327651492428 ; 
ExcessiveClassComplexity ; 0.769880409593525 ; 
NumberOfChildren ; 0.000361863709063628 ; *
DepthOfInheritance ; all 0 ; 0
CouplingBetweenObjects ; 0.152325984665866 ; 
DevelopmentCodeFragment ; 0.0529570993039265 ; 
UnusedPrivateField ; all 0 ; 0
UnusedLocalVariable ; 0.0513245874075605 ; 
UnusedPrivateMethod ; all 0 ; 0
UnusedFormalParameter ; 0.544028791239072 ; 
embed.JS ; 0.092357059287481 ; 
inline.JS ; 0.445488158991138 ; 
embed.CSS ; 0.0190070182376519 ; *
inline.CSS ; 0.207612188548208 ; 
css.in.JS ; 0.0628743705145018 ; 
css.in.JS..jquery ; 0.939427117079815 ; 
max.lines ; 0.276545948627981 ; 
max.lines.per.function ; 0.62416042142441 ; 
max.params ; 0.62898056337861 ; 
complexity ; 0.391987362739178 ; 
max.depth ; 0.863733011190717 ; 
max.nested.callbacks ; 0.522703673435766 ; 
