id;version1;version2;date1;date2;count
2;2_7_2;2_8_0;2005-06-01;2005-11-11;0
3;2_8_0;2_8_1;2005-11-11;2006-01-17;0
4;2_8_1;2_8_3;2006-01-17;2007-08-22;0
5;2_8_3;2_9_0;2007-08-22;2008-08-06;0
6;2_9_0;3_0_0;2008-08-06;2009-03-15;0
7;3_0_0;3_0_1;2009-03-15;2009-03-31;0
8;3_0_1;3_1_0;2009-03-31;2009-08-24;0
9;3_1_0;3_2_0;2009-08-24;2010-02-16;0
10;3_2_0;4_0_0;2010-02-16;2011-03-26;0
11;4_0_0;4_1_0;2011-03-26;2011-09-21;0
12;4_1_0;4_1_1;2011-09-21;2012-08-30;0
13;4_1_1;4_1_2;2012-08-30;2013-08-17;0
14;4_1_2;4_1_2_3;2013-08-17;2013-11-02;0
15;4_1_2_3;4_1_2_6;2013-11-02;2014-06-07;0
16;4_1_2_6;4_1_2_7;2014-06-07;2014-06-13;0
17;4_1_2_7;4_2_0;2014-06-13;2014-12-21;0
18;4_2_0;4_2_0_3;2014-12-21;2015-05-30;0
19;4_2_0_3;4_2_1;2015-05-30;2016-03-24;0
20;4_2_1;4_2_2;2016-03-24;2016-05-18;0
21;4_2_2;5_0_0;2016-05-18;2017-02-14;47
22;5_0_0;5_0_0_5;2017-02-14;2017-09-23;36
23;5_0_0_5;5_0_0_6;2017-09-23;2017-11-10;10
24;5_0_0_6;5_0_1;2017-11-10;2018-04-21;14
25;5_0_1;5_0_1_1;2018-04-21;2018-04-28;1
26;5_0_1_1;5_0_1_2;2018-04-28;2018-05-07;0
27;5_0_1_2;5_0_1_3;2018-05-07;2018-05-28;4
28;5_0_1_3;5_0_1_4;2018-05-28;2018-07-15;3
29;5_0_1_4;5_0_1_5;2018-07-15;2018-08-17;1
30;5_0_1_5;5_0_1_6;2018-08-17;2018-09-09;0
31;5_0_1_6;5_0_1_7;2018-09-09;2019-02-15;4
32;5_0_1_7;5_0_2;2019-02-15;2019-08-04;10
33;5_0_2;5_0_2_1;2019-08-04;2019-10-11;3
34;5_0_2_1;next;2019-10-11;2020-04-29;33
