1;CS;phpmyadmin;phpmyadmin_sig;dokuwiki;dokuwiki sig _;opencart;opencart sig _;phpbb;phpbb sig _;phppgadmin;phppgadmin sig _;mediawiki;mediawiki sig _;prestashop;prestashop sig _;vanilla;vanilla sig _;dolibarr;dolibarr sig _;roundcubemail;roundcubemail sig _;openemr;openemr sig _;kanboard;kanboard sig _
2;CyclomaticComplexity ;0.504300554864405; ;0.654621103816405; ;0.288549552571708; ;0.227573596678164;NA;0.690143150103072;NA;4.24239319726518e-07; *;0.52054154176163;NA;0.454662116644672; ;6.86489971277069e-08; *;0.269253515431739; ;0.822316842864403; ;0.224562894360822; 
3;NPathComplexity ;0.647290343416844; ;0.526775070421573; ;0.40499714242175; ;0.270696753794817;NA;0.828791792060702;NA;4.38343198934847e-07; *;0.453335855730505;NA;0.117746722774553; ;3.63499848371599e-07; *;0.375247029485163; ;0.336211031087808; ;0.223223730903551; 
4;ExcessiveMethodLength ;0.150855829542041; ;0.691267621151697; ;0.114186695119234; ;0.261194505421328;NA;0.142798974996693;NA;1.40557118436952e-06; *;0.507308656023372;NA;8.49812362729459e-05; *;2.3064231987487e-06; *;0.270155509504423; ;0.222524241873344; ;0.327543952036761; 
5;ExcessiveClassLength ;0.000263350733466051; *;0.92259990938402; ;0.981467035258126; ;0.230250559138287;NA;0.199827814412485;NA;4.68069996949008e-07; *;0.574039829235172;NA;0.104962946250367; ;0.23319920050055; ;0.277247020926923; ;0.572141481038255; ;0.824122249746798; 
6;ExcessiveParameterList ;0.537651590403102; ;0.333960510237653; ;0.868289192660387; ;0.155488003033651;NA;0.525683213948656;NA;0.000118609489247659; *;0.733800441285501;NA;1; 0;0.000116711775253207; *;0.542638387743735; ;0.25029298366166; ;0.994653436625685; 
7;ExcessivePublicCount ;0.0395573971385329; *;0.916107207765066; ;0.583664522342387; ;0.893062781867644;NA;0.610109800946078;NA;0.150094742341439; ;0.635956483592666;NA;0.69614461020508; ;0.000640829311398325; *;0.283153479284645; ;0.499514250182637; ;1; 0
8;TooManyFields ;0.410970056227436; ;0.710831082788179; ;1;  all cs=1;0.147819413459275;NA;0.890306449871671;NA;9.01478411210517e-06; *;0.418113747308776;NA;0.820721029973048; ;0.000492272054299463; *;0.215675433832531; ;0.882980364496134; ;0.599394480239184; 
9;TooManyMethods ;0.421552915611238; ;0.781887000917722; ;0.54897581775077; ;0.563002890748625;NA;0.431571853318506;NA;2.45460075906807e-06; *;0.775681334946741;NA;0.034314831164457; *;1.39214815708324e-10; *;0.248167293325122; ;0.0986035732756536; ;0.684160114184665; 
10;TooManyPublicMethods ;0.00297626632706272; *;0.848514302211595; ;0.749546702516888; ;0.416213043209455;NA;0.575847313638748;NA;0.567161482317234; ;0.510998879025698;NA;0.614825450239548; ;0.00135949776865453; *;0.253588595453389; ;0.162126547964874; ;0.574828921343541; 
11;ExcessiveClassComplexity ;0.00530277273756085; *;0.815692673166129; ;0.912712415456916; ;0.197330405985646;NA;0.367017885408142;NA;6.69532826530633e-08; *;0.400622764586792;NA;0.864844857964848; ;0.0001748818812595; *;0.222150452181469; ;0.999650107201576; ;0.802668799726588; 
12;NumberOfChildren ;0.00112783950637309; *;0.89183242605583; ;0.175673596227392; ;0.942140588813473;NA;0.994585846831869;NA;2.91274210238988e-05; *;0.987764460537676;NA;0.536208657183267; ;0.0682940667862951; ;1;  all cs=1;0.0877239086239571; ;0.844180417624056; 
13;DepthOfInheritance ;1; 0;1; 0;1; 0;1;0;0.192129585155066;NA;1; 0;0.929775165012039;NA;1; 0;1; 0;1; 0;0.407489487953512; ;1; 0
14;CouplingBetweenObjects ;0.00336985474075108; *;0.678824682433704; ;0.0682663309472969; ;0.985258094749917;NA;0.125573948051763;NA;1.15132673344123e-06; *;0.815981090885215;NA;0.610444049221714; ;0.0105657146151968; *;0.425101123654401; ;0.272732306109188; ;0.219230858844291; 
15;DevelopmentCodeFragment ;0.103035319038844; ;0.405987405710248; ;0.650102334781893; ;0.834534168265387;NA;1;0;0.0135866642035085; *;0.388416331684959;NA;0.244701639064185; ;0.0141393278544974; *;0.255507053547443; ;0.118504344550549; ;1; 0
16;UnusedPrivateField ;0.399808817858996; ;1; 0;0.0980294748943524; ;1;0;1;0;0.0110728260088887; *;0.903848540040554;NA;0.167738216839251; ;0.0393863437148152; *;0.576274691633572; ;0.217609396364008; ;1; 0
17;UnusedLocalVariable ;0.215441080083544; ;0.134895574751895; ;0.040855087822019; *;0.28822579643619;NA;0.822422500878406;NA;0.000383499263378565; *;0.527612474237235;NA;0.0207710057720956; *;3.74032438578056e-05; *;0.631696358791282; ;0.394832896429085; ;0.717719098820731; 
18;UnusedPrivateMethod ;0.74334866493188; ;1; 0;0.554232369113589; ;0.0753924350482783;NA;1;0;2.98245084530562e-05; *;0.967111283922506;NA;0.74116145495084; ;0.00327706627468534; *;0.542638387743735; ;0.069104211119774; ;0.537483006731968; 
19;UnusedFormalParameter ;0.187313588520618; ;0.860561321562017; ;0.0464578083148635; *;0.680175967634945;NA;0.503422220071838;NA;0.0460853298405659; *;0.320871060482559;NA;0.787025696890742; ;0.000167060914589609; *;0.204636199368466; ;0.0499551545182408; *;0.393411346713756; 
20;embed.JS ;0.18465298755934; ;0.286686609596728; ;0.284311954743621; ;0.262522754918538;NA;0.482567096094514;NA;0.0433683062559893; *;0.925037734725132;NA;0.0634924394693256; ;0.000412546348574532; *;0.815738043177624; ;0.271791826061969; ;3.73791059784355e-07; *
21;inline.JS ;0.122435580702431; ;0.67127415596422; ;0.490700158539237; ;0.311937718087324;NA;0.903425161974018;NA;0.0106814547824225; *;0.639534026577949;NA;0.74571469795333; ;0.523670299937668; ;0.712362160761888; ;0.256513813201008; ;1; 0
22;embed.CSS ;0.257293305773104; ;0.0188246399936866; *;0.986933990073274; ;0.441851291162578;NA;0.641432122147685;NA;0.0186882383808539; *;0.867439813190635;NA;0.454912742095944; ;0.082495817479481; ;0.85024040100616; ;0.444190141527431; ;0.112345083733865; 
23;inline.CSS ;0.332090651879389; ;0.00281010120591156; *;0.367753390406342; ;0.526980688122102;NA;0.0506196122082084;NA;0.253821480206034; ;0.897020696676886;NA;0.226064118610671; ;0.0045587344660487; *;0.711703313813579; ;0.173014953714294; ;0.352272398346304; 
24;css.in.JS ;0.885346860864876; ;0.497996794246713; ;0.952534566564501; ;0.429058643665288;NA;0.967851750042476;NA;0.000400928720809424; *;0.695867575900206;NA;0.798329072162447; ;1.07088469642803e-05; *;0.574990958937936; ;0.6692893037106; ;0.294350702279631; 
25;css.in.JS..jquery ;0.745111337078957; ;0.43054382460651; ;0.920264916816384; ;0.26523062321788;NA;0.12317664289246;NA;6.65395762737135e-06; *;0.557988883031307;NA;0.202575125523146; ;0.978524765465783; ;0.69363644938719; ;0.123925996634642; ;0.0559643890016633; 
26;max.lines ;0.479794947670409; ;0.666420336618214; ;0.0365902334312219; *;0.398266721069648;NA;0.117172090996714;NA;0.420498250120979; ;0.676817988218253;NA;0.101598835572816; ;0.00983832720220697; *;0.773472657262104; ;0.0296078954529215; *;0.0326043401502506; *
27;max.lines.per.function ;0.154045246656603; ;0.313436306339168; ;0.116661587296954; ;0.292109099050946;NA;0.193296205949471;NA;5.78149309013604e-05; *;0.896780573706928;NA;0.0281671304650634; *;0.380629440841042; ;0.875442802983973; ;0.0621036604025359; ;0.0769451854527309; 
28;max.params ;0.972929432456433; ;0.458412370986021; ;0.210599218550239; ;0.0723202180026066;NA;0.349329757821085;NA;0.937322611465028; ;0.923345266441135;NA;0.784081903681599; ;0.652421281421979; ;0.993468779096175; ;0.0317568672552348; *;0.0243742714790996; *
29;complexity ;0.970444183200487; ;0.334213291839478; ;0.256134608664992; ;0.111118913026789;NA;0.26190280605431;NA;0.000827111109108472; *;0.881836730459683;NA;0.88926926021465; ;0.136000332413464; ;0.937224657417921; ;0.0903043405555845; ;0.023222244876951; *
30;max.depth ;0.996147363092682; ;0.21123991073398; ;0.397840109982825; ;0.0918131465581152;NA;0.975562546393099;NA;0.970518880781029; ;0.810276486655824;NA;0.719548629939006; ;0.0404588493755307; *;0.635274548380444; ;0.707510096298589; ;0.0256017460573786; *
31;max.nested.callbacks ;0.91548883688974; ;0.855191940326441; ;0.0873775808246264; ;0.140911692471983;NA;1;0;0.00102529866636673; *;0.999772115062813;NA;0.223814253813394; ;0.00254401541017327; *;0.98185077873663; ;0.0271339536089106; *;0.0750754222558026; 
