1;CS;phpmyadmin;phpmyadmin_p;dokuwiki;dokuwiki p _;opencart;opencart p _;phpbb;phpbb p _;phppgadmin;phppgadmin p _;mediawiki;mediawiki p _;prestashop;prestashop p _;vanilla;vanilla p _;dolibarr;dolibarr p _;roundcubemail;roundcubemail p _;openemr;openemr p _;kanboard;kanboard p _
2;CS; te; p; te; p; te; p; te; p; te; p; te; p; te; p; te; p; te; p; te; p; te; p; te; p
3;CyclomaticComplexity ; 0.111619366413472 ; 0.143333333333333 ; 0.342007617269907 ; 0.103333333333333 ; 0.402789363101149 ; 0.346666666666667 ; 0.351029507320887 ; 0.0966666666666667 ; 0.657798617482718 ; 0.24 ; 0.156414262853653 ; 0.496666666666667 ; 0.178317614235317 ; 0.57 ; 0.190474525879163 ; 0.03 ; 0.200891205820806 ; 0.55 ; 0.106204853801331 ; 0.9 ; 0.596613583888401 ; 0.0866666666666667 ; 0.203270951248348 ; 0.42 
4;NPathComplexity ; 0.0705621256367075 ; 0.686666666666667 ; 0.327110770014073 ; 0.1 ; 0.699574195203172 ; 0.246666666666667 ; 0.279101221797879 ; 0.236666666666667 ; 0.740408172491982 ; 0.03 ; 0.178015816520229 ; 0.453333333333333 ; 0.178317614235317 ; 0.57 ; 0.231454403711941 ; 0.0166666666666667 ; 0.210889861454071 ; 0.246666666666667 ; 0.106204853801331 ; 0.9 ; 0.669255666215021 ; 0.0666666666666667 ; 0.178637601390203 ; 0.493333333333333 
5;ExcessiveMethodLength ; 0.0821643691335656 ; 0 ; 0.292737785642275 ; 0.273333333333333 ; 0.486780166221941 ; 0.46 ; 0.362937503693392 ; 0.0266666666666667 ; 0.506540977385706 ; 0.17 ; 0.202516666436129 ; 0.173333333333333 ; 0.195616691408363 ; 0.44 ; 0.294364409319471 ; 0.12 ; 0.233733512415248 ; 0.186666666666667 ; 0.106204853801331 ; 0.9 ; 0.614636466059031 ; 0.05 ; 0.220016220152665 ; 0.176666666666667 
6;ExcessiveClassLength ; 0.141774247233457 ; 0.03 ; 0.281423073154051 ; 0.216666666666667 ; 0.549294417071672 ; 0.163333333333333 ; 0.203560432725939 ; 0.483333333333333 ; 0.571657946422855 ; 0.18 ; 0.203087894390941 ; 0.0166666666666667 ; 0.22155004218596 ; 0.41 ; 0.255141799847136 ; 0.296666666666667 ; 0.310390315814854 ; 0.14 ; 0.258655802055733 ; 0.316666666666667 ; 0.540737575118577 ; 0.29 ; 0 ; 0 
7;ExcessiveParameterList ; 0.132490635969142 ; 0.00333333333333333 ; 0 ; 0 ; 0.589856525699601 ; 0.126666666666667 ; 0.181646740988176 ; 0.69 ; 0.460007142605713 ; 0.38 ; 0.189391495328574 ; 0.04 ; 0.176710872833214 ; 0.72 ; 0 ; 0 ; 0.191633534273178 ; 0.156666666666667 ; 0 ; 0 ; 0.611497720909191 ; 0.1 ; 0.129994002958236 ; 0.396666666666667 
8;ExcessivePublicCount ; 0.113319235310948 ; 0.143333333333333 ; 0.215988612260696 ; 0.193333333333333 ; 0.45855900201606 ; 0.646666666666667 ; 0.279327811613324 ; 0.203333333333333 ; 0.587431852663504 ; 0.04 ; 0.126109070938255 ; 0.833333333333333 ; 0.29357929351172 ; 0.116666666666667 ; 0.273340780831576 ; 0.213333333333333 ; 0.287573800128539 ; 0.136666666666667 ; 0 ; 0 ; 0.350415542483386 ; 0.573333333333333 ; 0 ; 0 
9;TooManyFields ; 0.0811683877279797 ; 0.34 ; 0.224028611524257 ; 0.253333333333333 ; 1 ;  all cs=1 ; 0.189296993314661 ; 0.666666666666667 ; 0 ; 0 ; 0.177667381005503 ; 0.633333333333333 ; 0.216395428509936 ; 0.34 ; 0.269958602706799 ; 0.213333333333333 ; 0.31351196491453 ; 0.0866666666666667 ; 0.334718218470679 ; 0.15 ; 0.40814727419983 ; 0.46 ; 0 ; 0 
10;TooManyMethods ; 0.187288202785 ; 0.0633333333333333 ; 0.176882017289074 ; 0.51 ; 0.45855900201606 ; 0.646666666666667 ; 0.240055906681483 ; 0.343333333333333 ; 0.527927397142339 ; 0.27 ; 0.122813470527529 ; 0.673333333333333 ; 0.26566874747323 ; 0.25 ; 0.341939846145911 ; 0.0666666666666667 ; 0.323526986841452 ; 0.05 ; 0.334718218470679 ; 0.15 ; 0.482333719167067 ; 0 ; 0 ; 0 
11;TooManyPublicMethods ; 0.144081370644989 ; 0.00666666666666667 ; 0.210086936202098 ; 0.126666666666667 ; 0.491317115192074 ; 0.44 ; 0.142099898084697 ; 0.866666666666667 ; 0.361680636628318 ; 0 ; 0.157675273726307 ; 0.45 ; 0.268983521654628 ; 0.146666666666667 ; 0.254721068078368 ; 0.293333333333333 ; 0.283838427320644 ; 0.193333333333333 ; 0.343314478734497 ; 0.14 ; 0.595874885194892 ; 0.176666666666667 ; 0.269721996897267 ; 0.0566666666666667 
