1;CS;phpmyadmin;phpmyadmin_p;dokuwiki;dokuwiki p _;opencart;opencart p _;phpbb;phpbb p _;prestashop;prestashop p _;vanilla;vanilla p _;dolibarr;dolibarr p _;roundcubemail;roundcubemail p _;openemr;openemr p _;kanboard;kanboard p _
2;CS; r^2; p; r^2; p; r^2; p; r^2; p; r^2; p; r^2; p; r^2; p; r^2; p; r^2; p; r^2; p
3;CyclomaticComplexity ; 0.0138937889376203 ; 0.116077294711888 ; 0.168773453625267 ; 0.0216892836719578 ; 0.00342414875770472 ; 0.776453163628381 ; 0.289698845218391 ; 0.00215424288219617 ; 0.00101689312980641 ; 0.805647454807473 ; 0.0413550442161217 ; 0.109921568500405 ; 0.0838631295836184 ; 0.0150314900167193 ; 0.0166720764345625 ; 0.488764443709265 ; 0.0995150159087159 ; 0.2022519417122 ; 0.0295803357849401 ; 0.170702430532281 
4;NPathComplexity ; 0.00571395198017586 ; 0.314565218901147 ; 0.18262670299577 ; 0.0164898924182957 ; 0.0219973653350949 ; 0.469629628508775 ; 0.251833497809596 ; 0.00472085625238409 ; 3.90860002708068e-05 ; 0.961536149477502 ; 0.00113035545520834 ; 0.793640139016305 ; 0.195058682237875 ; 0.000129509479000613 ; 0.0131651783139595 ; 0.538801959002092 ; 0.0184686218199089 ; 0.59079494293656 ; 0.0233522116967249 ; 0.224260927549969 
5;ExcessiveMethodLength ; 0.0422924253293252 ; 0.005749556328728 ; 0.137361681277437 ; 0.04012219026639 ; 0.0302750482991868 ; 0.395273233119272 ; 0.243875717659114 ; 0.00554620768695193 ; 0.00115131932645859 ; 0.793466509810779 ; 0.139524450391687 ; 0.0025664708546451 ; 0.14177114007967 ; 0.00131527935805524 ; 0.017165639239041 ; 0.482345033602973 ; 0.00324193532622806 ; 0.822441160239528 ; 0.0024102913365902 ; 0.697743328543657 
6;ExcessiveClassLength ; 0.100558442621219 ; 1.52483890618188e-05 ; 0.0598233892949675 ; 0.18480877002338 ; 0.013087141468922 ; 0.577891818637078 ; 0.335582545935381 ; 0.00079536006258778 ; 0.0276593398570193 ; 0.196391066812867 ; 0.168537482444736 ; 0.000832100658346994 ; 1.41273342679397e-05 ; 0.975364548317915 ; 0.0189551356678837 ; 0.460159730230889 ; 0.00658765426834756 ; 0.748848200068372 ; 2.22691079989108e-05 ; 0.970239507680347 
7;ExcessiveParameterList ; 0.0034694045099718 ; 0.433503929267901 ; 0.0465777746299426 ; 0.24359287998129 ; 0.0144205131267919 ; 0.559001965748202 ; 0.0632467888229533 ; 0.180051569482146 ; 0.128565950198486 ; 0.0042141065985902 ; 0 ; 0 ; 0.194191487871776 ; 0.000134603344672667 ; 0.0164737208381773 ; 0.491383429214779 ; 0.000563897666872908 ; 0.925484344867672 ; 0.0639545695396049 ; 0.0421040077803418 
8;ExcessivePublicCount ; 0.0282961552192627 ; 0.0243947363259098 ; 0.0650363252389444 ; 0.16618337380336 ; 0.00203661021229884 ; 0.826722717413825 ; 0.0991002912394931 ; 0.0901964236633238 ; 0.0138042553270276 ; 0.363108885626613 ; 0.0198212619385951 ; 0.271077084756339 ; 0.161345569855985 ; 0.000567801181416701 ; 0.034983364768379 ; 0.313686001186087 ; 0.00165120749397479 ; 0.872811478767359 ; 0 ; 0 
9;TooManyFields ; 8.71399379712007e-06 ; 0.968716773268621 ; 0.00148187922919718 ; 0.837103163075749 ; 1 ;  all cs=1 ; 0.234518579990273 ; 0.00669297631967705 ; 0.0200764042631427 ; 0.271974779693372 ; 0.0740492983329978 ; 0.0309645012824633 ; 0.0777681541691902 ; 0.019399607682496 ; 0.0239371030195334 ; 0.40594820945162 ; 0.00903437966650794 ; 0.70754078792337 ; 0.0476818410699775 ; 0.0805532680635636 
10;TooManyMethods ; 0.0178256309685816 ; 0.0747901697378787 ; 0.0184894488337249 ; 0.465776458314109 ; 0.0016576914549385 ; 0.843454599015456 ; 0.117725257223462 ; 0.0634186385470015 ; 0.0138407442853641 ; 0.362471000972769 ; 0.154272351824177 ; 0.00145183139629072 ; 0.0861944072996724 ; 0.0136351202639107 ; 0.0216126171324155 ; 0.429997961276239 ; 0.0569356839162934 ; 0.340316982492992 ; 0.0714232151657978 ; 0.0313852669138135 
11;TooManyPublicMethods ; 0.108950142218321 ; 6.41309455226512e-06 ; 0.157039150261054 ; 0.027315560288377 ; 0.0147531240534452 ; 0.554470275995671 ; 0.166657305438012 ; 0.0251178171731751 ; 0.0042617614131035 ; 0.614184414203542 ; 0.0241680691819126 ; 0.223742842753588 ; 0.0314639086387534 ; 0.141825019926357 ; 0.017240903471359 ; 0.481378071745201 ; 0.0502015475544879 ; 0.371434569272657 ; 0.162611831855486 ; 0.000866360299531248 
