CS; r^2; p; issig
CyclomaticComplexity ; 0.00589853120771841 ; 0.55297432461649 ; 
NPathComplexity ; 0.0140697841867837 ; 0.358501583962641 ; 
ExcessiveMethodLength ; 0.00631130050084988 ; 0.539359914390516 ; 
ExcessiveClassLength ; 0.0012127193614587 ; 0.788155524415908 ; 
ExcessiveParameterList ; 0.0387512492179863 ; 0.125145620757368 ; 
ExcessivePublicCount ; 9.83717883276116e-05 ; 0.939014209742639 ; 
TooManyFields ; 6.05768400906865e-05 ; 0.952125388782803 ; 
TooManyMethods ; 0.000532374378104261 ; 0.858718915224661 ; 
TooManyPublicMethods ; 0.00332797308712195 ; 0.656054292438851 ; 
ExcessiveClassComplexity ; 0.0120298422946841 ; 0.396095590536435 ; 
NumberOfChildren ; 0.11519949967963 ; 0.00695997464153821 ; *
DepthOfInheritance ; 0.00735533584510056 ; 0.507471284854326 ; 
CouplingBetweenObjects ; 0.0328811183343879 ; 0.158400384271915 ; 
DevelopmentCodeFragment ; 0.0408420452925895 ; 0.115208395281629 ; 
UnusedPrivateField ; 0.121304019418329 ; 0.00553651553887842 ; *
UnusedLocalVariable ; 0.083916111631943 ; 0.0223861426097196 ; *
UnusedPrivateMethod ; 0.0462759688860385 ; 0.0931336430398411 ; 
UnusedFormalParameter ; 0.0217391042410245 ; 0.252791613668417 ; 
embed.JS ; 0.00532209322490117 ; 0.573100287255619 ; 
inline.JS ; 0.00163370019320884 ; 0.755108498747531 ; 
embed.CSS ; 0.115317503734197 ; 0.00692929060077832 ; *
inline.CSS ; 0.0109407122192348 ; 0.418477193249732 ; 
css.in.JS ; 0.02743473304093 ; 0.198243548398252 ; 
css.in.JS..jquery ; 0.00564708327040945 ; 0.561585188364365 ; 
max.lines ; 2.41984693252042e-05 ; 0.969730964891619 ; 
max.lines.per.function ; 0.0039587983050903 ; 0.627091951939199 ; 
max.params ; 0.142321485741436 ; 0.00250615061326675 ; *
complexity ; 0.110989633067993 ; 0.00814740553887697 ; *
max.depth ; 0.0640857396098931 ; 0.0471202176851329 ; *
max.nested.callbacks ; 0.117557530723739 ; 0.00637160582529019 ; *
