CS; r^2; p; issig
CyclomaticComplexity ; 0.204564779855133 ; 0.026484236857747 ; *
NPathComplexity ; 0.0742135141809211 ; 0.19779304043448 ; 
ExcessiveMethodLength ; 0.0138153962909904 ; 0.584390188899298 ; 
ExcessiveClassLength ; 0.0346701744639205 ; 0.383674910327758 ; 
ExcessiveParameterList ; 0.00459011666459664 ; 0.753102633278938 ; 
ExcessivePublicCount ; 0.0177315060963133 ; 0.535064081474025 ; 
TooManyFields ; 0.0569559511416171 ; 0.261406521713098 ; 
TooManyMethods ; 0.151756400684728 ; 0.0598797451383726 ; 
TooManyPublicMethods ; 0.159757898833267 ; 0.0529760855076452 ; 
ExcessiveClassComplexity ; 0.0792867697564557 ; 0.182541917577268 ; 
NumberOfChildren ; 0.00223531514242715 ; 0.826356376677601 ; 
DepthOfInheritance ; 0 ; 0 ; unique <=2
CouplingBetweenObjects ; 0.0319773121853185 ; 0.403127515592801 ; 
DevelopmentCodeFragment ; 0.193700687550964 ; 0.0313785238082174 ; *
UnusedPrivateField ; 0.230249966756687 ; 0.0176486848318605 ; *
UnusedLocalVariable ; 0.00456680112395136 ; 0.753711531197217 ; 
UnusedPrivateMethod ; 0.120492921131009 ; 0.0965338116334283 ; 
UnusedFormalParameter ; 0.126747499672792 ; 0.0877345176569993 ; 
embed.JS ; 0.000163637733341906 ; 0.952693282947229 ; 
inline.JS ; 0.0013076423525399 ; 0.866779219447539 ; 
embed.CSS ; 0.0111186349631057 ; 0.623874310831555 ; 
inline.CSS ; 0.0508368165053675 ; 0.289451907002785 ; 
css.in.JS ; 0.0267604523585737 ; 0.444991941936246 ; 
css.in.JS..jquery ; 0.293981017883442 ; 0.00619912750441741 ; *
max.lines ; 0.108548543237319 ; 0.115915523115582 ; 
max.lines.per.function ; 0.0725199594244977 ; 0.203192331550041 ; 
max.params ; 0.000252439191656817 ; 0.941260401299322 ; 
complexity ; 0.00814771523642551 ; 0.674882577053498 ; 
max.depth ; 0.0642229359617747 ; 0.232140813338226 ; 
max.nested.callbacks ; 0.00360692858379526 ; 0.780424130075162 ; 
