1;CS;phpmyadmin;phpmyadmin_p;dokuwiki;dokuwiki p _;opencart;opencart p _;phpbb;phpbb p _;phppgadmin;phppgadmin p _;mediawiki;mediawiki p _;prestashop;prestashop p _;vanilla;vanilla p _;dolibarr;dolibarr p _;roundcubemail;roundcubemail p _;openemr;openemr p _;kanboard;kanboard p _
2;CS; te; p; te; p; te; p; te; p; te; p; te; p; te; p; te; p; te; p; te; p; te; p; te; p
30;complexity ; 0.108675964032372 ; 0.993333333333333 ; 0.101962048545621 ; 0.963333333333333 ; 0.183671782218231 ; 0 ; 0.213962165593516 ; 0.953333333333333 ; 0.270887434230263 ; 0.896666666666667 ; 0.192193480317694 ; 0.973333333333333 ; 0.131671341158217 ; 0.97 ; 0.124707168991694 ; 0.966666666666667 ; 0.105116670485683 ; 1 ; 0.382532071883081 ; 0.18 ; 0.250136390664059 ; 0.98 ; 0.290821491449764 ; 0.146666666666667 
31;max.depth ; 0.101271779008933 ; 0.663333333333333 ; 0.256372388120131 ; 0.8 ; 0.183671782218231 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.1637516179221 ; 0.85 ; 0.146210059579482 ; 0.953333333333333 ; 0.249416865327799 ; 0.83 ; 0.113912209821987 ; 0.706666666666667 ; 0.257215219744878 ; 0 ; 0.218608627410764 ; 0 ; 0.290821491449764 ; 0.146666666666667 
32;max.nested.callbacks ; 0.0917368127864791 ; 0.703333333333333 ; 0 ; 0 ; 0.311761784660224 ; 0.563333333333333 ; 0.113355554415637 ; 0.996666666666667 ; 0 ; 0 ; 0.130629119311171 ; 0.993333333333333 ; 0.123137634894465 ; 0.966666666666667 ; 0.226525579322001 ; 0.916666666666667 ; 0.0893867523522771 ; 0.993333333333333 ; 0.467498620725211 ; 0 ; 0.278891974587651 ; 0.94 ; 0.299099138484839 ; 0.85 
33;;;;;;;;;;;;;;;;;;;;;;;;;
34;;;;;;;;;;;;;;;;;;;;;;;;;
35;CS; te2; p2; te2; p2; te2; p2; te2; p2; te2; p2; te2; p2; te2; p2; te2; p2; te2; p2; te2; p2; te2; p2; te2; p2
36;CyclomaticComplexity ; 0.148925683249482 ; 0.186666666666667 ; 0.167440507081907 ; 0.883333333333333 ; 0.293225396145099 ; 0.38 ; 0.0470209386962703 ; 1 ; 0.238941246727334 ; 0.76 ; 0.225574828733222 ; 0.266666666666667 ; 0.174206030953792 ; 0.91 ; 0.125181744955231 ; 0.95 ; 0.0744548429381219 ; 1 ; 0.320099201483112 ; 0.216666666666667 ; 0.15878397349031 ; 0.96 ; 0.119174207498403 ; 0.906666666666667 
37;NPathComplexity ; 0.0838087700332538 ; 0.903333333333333 ; 0.191038411695168 ; 0.693333333333333 ; 0.301349284156335 ; 0.513333333333333 ; 0.110053861331383 ; 0.966666666666667 ; 0.250437765525626 ; 0.73 ; 0.231134929972272 ; 0.45 ; 0.133826088111 ; 0.99 ; 0.131457908812686 ; 0.936666666666667 ; 0.262007473622627 ; 0.196666666666667 ; 0.320099201483112 ; 0.216666666666667 ; 0.112233786748769 ; 0.99 ; 0.185749803997872 ; 0.53 
38;ExcessiveMethodLength ; 0.0909873804916179 ; 0.416666666666667 ; 0.197929150391441 ; 0.833333333333333 ; 0.199762672991706 ; 0.666666666666667 ; 0.100227727741208 ; 0.983333333333333 ; 0.271262839288192 ; 0.5 ; 0.236521568626936 ; 0.263333333333333 ; 0.115983109967119 ; 0.996666666666667 ; 0.266830471581987 ; 0.586666666666667 ; 0.141861398520826 ; 0.933333333333333 ; 0.320099201483112 ; 0.216666666666667 ; 0.246503481021163 ; 0.88 ; 0.118563828114497 ; 0.896666666666667 
39;ExcessiveClassLength ; 0.100568095598085 ; 0.693333333333333 ; 0.248746901027836 ; 0.413333333333333 ; 1.60171325190746e-15 ; 0.986666666666667 ; 0.16433814884838 ; 0.873333333333333 ; 0.343639911818497 ; 0.326666666666667 ; 0.2051415340755 ; 0.393333333333333 ; 0.193178492466184 ; 0.966666666666667 ; 0.155798018062294 ; 0.943333333333333 ; 0.20111305945194 ; 0.666666666666667 ; 0.238271743880529 ; 0.426666666666667 ; 0.358907054193493 ; 0.616666666666667 ; 0 ; 0 
40;ExcessiveParameterList ; 0.0696595657792317 ; 0.84 ; 0 ; 0 ; 0.124301838577031 ; 0.946666666666667 ; 0.330166282730119 ; 0.253333333333333 ; 0.270823319946451 ; 0.62 ; 0.135296228467076 ; 0.893333333333333 ; 0.323176190825855 ; 0.32 ; 0 ; 0 ; 0.172352214781042 ; 0.706666666666667 ; 0 ; 0 ; 0.262345264228342 ; 0.836666666666667 ; 0.128461589280267 ; 0.816666666666667 
41;ExcessivePublicCount ; 0.101244910998962 ; 0.66 ; 0.205891399863359 ; 0.613333333333333 ; 0.267925396955308 ; 0.58 ; 0.212220406648002 ; 0.633333333333333 ; 0.254933531084723 ; 0.703333333333333 ; 0.191986233826861 ; 0.706666666666667 ; 0.214051557897195 ; 0.89 ; 0.3020560719649 ; 0.436666666666667 ; 0.185945335144505 ; 0.71 ; 0 ; 0 ; 0.273514445059569 ; 0.553333333333333 ; 0 ; 0 
42;TooManyFields ; 0.0883237662559172 ; 0.8 ; 0.231102028778855 ; 0.26 ; 0 ; 0 ; 0.161114859645906 ; 0.833333333333333 ; 0 ; 0 ; 0.230415248201276 ; 0.563333333333333 ; 0.217913196719545 ; 0.833333333333333 ; 0.227389248848655 ; 0.776666666666667 ; 0.197557018170513 ; 0.71 ; 0.247256096162582 ; 0.3 ; 0.413886515900131 ; 0.2 ; 0 ; 0 
43;TooManyMethods ; 0.145030081515844 ; 0.71 ; 0.0943953282696102 ; 0.913333333333333 ; 0.267925396955308 ; 0.58 ; 0.216197566808885 ; 0.63 ; 0.418791444392963 ; 0.136666666666667 ; 0.206742068796275 ; 0.33 ; 0.231566474268255 ; 0.873333333333333 ; 0.333296080468135 ; 0.186666666666667 ; 0.248267299178496 ; 0.386666666666667 ; 0.247256096162582 ; 0.3 ; 0.327607616769643 ; 0.42 ; 0 ; 0 
44;TooManyPublicMethods ; 0.125099869311636 ; 0.276666666666667 ; 0.0791873776226952 ; 0.97 ; 0.199762672991706 ; 0.666666666666667 ; 0.126634627351885 ; 0.873333333333333 ; 0.328432462871546 ; 0.196666666666667 ; 0.207752832080589 ; 0.373333333333333 ; 0.175445357306588 ; 0.943333333333333 ; 0.231133348110656 ; 0.586666666666667 ; 0.101659898519062 ; 0.99 ; 0.25181552601799 ; 0.253333333333333 ; 0.401460736010125 ; 0.433333333333333 ; 0.14352033891516 ; 0.716666666666667 
45;ExcessiveClassComplexity ; 0.145210417421396 ; 0.256666666666667 ; 0.189314078063329 ; 0.866666666666667 ; 1.60171325190746e-15 ; 0.986666666666667 ; 0.171228494823046 ; 0.786666666666667 ; 0.48482356405427 ; 0.0766666666666667 ; 0.194519341874226 ; 0.48 ; 0.131523921915916 ; 0.966666666666667 ; 0.227904648530581 ; 0.463333333333333 ; 0.216406437076694 ; 0.273333333333333 ; 0.266479024423646 ; 0.196666666666667 ; 0.293523938566067 ; 0.73 ; 0.085028505820411 ; 0.983333333333333 
46;NumberOfChildren ; 0.10285097514353 ; 0.816666666666667 ; 0 ; 0 ; 0 ; 0 ; 0.18231572610118 ; 0.443333333333333 ; 0 ; 0 ; 0.135012997947723 ; 0.92 ; 0.202415009413676 ; 0.813333333333333 ; 0.281219687870932 ; 0.403333333333333 ; 0.198803664150175 ; 0.443333333333333 ; 0 ; 0 ; 0.314830711446247 ; 0.543333333333333 ; 0.203623837684022 ; 0.67 
47;DepthOfInheritance ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.389540338452576 ; 0.323333333333333 ; 0 ; 0 ; 0.160424779382098 ; 0.56 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 
48;CouplingBetweenObjects ; 0.149450906400644 ; 0.546666666666667 ; 0 ; 0 ; 0 ; 0 ; 0.24987621802796 ; 0.176666666666667 ; 0 ; 0 ; 0.105931558180878 ; 0.736666666666667 ; 0.187156055157423 ; 0.713333333333333 ; 0.13881332353687 ; 0.89 ; 0.128655114775107 ; 0.823333333333333 ; 0.25181552601799 ; 0.253333333333333 ; 0.163540659030303 ; 0.943333333333333 ; 0.0783292425378219 ; 0.993333333333333 
49;DevelopmentCodeFragment ; 0.0945826797838584 ; 0.566666666666667 ; 0.129893966097524 ; 0.92 ; 0.283198874188215 ; 0.633333333333333 ; 0.132115967751387 ; 0.98 ; 0 ; 0 ; 0.274181429512584 ; 0.143333333333333 ; 0.328744925212888 ; 0.236666666666667 ; 0.202994058671381 ; 0.776666666666667 ; 0.137614457455493 ; 0.84 ; 0 ; 0 ; 0.265146557365654 ; 0.83 ; 0 ; 0 
50;UnusedPrivateField ; 0.131245857071146 ; 0.576666666666667 ; 0 ; 0 ; 0.293225396145099 ; 0.373333333333333 ; 0 ; 0 ; 0 ; 0 ; 0.105377480046609 ; 0.976666666666667 ; 0.169613198639052 ; 0.736666666666667 ; 0.185804837646119 ; 0.616666666666667 ; 0.183639516868852 ; 0.763333333333333 ; 0 ; 0 ; 0.124921691417026 ; 0.89 ; 0 ; 0 
51;UnusedLocalVariable ; 0.140030696440239 ; 0.343333333333333 ; 0.053176935816859 ; 0.996666666666667 ; 0.338921949154132 ; 0.36 ; 0.0938158167445334 ; 0.986666666666667 ; 0.39982718465269 ; 0.306666666666667 ; 0.21285784215289 ; 0.47 ; 0.267543013341337 ; 0.546666666666667 ; 0.116900781830219 ; 0.993333333333333 ; 0.178021854499498 ; 0.676666666666667 ; 0.266479024423646 ; 0.196666666666667 ; 0.321590634829965 ; 0.516666666666667 ; 0.112555029508211 ; 0.936666666666667 
52;UnusedPrivateMethod ; 0.123414380844272 ; 0.356666666666667 ; 0 ; 0 ; 0.305395615209533 ; 0.296666666666667 ; 0 ; 0 ; 0 ; 0 ; 0.0824881528398992 ; 0.996666666666667 ; 0.260863436187148 ; 0.3 ; 0.0992384225650197 ; 0.943333333333333 ; 0.137172120870168 ; 0.776666666666667 ; 0 ; 0 ; 0.198856474700202 ; 0.89 ; 0 ; 0 
53;UnusedFormalParameter ; 0.127305934065207 ; 0.683333333333333 ; 0.0586087804846642 ; 0.986666666666667 ; 0.338921949154132 ; 0.346666666666667 ; 0.345395618944482 ; 0.116666666666667 ; 0.274746152755335 ; 0.536666666666667 ; 0.251105628966368 ; 0.16 ; 0.260721145305275 ; 0.646666666666667 ; 0.183698409775863 ; 0.746666666666667 ; 0.315526473087281 ; 0.156666666666667 ; 0.0627515185290733 ; 0.79 ; 0.438293781544343 ; 0.0133333333333333 ; 0.140493389113146 ; 0.873333333333333 
54;embed.JS ; 0.142888080410095 ; 0.556666666666667 ; 0.0634899343281204 ; 0.993333333333333 ; 0.369128649467421 ; 0.0633333333333333 ; 0.177379443932977 ; 0.746666666666667 ; 0.153922028057818 ; 0.94 ; 0.178975045270435 ; 0.613333333333333 ; 0.212718300935687 ; 0.896666666666667 ; 0.318755960469435 ; 0.43 ; 0.225521273819047 ; 0.213333333333333 ; 0.182594365315404 ; 0.85 ; 0.328914825706447 ; 0.46 ; 0.264162478552221 ; 0.0466666666666667 
55;inline.JS ; 0.219945664949166 ; 0.0666666666666667 ; 0.137190981549306 ; 0.926666666666667 ; 0.317977926320359 ; 0.196666666666667 ; 0.135738476192136 ; 0.926666666666667 ; 0.314537200578335 ; 0.566666666666667 ; 0.173143647689242 ; 0.616666666666667 ; 0.230902230003173 ; 0.75 ; 0.221696570596688 ; 0.463333333333333 ; 0.235549264471978 ; 0.1 ; 0.245577680103816 ; 0.523333333333333 ; 0.166226484434913 ; 0.96 ; 0 ; 0 
56;embed.CSS ; 0.128917977233718 ; 0.743333333333333 ; 0.13530952359714 ; 0.936666666666667 ; 0.353317962074708 ; 0.266666666666667 ; 0.156057774050933 ; 0.68 ; 0 ; 0 ; 0.120157143730734 ; 0.896666666666667 ; 0.242807285911318 ; 0.78 ; 0.20877266907991 ; 0.706666666666667 ; 0.1929780203641 ; 0.74 ; 0.0513117689002057 ; 0.986666666666667 ; 0.328914825706447 ; 0.46 ; 0.124585216196315 ; 0.763333333333333 
57;inline.CSS ; 0.13876220951696 ; 0.64 ; 0.106440626377248 ; 0.986666666666667 ; 0.305395615209533 ; 0.26 ; 0.227848722134353 ; 0.6 ; 0.301771736474568 ; 0.356666666666667 ; 0.206012390717427 ; 0.313333333333333 ; 0.189376492565758 ; 0.876666666666667 ; 0.175855044785133 ; 0.64 ; 0.202233645698849 ; 0.523333333333333 ; 0.238472997578141 ; 0.526666666666667 ; 0.22046912898048 ; 0.893333333333333 ; 0.0714720697392244 ; 0.996666666666667 
58;css.in.JS ; 0.127999058407694 ; 0.68 ; 0.320683404710785 ; 0.113333333333333 ; 0.0943006090800747 ; 0.97 ; 0.110571074476565 ; 0.95 ; 0.31296109401176 ; 0.476666666666667 ; 0.151180640400125 ; 0.843333333333333 ; 0.317555308237866 ; 0.42 ; 0.173492195291563 ; 0.916666666666667 ; 0.149843623229134 ; 0.903333333333333 ; 0.189555816531255 ; 0.773333333333333 ; 0.299783593336765 ; 0.716666666666667 ; 0.254501659475743 ; 0.36 
59;css.in.JS..jquery ; 0.11370684078244 ; 0.566666666666667 ; 0.182362752365755 ; 0.72 ; 1.60171325190746e-15 ; 0.986666666666667 ; 0.173275132941929 ; 0.583333333333333 ; 0 ; 0 ; 0.14803253527417 ; 0.883333333333333 ; 0.367714947629499 ; 0.15 ; 0.136255843049769 ; 0.986666666666667 ; 0.10798704040733 ; 0.966666666666667 ; 0.0513117689002057 ; 0.986666666666667 ; 0.258445013012105 ; 0.713333333333333 ; 0.150107606045776 ; 0.65 
60;max.lines ; 0.0951811794299656 ; 0.886666666666667 ; 0.138293193775312 ; 0.91 ; 0.20266847398692 ; 0.676666666666667 ; 0.125409037146065 ; 0.913333333333333 ; 0.396168530364961 ; 0.223333333333333 ; 0.159360968759039 ; 0.476666666666667 ; 0.302722241532893 ; 0.253333333333333 ; 0.166327026594447 ; 0.916666666666667 ; 0.129479081337205 ; 0.906666666666667 ; 0.0515976379429553 ; 0.993333333333333 ; 0.282926118422962 ; 0.44 ; 0.124946388165845 ; 0.92 
