1;CS;phpmyadmin;phpmyadmin_sig;dokuwiki;dokuwiki sig _;opencart;opencart sig _;phpbb;phpbb sig _;phppgadmin;phppgadmin sig _;mediawiki;mediawiki sig _;prestashop;prestashop sig _;vanilla;vanilla sig _;dolibarr;dolibarr sig _;roundcubemail;roundcubemail sig _;openemr;openemr sig _;kanboard;kanboard sig _
2;CS; te; issig; te; issig; te; issig; te; issig; te; issig; te; issig; te; issig; te; issig; te; issig; te; issig; te; issig; te; issig
3;CyclomaticComplexity ; 0.13558031919929 ;  ; 0.260890928731407 ;  ; 0.183671782218231 ;  ; 0.304737843831944 ;  ; 0.245220981443153 ;  ; 0.198601649869766 ;  ; 0.182034164456092 ;  ; 0.281088172072745 ; * ; 0.122101253746342 ;  ; 0.257215219744878 ;  ; 0.219857192448071 ;  ; 0.181408046162649 ; * 
4;NPathComplexity ; 0.13726148416005 ;  ; 0.233538323173349 ;  ; 0.311761784660224 ;  ; 0.249066049200523 ;  ; 0.368599157895516 ;  ; 0.229618380790487 ;  ; 0.182034164456092 ;  ; 0.324004558013388 ; * ; 0.111033169365151 ;  ; 0.257215219744878 ;  ; 0.219857192448071 ;  ; 0.155040319779163 ; * 
5;ExcessiveMethodLength ; 0.0833314529053718 ; * ; 0.276354703816483 ;  ; 0.183671782218231 ; * ; 0.30604658272854 ;  ; 0.293507234852801 ;  ; 0.218371316457305 ;  ; 0.195132362882162 ;  ; 0.263337458210388 ;  ; 0.0904294853017815 ;  ; 0.257215219744878 ;  ; 0.346452243907873 ;  ; 0.124946415144166 ;  
6;ExcessiveClassLength ; 0.173765300781666 ;  ; 0.328021761868943 ;  ; 0.137882867785773 ;  ; 0.131452603163268 ;  ; 0.293507234852801 ;  ; 0.157020554821981 ;  ; 0.20260702815053 ;  ; 0.204522608790567 ;  ; 0.170662428185889 ;  ; 0.221478762972365 ;  ; 0.346452243907873 ;  ; 0 ; unique <=2 
7;ExcessiveParameterList ; 0.131959620287643 ;  ; 0 ; unique <=2 ; 0.225346226717296 ;  ; 0.258405775884663 ;  ; 0.293507234852801 ;  ; 0.114476442451579 ;  ; 0.172029177528584 ;  ; 0 ;  ; 0.0804865511955056 ;  ; 0 ; unique <=2 ; 0.346452243907873 ;  ; 0.151973789758738 ;  
8;ExcessivePublicCount ; 0.150223231937643 ;  ; 0.225737054377484 ;  ; 0.311761784660226 ;  ; 0.218833485860045 ;  ; 0.293507234852801 ;  ; 0.146120018821018 ;  ; 0.23598426443316 ;  ; 0.204661175592648 ;  ; 0.0885804715819593 ;  ; 0 ; unique <=2 ; 0.215309853606101 ;  ; 0 ;  
9;TooManyFields ; 0.0987818399857494 ;  ; 0.20234397800101 ;  ; 1 ;  ; 0.120081228289098 ;  ; 0 ; unique <=2 ; 0.266559797926874 ;  ; 0.268537786190461 ;  ; 0.333059190028519 ;  ; 0.106619592041552 ;  ; 0.208642794444352 ;  ; 0.280583028572496 ;  ; 0 ; unique <=2 
10;TooManyMethods ; 0.209168809444936 ;  ; 0.21828729431217 ;  ; 0.311761784660226 ;  ; 0.225537551191138 ;  ; 0.293507234852801 ;  ; 0.159355777554374 ;  ; 0.208068289516049 ;  ; 0.249416865327799 ;  ; 0.117619416193032 ;  ; 0.208642794444352 ;  ; 0.240809361294656 ; * ; 0 ; unique <=2 
11;TooManyPublicMethods ; 0.139886299303453 ;  ; 0.216013751703905 ;  ; 0.183671782218231 ; * ; 0.195301978708816 ;  ; 0.193965172625638 ; * ; 0.148768592647567 ;  ; 0.187628664679712 ;  ; 0.223772425532478 ;  ; 0.0893867523522771 ;  ; 0.217811287892933 ;  ; 0.346452243907873 ;  ; 0.279695135853291 ;  
