1;CS;phpmyadmin;dokuwiki;opencart;phpbb;prestashop;vanilla;dolibarr;roundcubemail;openemr;kanboard
2;CyclomaticComplexity ;0.949492483126514;0.0932563283192104;0.576865484100358;0.192344209305344;0.744190284827771;4.35564014353629e-05;0.472897950299496;0.932516078035818;0.541089225156148;0.341668882999478
3;NPathComplexity ;0.83317284049934;0.0937916597812214;0.375345079477675;0.129025925248549;0.771247434915296;0.0545359190516303;0.511502498120072;0.993127947395766;0.745366876440521;0.9353028113791
4;ExcessiveMethodLength ;0.666556909333293;0.0857441450463148;0.0680799294052286;0.168118661713407;0.755855819290691;0.0450574729406331;0.383684426680818;0.885199755617976;0.00351125966625397;0.655914770347187
5;ExcessiveClassLength ;0.0494049355118716;0.0443886132259227;0.420404014313892;0.108440304149664;0.542096357584152;0.137342187489011;0.602177881448488;0.814782844971035;0.0688064396275364;1
6;ExcessiveParameterList ;0.481725997992072;1;1;0.0819870335095167;0.599286094324002;1;0.189545431400843;1;0.0369438286561739;0.892076313464529
7;ExcessivePublicCount ;0.651341253360552;0.0563149792555993;0.205064140238204;0.0465592923461176;0.6116165656052;0.503941175894095;0.391617719752099;1;0.8723060158536;1
8;TooManyFields ;0.885072919457651;0.0286237159137767;1;0.148676617670693;0.708373748777284;0.530973699461317;0.218106508576641;1;0.76161754340369;1
9;TooManyMethods ;0.590053830490826;0.164739952174295;0.188858193525352;0.340921520339905;0.529917388695297;0.165784073698142;0.360860011383846;0.817909615244606;0.717773532751183;1
10;TooManyPublicMethods ;0.0119883478915268;0.154559407121648;0.492074691108425;0.402576692446109;0.820812109132724;0.143544524796469;0.279977198519038;0.917265498092189;0.549668394956134;0.717932496007567
11;ExcessiveClassComplexity ;0.120149655918739;0.172849776426864;0.942851580601215;0.210245056988694;0.711132508741485;0.153673848616853;0.66689343590633;0.844979847423202;0.0904204488831332;0.647197388563543
12;NumberOfChildren ;0.0418708947405611;1;1;1;0.152642964311183;0.0151327429614927;0.432476847064803;1;0.795909621259306;0.499170901215029
13;DepthOfInheritance ;1;1;1;1;1;1;1;1;1;1
14;CouplingBetweenObjects ;0.0432190371769246;1;1;0.254143759835743;0.54151107640613;0.883026411681374;0.989981203107425;1;0.0736143086136879;0.996997672811234
15;DevelopmentCodeFragment ;0.00146234072195175;0.407213947667151;0.78125283179302;1;0.458178239439241;0.610090983284202;1;1;0.19017809534512;1
16;UnusedPrivateField ;0.978539846218641;1;0.291590652884693;1;0.464826283333601;1;0.97094062372356;1;1;1
17;UnusedLocalVariable ;0.917902203548681;0.548739706886403;0.0513000388528434;0.460631714797083;0.984635141127505;0.000104388714624128;0.078660608391805;0.930543446769399;0.0123043543398789;0.361996093419539
18;UnusedPrivateMethod ;0.976969123539321;1;1;1;0.471969964573069;0.407592009252642;0.874989560920226;1;0.802333361672199;1
19;UnusedFormalParameter ;0.768534912674989;0.268566359885194;0.00380237462661944;0.823335861105146;0.894783530789912;0.00111067983824882;0.116273888023157;0.773234993562806;0.89867380126364;0.960148291040197
20;embed.JS ;0.797889764918526;0.861316532807731;0.306835397656049;0.172480113242941;0.978896149776814;0.205654408507901;0.784512260703089;0.371816870477435;0.00416313101980296;1
21;inline.JS ;0.816548630732287;0.849730747360994;0.456870073641403;0.115537767434562;0.589957347657618;0.1144907570458;0.6065068924688;0.364010576669953;0.00465725597559482;1
22;embed.CSS ;0.955703733242264;1;0.123685549925705;0.0245936545021773;0.250879981950297;0.000141011554120343;0.597636709471568;1;0.0073857240448225;0.779631617591842
23;inline.CSS ;0.517526060673752;0.910576427520716;0.374166749774259;0.27475122216485;0.758917250991356;0.110104730964885;0.719634158811641;0.481401396024671;0.00188077214023026;0.652148924302211
24;css.in.JS ;0.710417927513026;0.826930064836537;0.904036539501644;0.240966207407165;0.963117792513432;0.448690162125822;0.538954216580273;0.754539683414206;0.484894182568172;0.572137682013275
25;css.in.JS..jquery ;0.911669324833587;0.955301469742826;0.898739284714638;0.0876636573137912;0.786692457949951;0.150686528399284;0.00122086564985343;0.72221315793699;0.00109310489537038;0.606196653923974
26;max.lines ;0.443112506374067;0.961732140930881;0.104244828253941;0.754640128292039;0.963236612101713;2.59158324066189e-05;0.759637863019501;0.459442168055202;0.416041874794963;0.211835560969872
27;max.lines.per.function ;0.83296489210397;0.534614442346261;0.0603915922969928;0.128971553815941;0.998369500014215;0.552215763441694;0.974394187219484;0.382638387178212;0.0425308646824179;0.376169124777401
28;max.params ;0.738560788125745;0.45367748086737;0.443463041169208;0.0739424668922041;0.0524515901722575;0.746590755573055;0.224734628914993;0.198852687119943;0.0493901583319863;0.348459739343363
29;complexity ;0.731758529225502;0.328072205987057;0.36988469009884;0.0707977125959246;0.0902166030415265;0.898193679715262;0.107369461569833;0.372559904900982;0.134633312853551;0.358089755870229
30;max.depth ;0.727666856964169;0.978302431724177;0.502074995534043;1;0.788406107465063;0.0158175644048624;0.0162809477106898;0.831687712533545;0.158966638562156;0.331657864999231
31;max.nested.callbacks ;0.787259716011691;1;0.0142564561003336;0.0919017311181156;0.334401381014707;0.00599934904885873;0.70856268194575;0.41987382978797;0.0110242644731587;0.227701517064523
