CS; p; issig
CyclomaticComplexity ; 0.492099492267644 ; 
NPathComplexity ; 0.403834578261508 ; 
ExcessiveMethodLength ; 0.359890882056271 ; 
ExcessiveClassLength ; 0.541305150337816 ; 
ExcessiveParameterList ; 0.332543396077617 ; 
ExcessivePublicCount ; 0.558237009128916 ; 
TooManyFields ; all the same value= ; 1
TooManyMethods ; 0.564971591666694 ; 
TooManyPublicMethods ; 0.338570170669097 ; 
ExcessiveClassComplexity ; 0.256690161632921 ; 
NumberOfChildren ; 0.913222900213718 ; 
DepthOfInheritance ; all 0 ; 0
CouplingBetweenObjects ; 0.578109833480951 ; 
DevelopmentCodeFragment ; 0.229956246000683 ; 
UnusedPrivateField ; 0.337991927528463 ; 
UnusedLocalVariable ; 0.628877479840571 ; 
UnusedPrivateMethod ; 0.512949891132756 ; 
UnusedFormalParameter ; 0.464317223583635 ; 
embed.JS ; 0.302121378423846 ; 
inline.JS ; 0.307431657804726 ; 
embed.CSS ; 0.51437165441768 ; 
inline.CSS ; 0.34765703043688 ; 
css.in.JS ; 0.262114734828907 ; 
css.in.JS..jquery ; 0.278889534396079 ; 
max.lines ; 0.388230143599382 ; 
max.lines.per.function ; 0.672558539941698 ; 
max.params ; 0.31507616939931 ; 
complexity ; 0.286078761469771 ; 
max.depth ; 0.281596694326894 ; 
max.nested.callbacks ; 0.681629042990108 ; 
