1;CS;phpmyadmin;phpmyadmin_sig;dokuwiki;dokuwiki sig _;opencart;opencart sig _;phpbb;phpbb sig _;phppgadmin;phppgadmin sig _;mediawiki;mediawiki sig _;prestashop;prestashop sig _;vanilla;vanilla sig _;dolibarr;dolibarr sig _;roundcubemail;roundcubemail sig _;openemr;openemr sig _;kanboard;kanboard sig _
2;CS; te; issig; te; issig; te; issig; te; issig; te; issig; te; issig; te; issig; te; issig; te; issig; te; issig; te; issig; te; issig
3;CyclomaticComplexity ; 0.0703690298773731 ; * ; 0.0912938549001929 ;  ; 0.534767701892162 ; * ; 0.170206140645503 ;  ; 0.205322798707027 ;  ; 0.15350411869452 ; * ; 0.131265454786369 ;  ; 0.0913446689175697 ;  ; 0.208419697232031 ; * ; 0.11959133186467 ;  ; 0.16796279140261 ;  ; 0.166002387233018 ;  
4;NPathComplexity ; 0.0697436650483859 ; * ; 0.0889944544662741 ;  ; 0.206344083468766 ;  ; 0.170206140645503 ;  ; 0.239933877593073 ;  ; 0.140043224016288 ; * ; 0.131265454786369 ;  ; 0.0913446689175697 ;  ; 0.310997310346324 ; * ; 0.11959133186467 ;  ; 0.171939335507517 ;  ; 0.201287881637965 ; * 
5;ExcessiveMethodLength ; 0.197336722219368 ; * ; 0.0959382970726926 ;  ; 0.380723993835076 ;  ; 0.177786172804094 ;  ; 0.277040640453355 ;  ; 0.160401463555121 ; * ; 0.131265454786369 ;  ; 0.21094992977964 ; * ; 0.154894724310437 ; * ; 0.11959133186467 ;  ; 0.209473822402151 ;  ; 0.152100288416724 ;  
6;ExcessiveClassLength ; 0.0703690298773731 ; * ; 0.0672461248378693 ;  ; 0.318419891724812 ;  ; 0.141024301335286 ;  ; 0.414449628645795 ; * ; 0.21897466136316 ; * ; 0.124562041201532 ;  ; 0.133866705164819 ;  ; 0.260560289627171 ; * ; 0.23948324502161 ;  ; 0.230229789958484 ;  ; 0 ; unique <=2 
7;ExcessiveParameterList ; 0.0776274295514636 ; * ; 0 ; unique <=2 ; 0.58082563340749 ; * ; 0.163608924393916 ;  ; 0.303202648386937 ;  ; 0.176008518289869 ; * ; 0.0672683438759893 ;  ; 0 ;  ; 0.154894724310437 ; * ; 0 ; unique <=2 ; 0.197351326766558 ;  ; 0.173685389151521 ; * 
8;ExcessivePublicCount ; 0.053065769576866 ;  ; 0.117825294577207 ;  ; 0.206344083468766 ;  ; 0.249801917425794 ; * ; 0.214773126117057 ;  ; 0.0948991947288797 ;  ; 0.124280221126545 ;  ; 0.12387470094226 ;  ; 0.184213005845438 ; * ; 0 ; unique <=2 ; 0.217340557060642 ;  ; 0 ;  
9;TooManyFields ; 0.0689075286632882 ; * ; 0.0673209391118873 ;  ; 1 ;  ; 0.135286022215448 ;  ; 0 ; unique <=2 ; 0.117933813084988 ; * ; 0.130102708494561 ;  ; 0.162233200212163 ;  ; 0.168812273254835 ; * ; 0.23948324502161 ; * ; 0.147082357593281 ;  ; 0 ; unique <=2 
10;TooManyMethods ; 0.0728065627779845 ;  ; 0.0664080361475332 ;  ; 0.206344083468766 ;  ; 0.250308950992293 ; * ; 0.247368009775354 ;  ; 0.133921710512146 ; * ; 0.0980688960161318 ;  ; 0.301611208549198 ; * ; 0.35232607132701 ; * ; 0.23948324502161 ; * ; 0.10985450356947 ;  ; 0 ; unique <=2 
11;TooManyPublicMethods ; 0.203783625491027 ; * ; 0.115363372996524 ;  ; 0.532317879434333 ; * ; 0.119076604494142 ;  ; 0.3107900591485 ; * ; 0.154314730422533 ; * ; 0.171937697067624 ; * ; 0.146156238295743 ;  ; 0.106465052973897 ;  ; 0.155568687297997 ;  ; 0.154676914692017 ;  ; 0.107298818930597 ;  
12;ExcessiveClassComplexity ; 0.0871501974324969 ; * ; 0.0912938549001929 ;  ; 0.423730325844805 ;  ; 0.127806734248713 ;  ; 0.419529553971354 ; * ; 0.152803293915285 ; * ; 0.0794222893059 ;  ; 0.103694672602098 ; * ; 0.242989684082095 ; * ; 0.201675055950294 ;  ; 0.107733260945241 ;  ; 0.150664111154647 ;  
13;NumberOfChildren ; 0.214543297655855 ; * ; 0 ; unique <=2 ; 0 ; unique <=2 ; 0.237835371166515 ; * ; 0 ; unique <=2 ; 0.206171213768899 ; * ; 0.232137333698837 ; * ; 0.138239795620672 ;  ; 0.204892363749406 ; * ; 1 ;  ; 0.280537074511085 ;  ; 0.150664111154647 ;  
14;DepthOfInheritance ; 0 ;  ; 0 ;  ; 0 ;  ; 0 ;  ; 0.290056570164858 ;  ; 0 ;  ; 0.124712935628358 ;  ; 0 ;  ; 0 ;  ; 0 ;  ; 0 ; unique <=2 ; 0 ;  
15;CouplingBetweenObjects ; 0.0627256903033806 ;  ; 0 ; unique <=2 ; 0 ; unique <=2 ; 0.242522431674599 ; * ; 0 ; unique <=2 ; 0.256566323590617 ; * ; 0.160786346375682 ; * ; 0.111798205887858 ;  ; 0.220539472985825 ; * ; 0.155568687297997 ;  ; 0.178021823434935 ;  ; 0.145839247210302 ;  
16;DevelopmentCodeFragment ; 0.213246113885646 ; * ; 0.13905489217059 ;  ; 0.41420779153768 ;  ; 0.337921629761589 ; * ; 0 ;  ; 0.0656067228877592 ;  ; 0.0848298736991588 ;  ; 0.132587741435494 ;  ; 0.119896477032885 ;  ; 0 ; unique <=2 ; 0.25675155910623 ;  ; 0 ;  
17;UnusedPrivateField ; 0.0810549531432411 ; * ; 0 ;  ; 0.542989891233023 ; * ; 0 ;  ; 0 ;  ; 0.140856756997729 ; * ; 0.172537772649088 ; * ; 0.116780894952816 ;  ; 0.14638697071738 ; * ; 0 ; unique <=2 ; 0.217340557060642 ;  ; 0 ;  
18;UnusedLocalVariable ; 0.0684189372210361 ;  ; 0.108938805845154 ;  ; 0.293405174088161 ;  ; 0.180992939388324 ;  ; 0.17147316249305 ;  ; 0.149819118501988 ; * ; 0.129748044730035 ;  ; 0.159630784255743 ;  ; 0.224174499989996 ; * ; 0.201675055950294 ;  ; 0.177734999686324 ;  ; 0.218011285419793 ; * 
19;UnusedPrivateMethod ; 0.0894072668458738 ; * ; 0 ;  ; 0.516745918747608 ; * ; 0 ; unique <=2 ; 0 ;  ; 0.144432634821434 ; * ; 0.145216191594279 ; * ; 0.218073684646136 ; * ; 0.462295181644914 ; * ; 0 ; unique <=2 ; 0.358089518638625 ; * ; 0 ; unique <=2 
20;UnusedFormalParameter ; 0.0422417875265684 ;  ; 0.117825294577207 ;  ; 0.592718313320857 ; * ; 0.127806734248713 ;  ; 0.3107900591485 ; * ; 0.0610020286061217 ;  ; 0.0432445696154215 ;  ; 0.0663851248363947 ;  ; 0.300915112959348 ; * ; 0.318261738711064 ; * ; 0.288411098481113 ; * ; 0.218011285419793 ; * 
21;embed.JS ; 0.0784634844027686 ;  ; 0.0823772095139545 ;  ; 0.398949156363522 ; * ; 0.162684634456691 ;  ; 0.374925139603078 ;  ; 0.119973750760756 ; * ; 0.141682115982636 ;  ; 0.208055479243923 ; * ; 0.247842584344999 ; * ; 0.125806899516268 ;  ; 0.302214785071208 ;  ; 0.143553629925866 ;  
22;inline.JS ; 0.13172859886672 ; * ; 0.0804434271001184 ;  ; 0.570451605222882 ; * ; 0.153428431925206 ;  ; 0.374574127324532 ; * ; 0.156156402715396 ; * ; 0.16953915544317 ; * ; 0.140252521871977 ; * ; 0.136893525643163 ; * ; 0.11959133186467 ;  ; 0.232935891854396 ;  ; 0 ;  
