1;CS;phpmyadmin;dokuwiki;opencart;phpbb;prestashop;vanilla;dolibarr;roundcubemail;openemr;kanboard
2;CyclomaticComplexity ;0.91742294855228;0.202592431889299;0.561409228428685;0.0459402810279222;0.91119071655618;1.31056869975034e-05;0.391666795803392;0.937299786675227;0.989600716895556;0.00673037388448518
3;NPathComplexity ;0.954390351089467;0.203050109813824;0.744242159296887;0.0359855115173896;0.925623239346211;0.0391615626816058;0.884388924432092;0.994213638562323;0.748963017389072;0.570331516819206
4;ExcessiveMethodLength ;0.777633606238671;0.120670570021326;0.748212697380761;0.0503767917050627;0.904215993835721;0.00623104304037286;0.731660307721052;0.918968743158758;0.12380234659055;0.00199790942662635
5;ExcessiveClassLength ;0.131025978403591;0.0527156714256478;0.0327496337670374;0.173104798966411;0.807820844786777;0.146307557225883;0.85931092579319;0.666094906634196;0.166112327919759;1
6;ExcessiveParameterList ;0.453747568958342;1;1;0.0458093570017044;0.757859527751948;1;0.0452796085855984;1;0.0167848721829406;0.87912374250921
7;ExcessivePublicCount ;0.693701892168139;0.331596117038237;0.587759429362809;0.0546901153686151;0.82413405842078;0.606213296754491;0.449111041274632;1;0.737145351605131;1
8;TooManyFields ;0.901048731145784;0.0261914072183624;1;0.057858962819977;0.852697697661529;0.489316120867696;0.233042919169371;1;0.594271196672209;1
9;TooManyMethods ;0.94503273424834;0.264407977058083;0.594855317929775;0.329638979382686;0.639047985169411;0.122928544897727;0.831290045780126;0.660435101323014;0.910108508701778;1
10;TooManyPublicMethods ;0.254488291151553;0.375558451390966;0.893390956733464;0.625004066473618;0.950632057050813;0.0592816573089376;0.606102935578255;0.885718063498326;0.597352428485258;0.00302178191072912
11;ExcessiveClassComplexity ;0.191245745954191;0.213593986030238;0.339667993603457;0.257711135934516;0.889313991296245;0.416391344513426;0.465755470629626;0.841880508966704;0.0120591717338727;0.0527062708609981
12;NumberOfChildren ;0.310979135913586;1;1;1;0.382331209713172;0.00409171373830138;0.432076886731527;1;0.372488710219341;0.196075654168465
13;DepthOfInheritance ;1;1;1;1;1;1;1;1;1;1
14;CouplingBetweenObjects ;0.0226936420557443;1;1;0.157152837785957;0.718165255228722;0.860477442199149;0.691339657337434;1;0.0805931733706245;0.00800069069144116
15;DevelopmentCodeFragment ;0.0129759806642622;0.472885983109295;0.436478176102038;1;0.71005799577247;0.420206081037644;1;1;0.786786460568549;1
16;UnusedPrivateField ;0.98078717492023;1;0.817463114944589;1;0.255765833056794;1;0.982091978491859;1;1;1
17;UnusedLocalVariable ;0.995949181028543;0.701811065106621;0.394454862972196;0.197182713125262;0.917580728739436;0.00039359946851483;0.640448350709311;0.98787101977566;0.00157891570149863;3.52006164803058e-06
18;UnusedPrivateMethod ;0.732964988607044;1;1;1;0.729153180960006;0.6317317574631;0.863015630455484;1;0.651590065447342;1
19;UnusedFormalParameter ;0.876367992322324;0.473555455135648;0.274953147049023;0.737825950323167;0.997959394840709;0.000260078934020859;0.130261557351416;0.412091495918048;0.606161334973809;0.00154569256472229
20;embed.JS ;0.672818942516443;0.958607972799739;0.835417269720603;0.062976367888603;0.945124454155391;0.252579629626913;0.567445766921443;0.150543097187741;0.00166494667355414;1
21;inline.JS ;0.967143134129539;0.62285607300818;0.203343284999467;0.0903080412280712;0.656502062223836;0.311669436285133;0.499400783493601;0.155641330131806;0.00363515985670037;1
22;embed.CSS ;0.825480393854368;1;0.610735682289787;0.0208251383176609;0.290729294894581;0.000175626512237814;0.623031784983884;1;0.00187726355985562;0.482615490641209
23;inline.CSS ;0.437722003837548;0.809550937330724;0.587396803807974;0.192257756975139;0.770182516658518;0.189761012596609;0.504821333466001;0.193157202212984;0.00321452683425261;0.144853676189625
24;css.in.JS ;0.573519821502386;0.995723215932457;0.518726829434573;0.250706463840947;0.88644074004992;0.59871236057112;0.318729299881257;0.560459659830435;0.398024395357396;0.288793229547495
25;css.in.JS..jquery ;0.945286850001291;0.927948506147764;0.493684602207448;0.0643152642244742;0.979641839156226;0.0928499921657042;0.00961209814043571;0.284276055770932;0.0208388832371657;0.743589622838542
26;max.lines ;0.362693701087939;0.728108239500452;0.83164501997097;0.340706764353426;0.973856927799951;1.49865959804894e-05;0.541387000250477;0.680585234746594;0.477571030369118;0.656672594856874
27;max.lines.per.function ;0.983972213304387;0.83870647734841;0.612436768900332;0.106337771522231;0.986399974754561;0.231583153708834;0.629117661217645;0.580558635065441;0.0920345334826956;0.846358891836524
28;max.params ;0.80636610935252;0.36717007248129;0.720955009905948;0.0478805470334299;0.21333513925495;0.811434715772289;0.0753753571963094;0.292587393371731;0.511952205491843;0.849748533257089
29;complexity ;0.800057695012308;0.518434062870638;0.772112046785655;0.0467272103189959;0.262959694610708;0.971670994646731;0.0478452748904019;0.54317721170128;0.0956775869940138;0.827619869908142
30;max.depth ;0.812944384127409;0.838433120097719;0.443007436292403;1;0.786199968396457;0.00906508422580324;0.0324805513304781;0.373359505694118;0.0260053890833356;0.814595327307089
31;max.nested.callbacks ;0.80684272630784;1;0.316608208138416;0.0676100499930159;0.340503158320217;0.00556828510750651;0.617766377039357;0.400942319206929;0.0012552374771035;0.823588160522941
