CyclomaticComplexity ; 0.709287959999446 ; 
NPathComplexity ; 0.741819283682438 ; 
ExcessiveMethodLength ; 0.763338862714973 ; 
ExcessiveClassLength ; 0.512287748975497 ; 
ExcessiveParameterList ; 0.330333994806036 ; 
ExcessivePublicCount ; 0.534830602664075 ; 
TooManyFields ; 0.667739853607465 ; 
TooManyMethods ; 0.26019465424148 ; 
TooManyPublicMethods ; 0.705199605429227 ; 
ExcessiveClassComplexity ; 0.688807089447794 ; 
NumberOfChildren ; 0.0780584368649316 ; 
DepthOfInheritance ; 0.158482563146996 ; 
CouplingBetweenObjects ; 0.35761846977223 ; 
DevelopmentCodeFragment ; 0.636483690548918 ; 
UnusedPrivateField ; 0.197695734392576 ; 
UnusedLocalVariable ; 0.786873168766747 ; 
UnusedPrivateMethod ; 0.409435347058331 ; 
UnusedFormalParameter ; 0.969944102652023 ; 
embed.JS ; 0.843763947970199 ; 
inline.JS ; 0.559266247618819 ; 
embed.CSS ; 0.0589225573306659 ; 
inline.CSS ; 0.500961436163638 ; 
css.in.JS ; 0.775439057122895 ; 
css.in.JS..jquery ; 0.890343267502381 ; 
max.lines ; 0.861989213031373 ; 
max.lines.per.function ; 0.953648680423928 ; 
max.params ; 0.0510765070993763 ; 
complexity ; 0.0942987709622103 ; 
max.depth ; 0.40861472939605 ; 
max.nested.callbacks ; 0.217500112281362 ; 
