1;CS;phpmyadmin;phpmyadmin_sig;dokuwiki;dokuwiki sig _;opencart;opencart sig _;phpbb;phpbb sig _;prestashop;prestashop sig _;vanilla;vanilla sig _;dolibarr;dolibarr sig _;roundcubemail;roundcubemail sig _;openemr;openemr sig _;kanboard;kanboard sig _
2;CS; te; issig; te; issig; te; issig; te; issig; te; issig; te; issig; te; issig; te; issig; te; issig; te; issig
3;CyclomaticComplexity ; 0.128522421575364 ; * ; 0.287526743623135 ;  ; 0.480904812024565 ; * ; 0.483042003409118 ; * ; 0.095351247691636 ;  ; 0.0964799915825779 ;  ; 0.118469519108362 ; * ; 0.125377924914208 ;  ; 0.372062309423825 ;  ; 0.109162088802521 ;  
4;NPathComplexity ; 0.116493038199794 ; * ; 0.287526743623135 ;  ; 0.226686311333637 ;  ; 0.483042003409118 ; * ; 0.0555399807143862 ;  ; 0.0917986682579102 ;  ; 0.118469519108362 ; * ; 0.125377924914208 ;  ; 0.310931816554789 ;  ; 0.123509635668703 ;  
5;ExcessiveMethodLength ; 0.13001822620159 ; * ; 0.287526743623135 ;  ; 0.479786884181406 ; * ; 0.483042003409118 ; * ; 0.0943539484756221 ;  ; 0.157336915597611 ;  ; 0.118469519108362 ;  ; 0.125377924914208 ;  ; 0.379521115445076 ;  ; 0.131510587910962 ;  
6;ExcessiveClassLength ; 0.143619454191064 ; * ; 0.491551024279137 ; * ; 0.512693681222993 ; * ; 0.301750016164974 ; * ; 0.0943539484756221 ;  ; 0.238477350637816 ; * ; 0.0994419949058155 ;  ; 0.125377924914208 ;  ; 0.522139410564595 ;  ; 0 ; unique <=2 
7;ExcessiveParameterList ; 0.0970352648807154 ; * ; 0 ; unique <=2 ; 0.282091638038443 ;  ; 0.393837212812264 ; * ; 0.127134228128881 ;  ; 0 ;  ; 0.17366517063595 ; * ; 0 ; unique <=2 ; 0.366055811552957 ;  ; 0.187703138054377 ; * 
8;ExcessivePublicCount ; 0.143619454191064 ; * ; 0.287526743623135 ;  ; 0.389855387066571 ;  ; 0.254281233475542 ;  ; 0.0555399807143862 ;  ; 0.146486835040674 ;  ; 0.118469519108362 ;  ; 0 ; unique <=2 ; 0.180773144165818 ;  ; 0 ;  
9;TooManyFields ; 0.0674838494935884 ; * ; 0.553794672491003 ; * ; 1 ;  ; 0.309027256974571 ;  ; 0.0559487877954166 ;  ; 0.0873438032785618 ;  ; 0.153961329047715 ;  ; 0.125377924914208 ;  ; 0.180773144165818 ;  ; 0 ; unique <=2 
10;TooManyMethods ; 0.0691777092414599 ;  ; 0.364216966237614 ; * ; 0.389855387066571 ;  ; 0.247909113578818 ;  ; 0.0885550556397194 ;  ; 0.183020756560164 ; * ; 0.160050281302145 ; * ; 0.125377924914208 ;  ; 0.283693205464547 ;  ; 0 ; unique <=2 
11;TooManyPublicMethods ; 0.12812008216032 ; * ; 0.250444415937083 ;  ; 0.497439451836142 ; * ; 0.295037229900795 ;  ; 0.0555399807143862 ;  ; 0.0984585866253568 ;  ; 0.086368279874548 ;  ; 0.125377924914208 ;  ; 0.494583038775206 ; * ; 0.147967336364766 ;  
12;ExcessiveClassComplexity ; 0.128522421575364 ; * ; 0.545983414233517 ; * ; 0.424231359185446 ;  ; 0.301750016164974 ; * ; 0.0559487877954166 ;  ; 0.0964799915825779 ;  ; 0.0884044756767781 ; * ; 0.125377924914208 ;  ; 0.382253250551343 ;  ; 0.184885038935868 ; * 
13;NumberOfChildren ; 0.104903385899996 ; * ; 0 ; unique <=2 ; 0 ; unique <=2 ; 0.348446715619917 ; * ; 0.0943971001629786 ;  ; 0.0966459892846684 ;  ; 0.0748457208750622 ;  ; 1 ;  ; 0.436685632426755 ;  ; 0.174923577790077 ;  
14;DepthOfInheritance ; 0 ;  ; 0 ;  ; 0 ;  ; 0 ;  ; 0.0291980812829249 ;  ; 0 ;  ; 0 ;  ; 0 ;  ; 0 ; unique <=2 ; 0 ;  
15;CouplingBetweenObjects ; 0.143619454191064 ; * ; 0 ; unique <=2 ; 0 ; unique <=2 ; 0.310055068626886 ; * ; 0.202762054697298 ; * ; 0.123921538217182 ;  ; 0.0885852026742608 ;  ; 0.125377924914208 ;  ; 0.366055811552957 ;  ; 0.148006441897824 ;  
16;DevelopmentCodeFragment ; 0.117114348098199 ; * ; 0.234103713215918 ;  ; 0.600116009458678 ; * ; 0.483042003409118 ; * ; 0.083974195244688 ;  ; 0.0966459892846684 ;  ; 0.173966772884125 ; * ; 0 ; unique <=2 ; 0.475720719271117 ; * ; 0 ;  
17;UnusedPrivateField ; 0.162167177167439 ; * ; 0 ;  ; 0.507670388701454 ; * ; 0 ;  ; 0.102649880333786 ;  ; 0.167614938845315 ; * ; 0.198066224286582 ; * ; 0 ; unique <=2 ; 0.319374175117477 ;  ; 0 ;  
18;UnusedLocalVariable ; 0.0740730732074675 ;  ; 0.25890579228416 ;  ; 0.42613993681578 ; * ; 0.483042003409118 ; * ; 0.0494958198417915 ;  ; 0.118136104620469 ;  ; 0.118469519108362 ; * ; 0.125377924914208 ;  ; 0.329555373297992 ;  ; 0.193023779663733 ; * 
19;UnusedPrivateMethod ; 0.120118991688662 ; * ; 0 ;  ; 0.531159518612307 ; * ; 0 ; unique <=2 ; 0.101591117382384 ;  ; 0.159834581392402 ; * ; 0.0994419949058155 ;  ; 0 ; unique <=2 ; 0.436685632426755 ;  ; 0 ; unique <=2 
20;UnusedFormalParameter ; 0.0752193891445104 ;  ; 0.210086854472834 ;  ; 0.252208216065192 ;  ; 0.478320800757655 ; * ; 0.0555399807143862 ;  ; 0.0846503050536924 ;  ; 0.14249168102678 ;  ; 0.125288995687648 ;  ; 0.353138630329351 ;  ; 0.142542988304601 ;  
21;embed.JS ; 0.101539150867565 ; * ; 0.520738258179569 ; * ; 0.343745804983356 ; * ; 0.316518950649524 ;  ; 0.0494958198417915 ;  ; 0.132042571944021 ;  ; 0.115501445270437 ; * ; 0.136494411995803 ;  ; 0.366308500164369 ;  ; 0.0993020512990032 ;  
22;inline.JS ; 0.0690721431923225 ;  ; 0.139916712424951 ;  ; 0.422352463053335 ; * ; 0.360848961645902 ; * ; 0.0555399807143862 ;  ; 0.212636147182438 ; * ; 0.104843830646971 ;  ; 0.12046323100087 ;  ; 0.366308500164369 ;  ; 0 ;  
23;embed.CSS ; 0.0676997156871976 ;  ; 0 ; unique <=2 ; 0.25334896557353 ;  ; 0.29854557864353 ; * ; 0.0925133890409635 ;  ; 0.082603126409636 ;  ; 0.175062457964238 ; * ; 0.112366556162941 ;  ; 0.349557547989284 ;  ; 0.166138102258108 ; * 
24;inline.CSS ; 0.065872931881763 ;  ; 0.406902889390288 ; * ; 0.479786884181406 ; * ; 0.36117433149359 ;  ; 0.0181118682027393 ;  ; 0.214822344947236 ; * ; 0.11692908330768 ; * ; 0.102584310508425 ;  ; 0.448930968757835 ;  ; 0.197123313344474 ; * 
25;css.in.JS ; 0.108360092851564 ; * ; 0.372622796173763 ; * ; 0.361069782242825 ;  ; 0.473811896994517 ; * ; 0.0505243941536324 ;  ; 0.13278535209644 ;  ; 0.0977379552833849 ;  ; 0.117889235557352 ;  ; 0.451376433539768 ;  ; 0.208941054395412 ; * 
26;css.in.JS..jquery ; 0.13701617295126 ; * ; 0.350305358121282 ; * ; 0.424231359185446 ;  ; 0.246524829282698 ;  ; 0.0878427381224719 ;  ; 0.137045169260029 ;  ; 0.323377040942242 ; * ; 0.112366556162941 ;  ; 0.485957722474122 ;  ; 0.147967336364766 ;  
27;max.lines ; 0.101297319216517 ; * ; 0.217392299169576 ;  ; 0.5353022590918 ; * ; 0.412732792088305 ;  ; 0.0555399807143862 ;  ; 0.146486835040674 ;  ; 0.128216398292229 ; * ; 0.186502096939742 ;  ; 0.295678679290569 ;  ; 0.163304098524463 ;  
28;max.lines.per.function ; 0.131439562679529 ; * ; 0.124978669807584 ; * ; 0.596952896299368 ; * ; 0.246593034862585 ;  ; 0.0494958198417915 ;  ; 0.157086260862516 ;  ; 0.168937798847934 ; * ; 0.142076365400905 ;  ; 0.225513917326209 ;  ; 0.107695199538696 ;  
29;max.params ; 0.141026492996822 ; * ; 0.124978669807584 ; * ; 0.422352463053335 ; * ; 0.477677053421035 ; * ; 0.0520117202560049 ;  ; 0.186211316730045 ; * ; 0.164374306288702 ; * ; 0.239515307269144 ;  ; 0.482424693350852 ; * ; 0.134744480743827 ;  
30;complexity ; 0.129057757857945 ; * ; 0.124978669807584 ; * ; 0.424980978145825 ;  ; 0.298331952162729 ;  ; 0.0497179976266878 ;  ; 0.119117952833955 ;  ; 0.206278347773743 ; * ; 0.105329501287301 ;  ; 0.405090898397319 ;  ; 0.147967336364766 ;  
31;max.depth ; 0.111390108238887 ; * ; 0.348329281095828 ; * ; 0.479786884181406 ; * ; 0 ; unique <=2 ; 0.0181118682027393 ;  ; 0.185985952069138 ; * ; 0.252941937264688 ; * ; 0.24183932236075 ;  ; 0.485957722474122 ;  ; 0.147967336364766 ;  
32;max.nested.callbacks ; 0.124126040548061 ; * ; 0 ; unique <=2 ; 0.393447763986963 ;  ; 0.213354587474829 ;  ; 0.0864780573475847 ;  ; 0.156608035539177 ;  ; 0.0781889421163446 ;  ; 0.12133454207467 ; * ; 0.65262236465226 ; * ; 0.175010480845514 ; * 
33;;;;;;;;;;;;;;;;;;;;;
34;;;;;;;;;;;;;;;;;;;;;
35;CS; te2; issig2; te2; issig2; te2; issig2; te2; issig2; te2; issig2; te2; issig2; te2; issig2; te2; issig2; te2; issig2; te2; issig2
36;CyclomaticComplexity ; 0.0351522429914067 ; ; 0.182004278977436 ; ; 0.495951454458548 ; ; 0.320245507830103 ; ; 0.139101541507471 ; ; 0.0905738726089722 ; ; 0.0717259568168055 ; ; 0.185152647844587 ; ; 0.345514675831111 ; ; 0.0678643998010717 ; 
37;NPathComplexity ; 0.0241239068761109 ; ; 0.182004278977436 ; ; 0.289077851641486 ; ; 0.320245507830103 ; ; 0.190850450210331 ; *; 0.118086082001386 ; ; 0.0607459067366063 ; ; 0.185152647844587 ; ; 0.331558305395852 ; ; 0.0571873985247096 ; 
38;ExcessiveMethodLength ; 0.015075415993479 ; ; 0.162400821926171 ; ; 0.251334646272248 ; ; 0.320245507830103 ; ; 0.0776606520625072 ; ; 0.0735060036764801 ; ; 0.0807508008263759 ; ; 0.185152647844587 ; ; 0.624252131428548 ; *; 0.144899121147659 ; 
39;ExcessiveClassLength ; 0.0327773086662271 ; ; 0.334156350755647 ; ; 0.361395602413726 ; ; 0.231033673169439 ; ; 0.119991562287724 ; ; 0.064405396657503 ; ; 0.0968575504609774 ; ; 0.114158770035183 ; ; 0.487793931890781 ; ; 0 ; 
40;ExcessiveParameterList ; 0.0467815486180875 ; ; 0 ; ; 0.331436987966414 ; ; 0.184911620702809 ; ; 0.115711267640518 ; ; 0 ; ; 0.0791613791288997 ; ; 0 ; ; 0.547782033079853 ; *; 0.0971034133875602 ; 
41;ExcessivePublicCount ; 0.0327773086662271 ; ; 0.254587343990283 ; ; 0.267676189702998 ; ; 0.299317625907895 ; ; 0.110895421681032 ; ; 0.101025747811044 ; ; 0.0701110573629654 ; ; 0 ; ; 0.142976037212702 ; ; 0 ; 
42;TooManyFields ; 0.018589008223577 ; ; 0.115516557990568 ; ; 0 ; ; 0.165817701534902 ; ; 0.191073644273666 ; *; 0.233458467587959 ; *; 0.126216723695474 ; ; 0.0929838396438441 ; ; 0.142976037212702 ; ; 0 ; 
