1;CS;phpmyadmin;phpmyadmin_sig;dokuwiki;dokuwiki sig _;opencart;opencart sig _;phpbb;phpbb sig _;phppgadmin;phppgadmin sig _;mediawiki;mediawiki sig _;prestashop;prestashop sig _;vanilla;vanilla sig _;dolibarr;dolibarr sig _;roundcubemail;roundcubemail sig _;openemr;openemr sig _;kanboard;kanboard sig _
2;CS; te; issig; te; issig; te; issig; te; issig; te; issig; te; issig; te; issig; te; issig; te; issig; te; issig; te; issig; te; issig
47;DepthOfInheritance ; 0 ; ; 0 ; ; 0 ; ; 0 ; ; 0.366207969191879 ; ; 0 ; ; 0.138021256812538 ; ; 0 ; ; 0 ; ; 0 ; ; 0 ; ; 0 ; 
48;CouplingBetweenObjects ; 0.136210670209054 ; ; 0 ; ; 0 ; ; 0.168477633898314 ; ; 0 ; ; 0.0832436682275079 ; ; 0.136130801839728 ; ; 0.128650132193148 ; ; 0.0972634898748646 ; ; 0.24974758728369 ; ; 0.16637630514212 ; ; 0.169762075982604 ; 
49;DevelopmentCodeFragment ; 0.0904188790978142 ; ; 0.149689781331557 ; ; 0.351133143149578 ; ; 0.152463175410957 ; ; 0 ; ; 0.210431590535673 ; ; 0.294628281345898 ; ; 0.131022898699062 ; ; 0.145422812367726 ; ; 0 ; ; 0.399350876363844 ; ; 0 ; 
50;UnusedPrivateField ; 0.130463503568566 ; ; 0 ; ; 0.425752061781574 ; ; 0 ; ; 0 ; ; 0.106109641890417 ; ; 0.167176588436975 ; ; 0.180239940472428 ; ; 0.212640981096016 ; ; 0 ; ; 0.119143105159883 ; ; 0 ; 
51;UnusedLocalVariable ; 0.113876084533935 ; ; 0.137827530659692 ; ; 0.469576393523721 ; ; 0.221575843295862 ; ; 0.783823345496861 ; *; 0.181094669318668 ; ; 0.162181965486468 ; ; 0.170707061342798 ; ; 0.166490050768447 ; ; 0.262341840383887 ; ; 0.333865676271838 ; ; 0.176361052764754 ; 
52;UnusedPrivateMethod ; 0.0897392634130228 ; ; 0 ; ; 0.335073633227878 ; ; 0 ; ; 0 ; ; 0.0611782335764219 ; ; 0.271230292521738 ; ; 0.0795315752277837 ; ; 0.123927179169529 ; ; 0 ; ; 0.209683333322236 ; ; 0 ; 
53;UnusedFormalParameter ; 0.11206383824868 ; ; 0.144932572992679 ; ; 0.364046811267986 ; ; 0.295244354518559 ; ; 0.326777990840647 ; ; 0.261379196304572 ; ; 0.340351193060906 ; ; 0.194093311765662 ; ; 0.33501861394911 ; ; 0.0469836138504094 ; ; 0.326304310966516 ; ; 0.103219206252522 ; 
54;embed.JS ; 0.171061210218087 ; ; 0.137501933007915 ; ; 0.275231203450703 ; ; 0.18974919825031 ; ; 0.316794119529252 ; ; 0.170011840975146 ; ; 0.262010789688937 ; ; 0.301349309604167 ; ; 0.160920617569412 ; ; 0.187373612368472 ; ; 0.513235020475361 ; *; 0.271076349754111 ; *
55;inline.JS ; 0.209012122792249 ; ; 0.183974461593865 ; ; 0.266475024491925 ; ; 0.253566318970683 ; ; 0.430733888639876 ; ; 0.195851438393266 ; ; 0.193764934129747 ; ; 0.117609603758923 ; ; 0.216633061256744 ; ; 0.241032428898656 ; ; 0.441657825235031 ; ; 0 ; 
56;embed.CSS ; 0.0971430284400032 ; ; 0.214851652536607 ; ; 0.361339481858511 ; ; 0.114249984260069 ; ; 0 ; ; 0.120503862319919 ; ; 0.269533619459311 ; ; 0.138798997105974 ; ; 0.286960361614536 ; ; 0.0418939047018345 ; ; 0.513235020475361 ; *; 0.12777400382898 ; 
57;inline.CSS ; 0.105879328537801 ; ; 0.250484174682077 ; ; 0.44131282242865 ; ; 0.22254587885453 ; ; 0.413213663861247 ; ; 0.177359243849469 ; ; 0.197578061375404 ; ; 0.183790004208428 ; ; 0.184690508446684 ; ; 0.234939597516244 ; ; 0.306244639349122 ; ; 0.0676832651455828 ; 
58;css.in.JS ; 0.0929113260167665 ; ; 0.326734467965507 ; ; 0.274882445896969 ; ; 0.0735083005116868 ; ; 0.34446192230675 ; ; 0.194501468073792 ; ; 0.23639874282732 ; ; 0.152136300719272 ; ; 0.284388261589675 ; ; 0.0720197675707118 ; ; 0.315392645459407 ; ; 0.322677355492358 ; 
59;css.in.JS..jquery ; 0.0731406267152476 ; ; 0.109399497350394 ; ; 0.201360975705684 ; ; 0.171271751764838 ; ; 0 ; ; 0.0858298119473162 ; ; 0.242885927686688 ; ; 0.0930696549035609 ; ; 0.111142840928676 ; ; 0.0418939047018345 ; ; 0.352606082501607 ; ; 0.131770960093 ; 
60;max.lines ; 0.101532640152978 ; ; 0.139605153602651 ; ; 0.310696934278008 ; ; 0.113148254329107 ; ; 0.45290204497663 ; ; 0.160628159524949 ; ; 0.267918752819203 ; ; 0.246797405069279 ; ; 0.191242537671088 ; ; 0.227615399540103 ; ; 0.30791899221341 ; ; 0.143078418821566 ; 
61;max.lines.per.function ; 0.158880947217231 ; ; 0.115589231640601 ; ; 0.450094376052131 ; ; 0.205432970213835 ; ; 0.563064661320778 ; ; 0.118518348234066 ; ; 0.337101633474298 ; ; 0.363419020460849 ; ; 0.267871674348689 ; ; 0.230089930327603 ; ; 0.318097499815132 ; ; 0.14742752701617 ; 
62;max.params ; 0.139975001364728 ; ; 0.21584075977817 ; ; 0.23030552328421 ; ; 0.0977931084191941 ; ; 0.481908284807039 ; ; 0.195960235380233 ; ; 0.18795242160517 ; ; 0.338698272413004 ; ; 0.135416627093958 ; ; 0.194314761614974 ; ; 0.373205784616411 ; ; 0.169871334575539 ; 
63;complexity ; 0.0958479205835305 ; ; 0.21584075977817 ; ; 0.396098688730187 ; ; 0.232059770978921 ; ; 0.46208666512377 ; ; 0.122074875691525 ; ; 0.230697068064505 ; ; 0.161378165227256 ; ; 0.191537283563255 ; ; 0.256917802781059 ; ; 0.344708889528023 ; ; 0.199615117111263 ; 
64;max.depth ; 0.0605104075495273 ; ; 0.088085924820467 ; ; 0.404980045246479 ; ; 0 ; ; 0 ; ; 0.1376857475193 ; ; 0.205376859036299 ; ; 0.224798155048463 ; ; 0.114873000789193 ; ; 0.0795432337466013 ; ; 0.180217511880708 ; ; 0.199615117111263 ; 
65;max.nested.callbacks ; 0.0591951517342885 ; ; 0 ; ; 0.502590505612629 ; ; 0.179827938789712 ; ; 0 ; ; 0.0982502393420881 ; ; 0.151032027965143 ; ; 0.3378088525958 ; ; 0.097747571998513 ; ; 0.0945661525871592 ; ; 0.247991731078637 ; ; 0.270480797860279 ; 
