1;CS;phpmyadmin;phpmyadmin_sig;dokuwiki;dokuwiki sig _;opencart;opencart sig _;phpbb;phpbb sig _;prestashop;prestashop sig _;vanilla;vanilla sig _;dolibarr;dolibarr sig _;roundcubemail;roundcubemail sig _;openemr;openemr sig _;kanboard;kanboard sig _;;total sig;;39;;;;
2;CyclomaticComplexity ;0.786467829; ;0.098654194; ;0.46153054; ;1.35E-07; *;0.618419824; ;0.165042898; ;0.137951204; ;0.81394503; ;0.747538299; ;0.09239647; ;;    *      ;*;1;    #      ;•;    |      ;|
3;NPathComplexity ;0.762783895; ;0.073022311; ;0.344827962; ;3.71E-05; *;0.638087457; ;0.791831324; ;0.030520751; *;0.953154492; ;0.716887576; ;0.659366475; ;;    *   *   ;**;2;    #   #   ;••;    |   |   ;||
4;ExcessiveMethodLength ;0.322924666; ;0.121515356; ;0.161383864; ;5.81E-06; *;0.688679491; ;0.050713617; ;0.043123655; *;0.763204348; ;0.106424569; ;0.645293761; ;;    *   *   ;**;2;    #   #   ;••;    |   |   ;||
5;ExcessiveClassLength ;0.009457128; *;0.127995628; ;0.817372832; ;3.65E-15; *;0.392776955; ;0.116370817; ;0.788230143; ;0.654435991; ;0.183229023; ;1;;; *   *     ;**;2; #   #     ;••; |   |     ;||
6;ExcessiveParameterList ;0.756778279; ;1;;1;;0.247767937; ;0.316620532; ;1;;0.011072742; *;1;;0.182250065; ;0.648267238; ;;    *  ;*;1;    #  ;•;    |  ;|
7;ExcessivePublicCount ;0.298703383; ;0.100935276; ;0.494816107; ;0.244163167; ;0.48959621; ;0.963815838; ;0.099229896; ;1;;0.750490487; ;1;;;        ;;0;        ;;        ;
8;TooManyFields ;0.855335626; ;0.045016828; *;1;;0.002264477; *;0.581945645; ;0.375673821; ;0.371702245; ;1;;0.67111364; ;1;;;  * *    ;**;2;  # #    ;••;  | |    ;||
9;TooManyMethods ;0.300591113; ;0.366313343; ;0.462593733; ;0.166044612; ;0.324219804; ;0.105796432; ;0.192666424; ;0.670751764; ;0.791182314; ;1;;;         ;;0;         ;;         ;
10;TooManyPublicMethods ;0.002370907; *;0.124488905; ;0.384872255; ;0.029352456; *;0.606218308; ;0.586153887; ;0.754010234; ;0.7519436; ;0.381842804; ;0.28647783; ;; *   *      ;**;2; #   #      ;••; |   |      ;||
11;ExcessiveClassComplexity ;0.022896932; *;0.084586856; ;0.825185793; ;2.72E-15; *;0.583353719; ;0.270025423; ;0.196521902; ;0.722794771; ;0.298422926; ;0.732641467; ;; *   *      ;**;2; #   #      ;••; |   |      ;||
12;NumberOfChildren ;0.017131083; *;1;;1;;1;;0.038990832; *;0.676708399; ;0.356365322; ;1;;0.708901724; ;0.201886356; ;; * *    ;**;2; # #    ;••; | |    ;||
13;DepthOfInheritance ;1;;1;;1;;1;;1;;1;;1;;1;;1;;1;;;;;0;;;;
14;CouplingBetweenObjects ;0.009960382; *;1;;1;;0.575411999; ;0.305875538; ;0.694628132; ;0.974630953; ;1;;0.214791037; ;0.980569199; ;; *      ;*;1; #      ;•; |      ;|
15;DevelopmentCodeFragment ;0.000437565; *;0.14184166; ;0.586046648; ;1;;0.457946141; ;0.496989934; ;1;;1;;0.966643186; ;1;;; *     ;*;1; #     ;•; |     ;|
16;UnusedPrivateField ;0.988540664; ;1;;0.294751819; ;1;;0.248945497; ;1;;0.613956473; ;1;;1;;1;;;    ;;0;    ;;    ;
17;UnusedLocalVariable ;0.966653264; ;0.250860537; ;0.167925648; ;0.211197908; ;0.855499611; ;0.486023022; ;0.013204741; *;0.929181497; ;0.201844788; ;0.434529233; ;;       *   ;*;1;       #   ;•;       |   ;|
18;UnusedPrivateMethod ;0.899000291; ;1;;1;;1;;0.249190948; ;0.202634189; ;0.435964103; ;1;;0.620132635; ;1;;;     ;;0;     ;;     ;
19;UnusedFormalParameter ;0.657414055; ;0.155611944; ;0.240630321; ;2.10E-08; *;0.768226089; ;0.055950262; ;0.090431402; ;0.57088224; ;0.879004926; ;0.729733117; ;;    *      ;*;1;    #      ;•;    |      ;|
20;embed.JS ;0.670911049; ;0.475515276; ;0.224723159; ;0.94100952; ;0.899612553; ;0.222603139; ;0.160926057; ;0.776460093; ;0.000467043; *;1;;;         *;*;1;         #;•;         |;|
21;inline.JS ;0.676698794; ;0.874982645; ;0.412349496; ;0.814469516; ;0.490828299; ;0.095982007; ;0.033235436; *;0.762828886; ;0.000579171; *;1;;;       *  *;**;2;       #  #;••;       |  |;||
22;embed.CSS ;0.954266559; ;1;;0.541503738; ;1.51E-12; *;0.084456082; ;0.117856592; ;0.967713637; ;1;;0.001190169; *;0.611116591; ;;   *    * ;**;2;   #    # ;••;   |    | ;||
23;inline.CSS ;0.675803753; ;0.885769348; ;0.289471603; ;0.733827705; ;0.592985766; ;0.06683745; ;0.044843321; *;0.754468212; ;0.000350948; *;0.602699431; ;;       *  * ;**;2;       #  # ;••;       |  | ;||
24;css.in.JS ;0.68712731; ;0.44122921; ;0.761793576; ;0.062396538; ;0.841398867; ;0.369367956; ;0.90658993; ;0.663835622; ;0.458505623; ;0.303273781; ;;          ;;0;          ;;          ;
25;css.in.JS..jquery ;0.826121482; ;0.968627787; ;0.710782151; ;0.41572567; ;0.734078421; ;0.31858578; ;4.88E-05; *;0.743329679; ;0.00018468; *;0.115900637; ;;       *  * ;**;2;       #  # ;••;       |  | ;||
26;max.lines ;0.676624064; ;0.956806312; ;0.107949043; ;2.40E-09; *;0.873745226; ;0.03169141; *;0.150541161; ;0.950045535; ;0.408859246; ;0.675529964; ;;    *  *    ;**;2;    #  #    ;••;    |  |    ;||
27;max.lines.per.function ;0.767967737; ;0.206953208; ;0.282175911; ;0.00013142; *;0.998761584; ;0.461542152; ;0.337778241; ;0.966062623; ;0.017223688; *;0.714514485; ;;    *     * ;**;2;    #     # ;••;    |     | ;||
28;max.params ;0.949801967; ;0.236649936; ;0.302749892; ;0.262998149; ;0.023125166; *;0.625608405; ;0.00450088; *;0.95739894; ;0.20150667; ;0.842282677; ;;     *  *   ;**;2;     #  #   ;••;     |  |   ;||
29;complexity ;0.947193831; ;0.1034332; ;0.311573629; ;0.479530943; ;0.049824168; *;0.707660944; ;0.00285415; *;0.957065907; ;0.068445318; ;0.837148062; ;;     *  *   ;**;2;     #  #   ;••;     |  |   ;||
30;max.depth ;0.938602311; ;0.888103994; ;0.3641596; ;1;;0.533647229; ;0.282806362; ;0.002268469; *;0.684142877; ;0.058166477; ;0.811408984; ;;      *   ;*;1;      #   ;•;      |   ;|
31;max.nested.callbacks ;0.991975122; ;1;;0.270272478; ;0.421609689; ;0.210093831; ;0.275935192; ;0.880486684; ;0.883692385; ;0.001259919; *;0.750599637; ;;        * ;*;1;        # ;•;        | ;|
