CS; r^2; p; issig
CyclomaticComplexity ; 0.00109871221428129 ; 0.798138429349512 ; 
NPathComplexity ; 0.00587188466639481 ; 0.553875057568062 ; 
ExcessiveMethodLength ; 0.000946196186566378 ; 0.812397813258658 ; 
ExcessiveClassLength ; 0.00884275592617969 ; 0.467235642780873 ; 
ExcessiveParameterList ; 0.0828048926906645 ; 0.0233351871980561 ; *
ExcessivePublicCount ; 0.00233159822568087 ; 0.709379807249248 ; 
TooManyFields ; 0.00339971272592251 ; 0.652602162521892 ; 
TooManyMethods ; 0.00418904275839997 ; 0.617229244147353 ; 
TooManyPublicMethods ; 5.50986100743875e-05 ; 0.954339016314743 ; 
ExcessiveClassComplexity ; 0.00394691985135361 ; 0.627610271388331 ; 
NumberOfChildren ; 0.196434873737724 ; 0.000309018165880791 ; *
DepthOfInheritance ; 0.0119201584209095 ; 0.398270559943977 ; 
CouplingBetweenObjects ; 0.071636095015624 ; 0.035455367083885 ; *
DevelopmentCodeFragment ; 0.0472720972631575 ; 0.0896001595340636 ; 
UnusedPrivateField ; 0.1373047194132 ; 0.00303052916953948 ; *
UnusedLocalVariable ; 0.0676561148861039 ; 0.0411813151723939 ; *
UnusedPrivateMethod ; 0.087453526868203 ; 0.0196158913394219 ; *
UnusedFormalParameter ; 0.0108906198668153 ; 0.419550414686029 ; 
embed.JS ; 0.0168626388730985 ; 0.314440801473695 ; 
inline.JS ; 0.00181468196077938 ; 0.742345745579267 ; 
embed.CSS ; 0.18527659393483 ; 0.000479403465328604 ; *
inline.CSS ; 0.0104145410022062 ; 0.429956453520068 ; 
css.in.JS ; 0.0365056932916133 ; 0.136864429123724 ; 
css.in.JS..jquery ; 0.00205340034286398 ; 0.726545250862898 ; 
max.lines ; 0.00387239257928002 ; 0.630884364960035 ; 
max.lines.per.function ; 0.000533955221866435 ; 0.858511463143792 ; 
max.params ; 0.200543922381623 ; 0.000262581043524937 ; *
complexity ; 0.152032701438922 ; 0.0017320585738174 ; *
max.depth ; 0.068445385447918 ; 0.0399752276919823 ; *
max.nested.callbacks ; 0.126889081768318 ; 0.00448858985994069 ; *
