id;version1;version2;date1;date2;count
2;2.0.0;2.0.1;2002-04-04;2002-05-20;0
3;2.0.1;2.0.2;2002-05-20;2002-08-08;0
4;2.0.2;2.0.3;2002-08-08;2002-09-28;0
5;2.0.3;2.0.4;2002-09-28;2003-01-15;0
6;2.0.4;2.0.5;2003-01-15;2003-06-15;0
7;2.0.5;2.0.6;2003-06-15;2003-08-03;0
8;2.0.6;2.0.7;2003-08-03;2004-03-13;0
9;2.0.7;2.0.8;2004-03-13;2004-03-25;0
10;2.0.8;2.0.8a;2004-03-25;2004-03-28;0
11;2.0.8a;2.0.9;2004-03-28;2004-07-11;0
12;2.0.9;2.0.10;2004-07-11;2004-07-17;0
13;2.0.10;2.0.11;2004-07-17;2004-11-18;0
14;2.0.11;2.0.12;2004-11-18;2005-02-21;0
15;2.0.12;2.0.13;2005-02-21;2005-02-27;0
16;2.0.13;2.0.14;2005-02-27;2005-04-18;0
17;2.0.14;2.0.15;2005-04-18;2005-05-13;0
18;2.0.15;2.0.16;2005-05-13;2005-06-28;0
19;2.0.16;2.0.17;2005-06-28;2005-08-08;0
20;2.0.17;2.0.18;2005-08-08;2005-10-31;0
21;2.0.18;2.0.19;2005-10-31;2005-12-30;1
22;2.0.19;2.0.20;2005-12-30;2006-04-05;314
23;2.0.20;2.0.21;2006-04-05;2006-05-30;340
24;2.0.21;3.0.0;2006-05-30;2007-12-12;6131
25;3.0.0;3.0.1;2007-12-12;2008-04-08;567
26;3.0.1;3.0.2;2008-04-08;2008-07-10;361
27;3.0.2;3.0.3;2008-07-10;2008-11-12;362
28;3.0.3;3.0.4;2008-11-12;2008-12-13;135
29;3.0.4;3.0.5;2008-12-13;2009-05-31;382
30;3.0.5;3.0.6;2009-05-31;2009-11-17;527
31;3.0.6;3.0.7;2009-11-17;2010-02-28;254
32;3.0.7;3.0.8;2010-02-28;2010-11-19;491
33;3.0.8;3.0.9;2010-11-19;2011-07-10;354
34;3.0.9;3.0.10;2011-07-10;2012-01-02;302
35;3.0.10;3.0.11;2012-01-02;2012-08-20;499
36;3.0.11;3.0.12;2012-08-20;2013-09-28;806
37;3.0.12;3.1.0;2013-09-28;2014-10-28;1358
38;3.1.0;3.1.1;2014-10-28;2014-11-01;28
39;3.1.1;3.1.2;2014-11-01;2014-11-25;110
40;3.1.2;3.1.3;2014-11-25;2015-02-01;187
41;3.1.3;3.1.4;2015-02-01;2015-05-03;242
42;3.1.4;3.1.5;2015-05-03;2015-06-14;129
43;3.1.5;3.1.6;2015-06-14;2015-09-05;180
44;3.1.6;3.1.7;2015-09-05;2015-12-19;224
45;3.1.7;3.1.8;2015-12-19;2016-02-18;115
46;3.1.8;3.1.9;2016-02-18;2016-04-16;119
47;3.1.9;3.1.10;2016-04-16;2016-10-02;196
48;3.1.10;3.2.0;2016-10-02;2017-01-07;151
49;3.2.0;3.2.1;2017-01-07;2017-07-16;300
50;3.2.1;3.2.2;2017-07-16;2018-01-07;223
51;3.2.2;next;2018-01-07;2018-09-10;267
