id;version1;version2;date1;date2;count
159;4.6.4;4.6.5;2016-08-16;2016-11-25;270
160;4.6.5;4.6.5.1;2016-11-25;2016-11-26;2
161;4.6.5.1;4.6.5.2;2016-11-26;2016-12-05;48
162;4.6.5.2;4.6.6;2016-12-05;2017-01-23;135
163;4.6.6;4.7.0;2017-01-23;2017-03-29;212
164;4.7.0;4.7.1;2017-03-29;2017-05-26;171
165;4.7.1;4.7.2;2017-05-26;2017-06-29;114
166;4.7.2;4.7.3;2017-06-29;2017-07-20;90
167;4.7.3;4.7.4;2017-07-20;2017-08-24;106
168;4.7.4;4.7.5;2017-08-24;2017-10-23;158
169;4.7.5;4.7.6;2017-10-23;2017-12-01;81
170;4.7.6;4.7.7;2017-12-01;2017-12-23;30
171;4.7.7;4.7.8;2017-12-23;2018-02-20;146
172;4.7.8;4.8.0;2018-02-20;2018-04-07;132
173;4.8.0;4.8.0.1;2018-04-07;2018-04-19;43
174;4.8.0.1;4.8.1;2018-04-19;2018-05-25;115
175;4.8.1;4.8.2;2018-05-25;2018-06-21;90
176;4.8.2;4.8.3;2018-06-21;2018-08-22;172
177;4.8.3;4.8.4;2018-08-22;2018-12-11;187
178;4.8.4;4.8.5;2018-12-11;2019-01-26;130
180;4.8.5;4.9.0.1;2019-01-26;2019-06-04;392
181;4.9.0.1;4.9.1;2019-06-04;2019-09-21;169
182;4.9.1;next;2019-09-21;2019-11-22;105
