Id;Version;Date; max-lines;max-lines-per-function;max-params;complexity;max-depth;max-nested-callbacks
1;1.0.0;2014-02-17;0;2;0;0;0;0
2;1.0.1;2014-02-22;0;2;0;0;0;0
3;1.0.2;2014-02-28;0;3;0;0;0;0
4;1.0.3;2014-03-15;0;3;0;0;0;0
5;1.0.4;2014-05-04;0;3;0;0;0;0
6;1.0.5;2014-05-27;0;4;34;81;4;1
7;1.0.6;2014-06-30;0;5;40;97;5;1
8;1.0.7;2014-08-20;0;6;40;104;5;1
9;1.0.8;2014-09-19;0;6;40;104;5;1
10;1.0.9;2014-11-02;1;6;40;104;5;1
11;1.0.10;2014-12-07;1;18;136;275;22;2
12;1.0.11;2015-01-10;0;10;138;275;22;2
13;1.0.12;2015-02-22;1;17;69;158;5;0
14;1.0.13;2015-04-06;1;19;69;158;5;0
15;1.0.14;2015-05-02;1;20;69;158;5;0
16;1.0.15;2015-05-31;1;20;69;158;5;0
17;1.0.16;2015-06-28;1;22;69;159;6;0
18;1.0.17;2015-07-26;2;24;78;171;8;0
19;1.0.18;2015-08-30;1;29;81;174;9;0
20;1.0.19;2015-10-11;1;32;81;174;9;0
21;1.0.20;2015-10-24;1;32;81;174;9;0
22;1.0.21;2015-11-22;1;32;82;175;9;0
23;1.0.22;2015-12-14;1;34;82;175;9;0
24;1.0.23;2016-01-09;2;44;83;175;9;1
25;1.0.24;2016-01-24;3;45;83;175;9;1
26;1.0.25;2016-02-07;3;46;83;175;9;1
27;1.0.26;2016-02-28;3;56;83;175;9;1
28;1.0.27;2016-03-27;1;45;164;268;33;0
29;1.0.28;2016-05-08;1;47;164;268;33;0
30;1.0.29;2016-06-06;2;67;305;418;48;0
31;1.0.30;2016-06-09;2;67;305;418;48;0
32;1.0.31;2016-07-04;2;67;316;424;48;2
33;1.0.32;2016-08-01;2;62;336;388;47;2
34;1.0.33;2016-09-06;2;64;372;436;56;2
35;1.0.34;2016-10-11;2;64;373;436;56;2
36;1.0.35;2016-12-05;2;83;214;273;23;4
37;1.0.36;2016-12-31;2;78;210;264;23;4
38;1.0.37;2017-01-14;2;81;214;264;21;4
39;1.0.38;2017-01-28;2;82;214;264;21;4
40;1.0.39;2017-02-12;2;84;214;264;21;4
41;1.0.40;2017-02-25;2;86;214;264;21;4
42;1.0.41;2017-03-19;1;84;213;267;21;4
43;1.0.42;2017-04-08;1;71;161;223;20;4
44;1.0.43;2017-05-01;1;71;161;223;20;4
45;1.0.44;2017-05-29;1;71;161;223;20;4
46;1.0.45;2017-06-23;1;71;161;224;20;5
47;1.0.46;2017-08-13;1;71;161;224;20;5
48;1.0.47;2017-10-04;1;71;161;224;20;5
49;1.0.48;2017-10-24;1;71;161;224;20;5
50;1.1.0;2017-11-20;1;0;156;223;19;4
51;1.1.1;2017-12-09;1;0;156;223;19;4
52;1.2.0;2017-12-27;1;0;156;223;19;4
53;1.2.1;2018-03-01;1;0;156;223;19;4
54;1.2.2;2018-03-31;1;0;156;223;19;4
55;1.2.3;2018-04-19;1;0;156;223;19;4
56;1.2.4;2018-05-17;1;0;157;223;19;3
57;1.2.5;2018-06-15;1;0;159;221;19;3
58;1.2.6;2018-10-11;1;0;159;221;19;3
59;1.2.7;2018-12-20;1;0;159;221;19;3
60;1.2.8;2019-02-02;1;0;159;221;19;3
61;1.2.9;2019-04-06;1;74;156;198;19;3
62;1.2.10;2019-06-22;1;74;156;198;19;3
63;1.2.11;2019-08-24;1;77;156;198;20;3
64;1.2.12;2019-10-27;1;77;156;199;20;3
65;1.2.13;2019-12-16;1;77;156;199;20;3
