Id;Version;Date; embed JS;inline JS;embed CSS;inline CSS;css in JS;css in JS: jquery
1;1.0.0;2014-04-05;43;118;16;75;404;121
2;1.0.1;2014-05-09;43;118;16;75;404;121
3;1.0.2;2014-07-20;43;118;16;75;404;121
4;1.0.3;2014-09-29;43;118;16;75;404;121
5;1.0.4;2014-12-18;43;118;16;75;404;121
6;1.0.5;2015-01-23;43;118;16;75;404;121
7;1.1.0;2015-02-07;40;119;16;74;87;148
8;1.1.1;2015-03-16;40;119;16;75;87;147
9;1.1.2;2015-06-05;40;119;16;76;87;147
10;1.1.3;2015-09-10;40;119;16;76;87;146
11;1.1.4;2015-12-23;40;119;16;76;87;147
12;1.1.5;2016-04-19;40;119;16;76;87;147
13;1.2.0;2016-05-21;41;125;16;78;88;147
14;1.2.1;2016-07-26;41;125;16;78;87;150
15;1.2.2;2016-09-28;41;125;16;78;87;150
16;1.2.3;2016-11-28;42;125;16;78;87;150
17;1.2.4;2017-03-10;42;125;16;78;87;150
18;1.2.5;2017-04-28;42;125;16;78;87;150
19;1.3.0;2017-06-26;40;131;17;71;71;137
20;1.3.1;2017-09-04;40;131;17;72;71;137
21;1.3.2;2017-10-30;40;131;17;72;71;137
22;1.3.3;2017-11-08;40;131;17;72;71;137
23;1.3.4;2018-01-14;40;131;17;72;71;137
24;1.3.5;2018-03-15;41;131;17;72;71;137
25;1.3.6;2018-04-11;41;131;17;72;71;137
26;1.3.7;2018-07-27;41;131;17;72;71;137
27;1.3.8;2018-10-26;41;131;17;72;71;137
28;1.3.9;2019-03-31;41;131;17;72;71;137
29;1.3.10;2019-08-28;41;131;17;72;71;137
30;1.4.0;2019-11-09;43;174;19;87;77;153
31;1.4.1;2019-11-22;43;174;19;87;77;153
