Id;Version;Date; max-lines;max-lines-per-function;max-params;complexity;max-depth;max-nested-callbacks
1;1.5.5.1;2013-04-28;23;716;561;940;354;17
2;1.5.6;2013-08-01;23;773;612;1000;380;17
3;1.5.6.1;2014-01-09;23;767;611;1000;380;17
4;1.5.6.2;2014-04-10;24;769;611;1000;380;17
5;1.5.6.3;2014-04-15;24;769;611;1000;380;17
6;1.5.6.4;2014-04-24;24;769;611;1000;380;17
7;2.0.0.0;2014-10-01;15;584;365;563;144;2
8;2.0.1.0;2014-11-30;20;687;363;570;139;4
9;2.0.1.1;2014-12-06;20;687;363;570;139;4
10;2.0.2.0;2015-03-30;21;728;339;542;125;4
11;2.0.3.0;2015-05-20;21;728;339;542;125;4
12;2.0.3.1;2015-05-27;21;728;339;542;125;4
13;2.1.0.0;2015-09-27;21;722;339;545;125;4
14;2.1.0.1;2015-10-06;21;722;339;545;125;4
15;2.1.0.2;2015-12-30;21;722;339;545;125;4
16;2.2.0.0;2016-03-02;21;773;340;550;125;4
17;2.3.0.0;2016-07-30;25;1311;486;849;180;8
18;2.3.0.1;2016-07-31;25;1311;486;849;180;8
19;2.3.0.2;2016-08-01;25;1311;486;849;180;8
20;3.0.0.0;2017-06-19;35;4000;722;993;154;344
23;3.0.1.1;2017-07-04;37;4184;746;1195;166;346
24;3.0.1.2;2017-07-07;37;4184;746;1195;166;346
25;3.0.2.0;2017-07-17;37;4184;747;1201;168;346
26;3.0.3.0;2019-01-02;38;4187;747;1201;168;346
27;3.0.3.1;2019-01-04;38;4187;747;1201;168;346
28;3.0.3.2;2019-04-09;38;4187;747;1201;168;346
